Date,031_EWY_1d_actual_lnrts,031_EWY_1d_forecast_lnrts,031_EWY_1d_true_label,031_EWY_1d_forecast_label
2016-05-20,0.004288707980353812,-0.00237755267880857,1.0,-1.0
2016-05-23,0.00366153190089047,-0.0033850716426968575,1.0,-1.0
2016-05-24,-0.004069149453347536,0.0050766197964549065,-1.0,1.0
2016-05-25,0.017381196895524392,-0.0007074863533489406,1.0,-1.0
2016-05-26,0.0006008530445028314,-0.006276597268879414,1.0,-1.0
2016-05-27,-0.003008044594937125,-0.006526018492877483,-1.0,-1.0
2016-05-31,-0.0006028060714855459,-0.005663264077156782,-1.0,-1.0
2016-06-01,0.003610850666422542,-0.004384433384984732,1.0,-1.0
2016-06-02,0.011151068379990296,-0.00750605296343565,1.0,-1.0
2016-06-03,0.018831504390611563,-0.00529734930023551,1.0,-1.0
2016-06-06,0.011592098636146398,-0.0006438023992814124,1.0,-1.0
2016-06-07,0.01126930882574117,-0.0017045623390004039,1.0,-1.0
2016-06-08,0.007945589216878901,-0.004385566804558039,1.0,-1.0
2016-06-09,-0.007755695407117488,-0.001534348470158875,-1.0,-1.0
2016-06-10,-0.01743169004833166,-0.003238721750676632,-1.0,-1.0
2016-06-13,-0.020104058246994575,-0.0015901384176686406,-1.0,-1.0
2016-06-14,-0.008116500369346509,-7.747288327664137e-05,-1.0,-1.0
2016-06-15,0.010872874571965847,0.0020368965342640877,1.0,1.0
2016-06-16,-0.004927570769444249,-0.00047741280286572874,-1.0,-1.0
2016-06-17,-0.00098842257307901,0.0009621621575206518,-1.0,1.0
2016-06-20,0.023843153418378758,-0.002481581410393119,1.0,-1.0
2016-06-21,0.005777143592856355,-0.0024116034619510174,1.0,-1.0
2016-06-22,0.008222561679313239,-0.0011346336686983705,1.0,-1.0
2016-06-23,0.016994375838678587,-0.003035969566553831,1.0,-1.0
2016-06-24,-0.0663750299336099,-0.0075934468768537045,-1.0,-1.0
2016-06-27,-0.020823593014460576,-0.007883572950959206,-1.0,-1.0
2016-06-28,0.030975933389560645,-0.006872853729873896,1.0,-1.0
2016-06-29,0.02310198429878273,-0.006416157353669405,1.0,-1.0
2016-06-30,0.007711700644720772,-0.0024040346033871174,1.0,-1.0
2016-07-01,0.014490229635071097,-0.004558820277452469,1.0,-1.0
2016-07-05,-0.01602780390209308,-0.0009115886059589684,-1.0,-1.0
2016-07-06,-0.013750597370054648,-0.004597662482410669,-1.0,-1.0
2016-07-07,0.0077700444179221485,-0.004163819830864668,1.0,-1.0
2016-07-08,0.014980057254234156,-0.0044573028571903706,1.0,-1.0
2016-07-11,0.00418496380430268,-0.00985773652791977,1.0,-1.0
2016-07-12,0.013574864817183115,-0.005043423734605312,1.0,-1.0
2016-07-13,0.0009358793785408378,-0.0026443572714924812,1.0,-1.0
2016-07-14,0.019087039585639315,-0.006567569449543953,1.0,-1.0
2016-07-15,-0.00257306168545953,-0.007903359830379486,-1.0,-1.0
2016-07-18,0.004040468563186655,0.0003348087193444371,1.0,1.0
2016-07-19,-0.011243399705668311,-0.004295914899557829,-1.0,-1.0
2016-07-20,0.0,-0.0088980533182621,0.0,-1.0
2016-07-21,-0.0027842072596009015,-0.00016093684826046228,-1.0,-1.0
2016-07-22,0.009434969513797938,-0.0013104344252496958,1.0,-1.0
2016-07-25,-0.011295448723226824,-0.008475389331579208,-1.0,-1.0
2016-07-26,0.01092709210990478,-0.005742828361690044,1.0,-1.0
2016-07-27,0.005510633551111908,-0.004449872300028801,1.0,-1.0
2016-07-28,0.0034744400443580225,-0.0013138828799128532,1.0,-1.0
2016-07-29,0.015936623881134676,-0.004181960131973028,1.0,-1.0
2016-08-01,0.0071607692186082175,-0.0029054502956569195,1.0,-1.0
2016-08-02,-0.014373276675038625,-0.005038383416831493,-1.0,-1.0
2016-08-03,-0.007082495098398124,-0.007624280638992786,-1.0,-1.0
2016-08-04,0.004727257007657871,-0.008781978860497475,1.0,-1.0
2016-08-05,0.014764411182355606,-0.005992825608700514,1.0,-1.0
2016-08-08,0.006768856421770566,-0.008067990653216839,1.0,-1.0
2016-08-09,0.012350156824228981,-0.010451148264110088,1.0,-1.0
2016-08-10,0.004199497560645223,-0.004563629627227783,1.0,-1.0
2016-08-11,0.008173247268955302,-0.007567942142486572,1.0,-1.0
2016-08-12,-0.009221487152018835,-0.0082661472260952,-1.0,-1.0
2016-08-15,0.010951903307200304,-0.00488709844648838,1.0,-1.0
2016-08-16,-0.00433165018921368,-0.00855840090662241,-1.0,-1.0
2016-08-17,-0.013284572811012906,-0.0057222116738557816,-1.0,-1.0
2016-08-18,0.014325899601128064,-0.00738025177270174,1.0,-1.0
2016-08-19,-0.006962654813810501,-0.007469702046364546,-1.0,-1.0
2016-08-22,-0.012833060507097385,-0.007463510613888502,-1.0,-1.0
2016-08-23,0.006173359199389763,-0.0033752969466149807,1.0,-1.0
2016-08-24,-0.0012316552825767824,-0.004619920160621405,-1.0,-1.0
2016-08-25,0.0022861588453661637,-0.002463290002197027,1.0,-1.0
2016-08-26,-0.012727761992644963,-0.0040444196201860905,-1.0,-1.0
2016-08-29,0.008326719591218595,-0.003096537198871374,1.0,-1.0
2016-08-30,0.0003528270428079024,-0.007086964324116707,1.0,-1.0
2016-08-31,-0.006191979449505761,-0.009321806952357292,-1.0,-1.0
2016-09-01,0.004603383762427201,-0.009020158089697361,1.0,-1.0
2016-09-02,0.010368293761359032,-0.0022606132552027702,1.0,-1.0
2016-09-06,0.030474912229610886,-0.006025434471666813,1.0,-1.0
2016-09-07,0.0008475185254707473,-0.005452566314488649,1.0,-1.0
2016-09-08,-0.011588410301100029,-0.006023687310516834,-1.0,-1.0
2016-09-09,-0.03452827169033725,-0.006896052975207567,-1.0,-1.0
2016-09-12,0.002303968258271604,-0.0028095608577132225,1.0,-1.0
2016-09-13,-0.032748549420593895,-0.0029925163835287094,-1.0,-1.0
2016-09-14,0.0043804039810657605,-0.0027467519976198673,1.0,-1.0
2016-09-15,0.011408017402491947,-0.0007424433715641499,1.0,-1.0
2016-09-16,-0.0061405585754920515,-0.0021525847259908915,-1.0,-1.0
2016-09-19,0.009555670303657214,-0.005021804012358189,1.0,-1.0
2016-09-20,0.008753976739747522,-0.00403916509822011,1.0,-1.0
2016-09-21,0.028408015789372756,-0.005145136266946793,1.0,-1.0
2016-09-22,0.007921465007550043,-0.007822522893548012,1.0,-1.0
2016-09-23,-0.011211788406648451,-0.004431135952472687,-1.0,-1.0
2016-09-26,-0.010812837585683537,-0.006946916226297617,-1.0,-1.0
2016-09-27,0.02202462599233206,-0.006755101028829813,1.0,-1.0
2016-09-28,0.00564446556050305,-0.007241850718855858,1.0,-1.0
2016-09-29,-0.014084748083918276,-0.008468270301818848,-1.0,-1.0
2016-09-30,0.005520108751713055,-0.00906919315457344,1.0,-1.0
2016-10-03,-0.0015494858681594972,-0.002155386144295335,-1.0,-1.0
2016-10-04,-0.019485702129717845,-0.0007971801678650081,-1.0,-1.0
2016-10-05,0.012916946395383861,-0.0005189522635191679,1.0,-1.0
2016-10-06,0.005189463052844788,-0.003974899649620056,1.0,-1.0
2016-10-07,-0.006056962725026052,-0.0024374262429773808,-1.0,-1.0
2016-10-10,0.010189216066707477,-0.004779274575412273,1.0,-1.0
2016-10-11,-0.03799813195688384,-0.00040196176269091666,-1.0,-1.0
2016-10-12,0.0010703041755469281,-0.0011249983217567205,1.0,-1.0
2016-10-13,-0.009854042503829194,-0.005223747808486223,-1.0,-1.0
2016-10-14,-0.003246164888141118,-0.0037576397880911827,-1.0,-1.0
2016-10-17,0.005584054866044552,-0.005417466629296541,1.0,-1.0
2016-10-18,0.016567584603588627,-0.008862586691975594,1.0,-1.0
2016-10-19,0.007743779611943339,-0.0020778081379830837,1.0,-1.0
2016-10-20,-0.01110629134691602,-0.0001100825029425323,-1.0,-1.0
2016-10-21,-0.003907699837241048,-0.004579468164592981,-1.0,-1.0
2016-10-24,0.004970797812247052,-0.005049388390034437,1.0,-1.0
2016-10-25,0.0003540672155110075,-0.005741285625845194,1.0,-1.0
2016-10-26,-0.016240176742950564,-0.007127033080905676,-1.0,-1.0
2016-10-27,-0.006679387535006812,-0.0058875237591564655,-1.0,-1.0
2016-10-28,0.00072423473258759,-0.0029319911263883114,1.0,-1.0
2016-10-31,0.0018083319611168572,0.002737481612712145,1.0,1.0
2016-11-01,-0.008163259833078484,0.004083491861820221,-1.0,1.0
2016-11-02,-0.007679716517923755,-0.0034219175577163696,-1.0,-1.0
2016-11-03,0.0011007384234541018,-0.007405981421470642,1.0,-1.0
2016-11-04,-0.002937974437421068,-0.002823879010975361,-1.0,-1.0
2016-11-07,0.02506029707623252,-0.004834427498281002,1.0,-1.0
2016-11-08,0.010880339427646022,-0.006713108625262976,1.0,-1.0
2016-11-09,-0.04796556495452911,-0.0045475163497030735,-1.0,-1.0
2016-11-10,-0.011606252414315002,-0.006227137986570597,-1.0,-1.0
2016-11-11,-0.004907573172726792,-0.0005623882170766592,-1.0,-1.0
2016-11-14,-0.00988778283017063,-0.0021267072297632694,-1.0,-1.0
2016-11-15,0.011022451027047638,0.0011065922444686294,1.0,1.0
2016-11-16,-0.009494955733141262,0.0023217396810650826,-1.0,1.0
2016-11-17,-0.0003816358205043678,-0.001344071701169014,-1.0,-1.0
2016-11-18,-0.008434003332630457,-0.0038555352948606014,-1.0,-1.0
2016-11-21,0.004034147759458149,0.0002113785594701767,1.0,1.0
2016-11-22,0.024056501683644222,0.004232294857501984,1.0,1.0
2016-11-23,-0.011861212950299918,-0.00047257402911782265,-1.0,-1.0
2016-11-25,0.004346563324016746,-0.0036435448564589024,1.0,-1.0
2016-11-28,0.0,-0.00243728281930089,0.0,-1.0
2016-11-29,0.00695299796005908,-0.0024586296640336514,1.0,-1.0
2016-11-30,-0.0026251695088029344,-0.0038055265322327614,-1.0,-1.0
2016-12-01,0.0037481007739049647,-0.005214008502662182,1.0,-1.0
2016-12-02,-0.003184973155456354,-0.005030530970543623,-1.0,-1.0
2016-12-05,0.004680356826626308,-0.007857738994061947,1.0,-1.0
2016-12-06,0.004658534281756636,-0.001741593237966299,1.0,-1.0
2016-12-07,0.02133608835561892,-0.00041265221079811454,1.0,-1.0
2016-12-08,0.00833640397738708,-1.0007061064243317e-05,1.0,-1.0
2016-12-09,-0.007426929782162827,-0.002958303317427635,-1.0,-1.0
2016-12-12,0.0010903371468152171,-0.0008270269026979804,1.0,-1.0
2016-12-13,0.00831981849031628,-0.002457608235999942,1.0,-1.0
2016-12-14,-0.026648724860198522,-0.006160012912005186,-1.0,-1.0
2016-12-15,0.00240174281501498,-0.001474487129598856,1.0,-1.0
2016-12-16,0.0007379364036127388,-0.003959607798606157,1.0,-1.0
2016-12-19,0.0005529832523188575,-0.00705671077594161,1.0,-1.0
2016-12-20,0.0,-0.0018162083579227328,0.0,-1.0
2016-12-21,-0.004954902109638014,-0.0036688102409243584,-1.0,-1.0
2016-12-22,-0.010931092841900142,0.0002592451637610793,-1.0,1.0
2016-12-23,0.006045739178003617,0.002842604648321867,1.0,1.0
2016-12-27,-0.00018833945259896957,-0.0021098642610013485,-1.0,-1.0
2016-12-28,-0.0016969928953407688,0.0007789682131260633,-1.0,1.0
2016-12-29,0.010325802522190121,-0.006171934772282839,1.0,-1.0
2016-12-30,-0.005994772430358929,-0.004253510385751724,-1.0,-1.0
