Date,016_EWM_1d_actual_lnrts,016_EWM_1d_forecast_lnrts,016_EWM_1d_true_label,016_EWM_1d_forecast_label
2016-03-11,0.022961674453807694,-0.008657058700919151,1.0,-1.0
2016-03-14,-0.018083584638461835,-0.011550819501280785,-1.0,-1.0
2016-03-15,-0.006101420511400795,-0.007070154417306185,-1.0,-1.0
2016-03-16,0.015786628472529474,-0.011758271604776382,1.0,-1.0
2016-03-17,0.02145488576914998,-0.010438305325806141,1.0,-1.0
2016-03-18,0.003531531474243091,-0.00793175958096981,1.0,-1.0
2016-03-21,0.0,-0.007527065463364124,0.0,-1.0
2016-03-22,0.017472877658074995,-0.013363001868128777,1.0,-1.0
2016-03-23,-0.013953774021954793,-0.00929383933544159,-1.0,-1.0
2016-03-24,0.0,-0.011029823683202267,0.0,-1.0
2016-03-28,-0.0023447132723996497,-0.01267234142869711,-1.0,-1.0
2016-03-29,0.024349079871767185,-0.008157625794410706,1.0,-1.0
2016-03-30,0.00571102943137591,-0.008333127945661545,1.0,-1.0
2016-03-31,0.014697854154286412,-0.01085442304611206,1.0,-1.0
2016-04-01,-0.0011230464265149897,-0.009205305017530918,-1.0,-1.0
2016-04-04,-0.009029436080696795,-0.009776808321475983,-1.0,-1.0
2016-04-05,-0.012549934111159766,-0.007613216061145067,-1.0,-1.0
2016-04-06,0.020455150513224784,-0.009326936677098274,1.0,-1.0
2016-04-07,-0.026212210057928304,-0.010999118909239769,-1.0,-1.0
2016-04-08,0.014899888230896415,-0.009308652952313423,1.0,-1.0
2016-04-11,0.007931999819850684,-0.010626080445945263,1.0,-1.0
2016-04-12,0.011223683621445293,-0.010510137304663658,1.0,-1.0
2016-04-13,-0.0011168054027140225,-0.014732724986970425,-1.0,-1.0
2016-04-14,-0.00560233653291823,-0.010297897271811962,-1.0,-1.0
2016-04-15,-0.005633720010849054,-0.011209964752197266,-1.0,-1.0
2016-04-18,-0.001130664588449543,-0.013685539364814758,-1.0,-1.0
2016-04-19,0.015712901009041276,-0.011733138002455235,1.0,-1.0
2016-04-20,-0.007825469983227723,-0.008882557973265648,-1.0,-1.0
2016-04-21,-0.014697854154286307,-0.010314912535250187,-1.0,-1.0
2016-04-22,0.002275388789886358,-0.014500545337796211,1.0,-1.0
2016-04-25,-0.004555845815614323,-0.01259855180978775,-1.0,-1.0
2016-04-26,-0.006872954162783321,-0.012227218598127365,-1.0,-1.0
2016-04-27,0.0034423817571353917,-0.011557517573237419,1.0,-1.0
2016-04-28,-0.006896654451360625,-0.011193950660526752,-1.0,-1.0
2016-04-29,-0.013937444909281891,-0.01136664766818285,-1.0,-1.0
2016-05-02,-0.0011702672387250328,-0.011027374304831028,-1.0,-1.0
2016-05-03,-0.03454776240753852,-0.010455959476530552,-1.0,-1.0
2016-05-04,-0.004860275982661248,-0.016080182045698166,-1.0,-1.0
2016-05-05,-0.004884110961843131,-0.014266692101955414,-1.0,-1.0
2016-05-06,0.006101420511400888,-0.013966926373541355,1.0,-1.0
2016-05-09,-0.022141203562811913,-0.011272314004600048,-1.0,-1.0
2016-05-10,0.009901037058572648,-0.016362925991415977,1.0,-1.0
2016-05-11,0.00858368624801183,-0.01040698029100895,1.0,-1.0
2016-05-12,-0.0024449402551736266,-0.010946234688162804,-1.0,-1.0
2016-05-13,-0.014796750293561695,-0.009572569280862808,-1.0,-1.0
2016-05-16,0.0012415881508994638,-0.01123562641441822,1.0,-1.0
2016-05-17,0.002478134993780055,-0.015160631388425827,1.0,-1.0
2016-05-18,-0.004962755902528819,-0.012739911675453186,-1.0,-1.0
2016-05-19,-0.0037382968117343584,-0.010026734322309494,-1.0,-1.0
2016-05-20,0.0012476853765763904,-0.009281271137297153,1.0,-1.0
2016-05-23,-0.00249696253186765,-0.013421067036688328,-1.0,-1.0
2016-05-24,0.0,-0.011529756709933281,0.0,-1.0
2016-05-25,0.00747219487577425,-0.011957667768001556,1.0,-1.0
2016-05-26,0.006184171056540374,-0.012934252619743347,1.0,-1.0
2016-05-27,-0.0061841710565405,-0.008720939978957176,-1.0,-1.0
2016-05-31,-0.01752249627630505,-0.010262832045555115,-1.0,-1.0
2016-06-01,-0.0076045478066246236,-0.010535999201238155,-1.0,-1.0
2016-06-02,0.003809435375972263,-0.010995421558618546,1.0,-1.0
2016-06-03,0.025032692169675828,-0.012295925989747047,1.0,-1.0
2016-06-06,0.01715719994168733,-0.010111650452017784,1.0,-1.0
2016-06-07,0.0,-0.008079908788204193,0.0,-1.0
2016-06-08,0.006056913082498564,-0.01370885781943798,1.0,-1.0
2016-06-09,-0.013374034344242032,-0.012575991451740265,-1.0,-1.0
2016-06-10,-0.019778079863145427,-0.015453239902853966,-1.0,-1.0
2016-06-13,-0.001249277155291167,-0.012468833476305008,-1.0,-1.0
2016-06-14,-0.0037570900533179827,-0.01048488449305296,-1.0,-1.0
2016-06-15,0.0,-0.011154703795909882,0.0,-1.0
2016-06-16,0.0,-0.012718318030238152,0.0,-1.0
2016-06-17,-0.0012553847082101457,-0.011452600359916687,-1.0,-1.0
2016-06-20,0.014962804631082474,-0.011342180892825127,1.0,-1.0
2016-06-21,0.014742312605077608,-0.012558520771563053,1.0,-1.0
2016-06-22,-0.006597610562687293,-0.011932486668229103,-1.0,-1.0
2016-06-23,0.021925403024024095,-0.011751317419111729,1.0,-1.0
2016-06-24,-0.05065945329470033,-0.01421983540058136,-1.0,-1.0
2016-06-27,-0.008911534291136478,-0.01090587954968214,-1.0,-1.0
2016-06-28,0.025253879110801635,-0.012187020853161812,1.0,-1.0
2016-06-29,0.022195710306826655,-0.011915413662791252,1.0,-1.0
2016-06-30,0.01091580419416368,-0.009949030354619026,1.0,-1.0
2016-07-01,-0.001206985399973175,-0.012363681569695473,-1.0,-1.0
2016-07-05,-0.019512823650006013,-0.01156863383948803,-1.0,-1.0
2016-07-06,0.0,-0.012388251721858978,0.0,-1.0
2016-07-07,-0.0012323029283983255,-0.012190187349915504,-1.0,-1.0
2016-07-08,0.015902499780329777,-0.011038045398890972,1.0,-1.0
2016-07-11,0.0012128410035375406,-0.012073643505573273,1.0,-1.0
2016-07-12,0.01324524907188369,-0.01068884041160345,1.0,-1.0
2016-07-13,0.002389425503891115,-0.01199398748576641,1.0,-1.0
2016-07-14,0.011862603908212924,-0.012614455074071884,1.0,-1.0
2016-07-15,-0.00828899540676714,-0.010265424847602844,-1.0,-1.0
2016-07-18,-0.0023809546659231693,-0.007828481495380402,-1.0,-1.0
2016-07-19,-0.010784963242742359,-0.011811976321041584,-1.0,-1.0
2016-07-20,0.0,-0.012779549695551395,0.0,-1.0
2016-07-21,-0.01701138583033299,-0.009473203681409359,-1.0,-1.0
2016-07-22,0.002447982825501123,-0.01116416696459055,1.0,-1.0
2016-07-25,-0.0049019405385025165,-0.01458482351154089,-1.0,-1.0
2016-07-26,0.0024539577130013356,-0.012142586521804333,1.0,-1.0
2016-07-27,0.002447982825501123,-0.011183942668139935,1.0,-1.0
2016-07-28,0.0,-0.010179389268159866,0.0,-1.0
2016-07-29,0.003660758536801053,-0.010071497410535812,1.0,-1.0
2016-08-01,-0.001218753700177753,-0.010815940797328949,-1.0,-1.0
2016-08-02,-0.0061163109846221735,-0.010832350701093674,-1.0,-1.0
2016-08-03,0.0036743061479989204,-0.011194119229912758,1.0,-1.0
2016-08-04,0.0024420048366232557,-0.01233645249158144,1.0,-1.0
2016-08-05,0.0048661919961159135,-0.012158315628767014,1.0,-1.0
2016-08-08,0.003634214754988846,-0.010840634815394878,1.0,-1.0
2016-08-09,0.006027637300179873,-0.010671090334653854,1.0,-1.0
2016-08-10,0.0035993966570204844,-0.00900776032358408,1.0,-1.0
2016-08-11,0.011904782554466302,-0.010501367039978504,1.0,-1.0
2016-08-12,-0.009512498995277277,-0.010727670043706894,-1.0,-1.0
2016-08-15,0.009512498995277145,-0.010861396789550781,1.0,-1.0
2016-08-16,0.007075567133635955,-0.011356979608535767,1.0,-1.0
2016-08-17,-0.008259747475036796,-0.013015428557991982,-1.0,-1.0
2016-08-18,0.009434254775718852,-0.01100342907011509,1.0,-1.0
2016-08-19,-0.010619557135643356,-0.011440476402640343,-1.0,-1.0
2016-08-22,-0.008338458489909304,-0.010197589173913002,-1.0,-1.0
2016-08-23,-0.00479623802025223,-0.010518493130803108,-1.0,-1.0
2016-08-24,0.007185663524143388,-0.011403854936361313,1.0,-1.0
2016-08-25,0.002383792630768229,-0.011109571903944016,1.0,-1.0
2016-08-26,-0.00597005949789112,-0.011361390352249146,-1.0,-1.0
2016-08-29,0.005970059497891176,-0.012575778178870678,1.0,-1.0
2016-08-30,-0.015597093455091601,-0.01237216405570507,-1.0,-1.0
2016-08-31,-0.010942411587728176,-0.010376968421041965,-1.0,-1.0
2016-09-01,0.0,-0.011544907465577126,0.0,-1.0
2016-09-02,0.00730819683273911,-0.010853920131921768,1.0,-1.0
2016-09-06,0.008459253106506874,-0.011698957532644272,1.0,-1.0
2016-09-07,0.003603625106716771,-0.011859371326863766,1.0,-1.0
2016-09-08,-0.0060132660151758785,-0.010882806032896042,-1.0,-1.0
2016-09-09,-0.02195211197837759,-0.01287822611629963,-1.0,-1.0
2016-09-12,0.007371109095344779,-0.012849967926740646,1.0,-1.0
2016-09-13,-0.01355537469013514,-0.012391149997711182,-1.0,-1.0
2016-09-14,-0.009975149655171269,-0.012202126905322075,-1.0,-1.0
2016-09-15,0.012453434122839573,-0.01132669486105442,1.0,-1.0
2016-09-16,-0.004962758936339136,-0.011013278737664223,-1.0,-1.0
2016-09-19,-0.00373830734891891,-0.011670098640024662,-1.0,-1.0
2016-09-20,-0.0012492694702342703,-0.011140665970742702,-1.0,-1.0
2016-09-21,0.02469262466682825,-0.00999058410525322,1.0,-1.0
2016-09-22,0.003651846136367925,-0.011697875335812569,1.0,-1.0
2016-09-23,-0.007317044825236945,-0.012737294659018517,-1.0,-1.0
2016-09-26,-0.008604867265164903,-0.01014457456767559,-1.0,-1.0
2016-09-27,0.0012337581698202026,-0.010986450128257275,1.0,-1.0
2016-09-28,0.00981597018115391,-0.011594664305448532,1.0,-1.0
2016-09-29,-0.009815970181153868,-0.011526782065629959,-1.0,-1.0
2016-09-30,0.0,-0.012307125143706799,0.0,-1.0
2016-10-03,0.004919996799591607,-0.011511754244565964,1.0,-1.0
2016-10-04,-0.016079399322204476,-0.010840196162462234,-1.0,-1.0
2016-10-05,0.009925644352792645,-0.009915277361869812,1.0,-1.0
2016-10-06,0.0,-0.01177910715341568,0.0,-1.0
2016-10-07,-0.003710695622572606,-0.010308886878192425,-1.0,-1.0
2016-10-10,0.00863681620148066,-0.011731559410691261,1.0,-1.0
2016-10-11,-0.017348679291702352,-0.012604881078004837,-1.0,-1.0
2016-10-12,0.0,-0.0118457255885005,0.0,-1.0
2016-10-13,-0.00250309836734734,-0.011441387236118317,-1.0,-1.0
2016-10-14,-0.0050251717950164166,-0.010571356862783432,-1.0,-1.0
2016-10-17,-0.005050484885208053,-0.01213714201003313,-1.0,-1.0
2016-10-18,0.01507566940757332,-0.011795222759246826,1.0,-1.0
2016-10-19,0.006214948730220087,-0.010681536048650742,1.0,-1.0
2016-10-20,-0.0049688914043990486,-0.011216741055250168,-1.0,-1.0
2016-10-21,0.0024876303461184588,-0.013990877196192741,1.0,-1.0
2016-10-24,0.006191956680853216,-0.013507744297385216,1.0,-1.0
2016-10-25,0.0,-0.012447072193026543,0.0,-1.0
2016-10-26,-0.001235314851291201,-0.01152319647371769,-1.0,-1.0
2016-10-27,-0.014944311169575305,-0.010032828897237778,-1.0,-1.0
2016-10-28,-0.001255477003586209,-0.010673584416508675,-1.0,-1.0
2016-10-31,0.002509445944311228,-0.01094108261168003,1.0,-1.0
2016-11-01,-0.0012539689407250036,-0.010720955207943916,-1.0,-1.0
2016-11-02,-0.002512565427870731,-0.012026414275169373,-1.0,-1.0
2016-11-03,-0.00884401261422783,-0.012250307947397232,-1.0,-1.0
2016-11-04,-0.006365413939830918,-0.010815166868269444,-1.0,-1.0
2016-11-07,0.01709445050793685,-0.011231917887926102,1.0,-1.0
2016-11-08,0.00937218560121788,-0.011967156082391739,1.0,-1.0
2016-11-09,-0.04061477242055858,-0.010740323923528194,-1.0,-1.0
2016-11-10,-0.026580737586446752,-0.00938184279948473,-1.0,-1.0
2016-11-11,-0.051170780462669326,-0.010471477173268795,-1.0,-1.0
2016-11-14,0.03811629721431445,-0.009836931712925434,1.0,-1.0
2016-11-15,0.02232309558291348,-0.012449555099010468,1.0,-1.0
2016-11-16,-0.016276763414938337,-0.010854809544980526,-1.0,-1.0
2016-11-17,-0.0033546103412798495,-0.012598887085914612,-1.0,-1.0
2016-11-18,-0.006066818197677688,-0.012441400438547134,-1.0,-1.0
2016-11-21,0.008416247762024006,-0.009818474762141705,1.0,-1.0
2016-11-22,0.0033467513301386055,-0.00984099879860878,1.0,-1.0
2016-11-23,-0.017866704635273453,-0.011104303412139416,-1.0,-1.0
2016-11-25,0.001359602235383611,-0.009098650887608528,1.0,-1.0
2016-11-28,-0.00340251385746926,-0.01154891774058342,-1.0,-1.0
2016-11-29,0.0010220314442005401,-0.010056058876216412,1.0,-1.0
2016-11-30,-0.002727585561938248,-0.008968250826001167,-1.0,-1.0
2016-12-01,0.00034131477550772944,-0.011184493079781532,1.0,-1.0
2016-12-02,0.0030669254376511925,-0.010952424257993698,1.0,-1.0
2016-12-05,0.005767649887360597,-0.01093368511646986,1.0,-1.0
2016-12-06,-0.0006767388481804291,-0.0118924705311656,-1.0,-1.0
2016-12-07,0.012447472496174793,-0.008486846461892128,1.0,-1.0
2016-12-08,0.0053351271537574975,-0.00882679969072342,1.0,-1.0
2016-12-09,-0.000998122277623074,-0.011978249996900558,-1.0,-1.0
2016-12-12,-0.0016658833557570624,-0.011842210777103901,-1.0,-1.0
2016-12-13,0.0023314323156587444,-0.009484573267400265,1.0,-1.0
2016-12-14,-0.024584544873219826,-0.010030476376414299,-1.0,-1.0
2016-12-15,0.0006817266250193182,-0.009498141705989838,1.0,-1.0
2016-12-16,0.0017021064034736819,-0.00949211698025465,1.0,-1.0
2016-12-19,-0.005115143780542927,-0.010234086774289608,-1.0,-1.0
2016-12-20,-0.002053326570857154,-0.010531298816204071,-1.0,-1.0
2016-12-21,0.0012878482078792469,-0.011477669700980186,1.0,-1.0
2016-12-22,-0.009700080790970724,-0.011359265074133873,-1.0,-1.0
2016-12-23,0.0061184844204225436,-0.009618375450372696,1.0,-1.0
2016-12-27,0.002508456502441675,-0.010065216571092606,1.0,-1.0
2016-12-28,0.0,-0.009952062740921974,0.0,-1.0
2016-12-29,0.011741885307298543,-0.00944384466856718,1.0,-1.0
2016-12-30,-0.007099823100731776,-0.010089665651321411,-1.0,-1.0
