Date,028_XLU_1d_actual_lnrts,028_XLU_1d_forecast_lnrts,028_XLU_1d_true_label,028_XLU_1d_forecast_label
2016-04-07,-0.0004114860266429413,0.0021933098323643208,-1.0,1.0
2016-04-08,0.005336522113223124,0.0010625942377373576,1.0,1.0
2016-04-11,-0.004308102745978052,0.0006103425985202193,-1.0,1.0
2016-04-12,0.006965840223669025,0.0010138312354683876,1.0,1.0
2016-04-13,-0.006143818069721755,0.0009335735230706632,-1.0,1.0
2016-04-14,-0.0012331678998407415,0.0020367607939988375,-1.0,1.0
2016-04-15,0.005537824323004854,0.0034117847681045532,1.0,1.0
2016-04-18,0.003878741426082318,0.00208574952557683,1.0,1.0
2016-04-19,0.001628733838693372,0.0011961176060140133,1.0,1.0
2016-04-20,-0.025338732697459034,0.0009823200525715947,-1.0,1.0
2016-04-21,-0.021084446082608774,0.0019373069517314434,-1.0,1.0
2016-04-22,0.008909699273586395,0.002550467848777771,1.0,1.0
2016-04-25,0.0018987661932350366,0.0014044090639799833,1.0,1.0
2016-04-26,0.0014744180800083057,0.0006435193354263902,1.0,1.0
2016-04-27,0.014418973481823454,0.0007486146641895175,1.0,1.0
2016-04-28,-0.001453295676675102,0.0004628729075193405,-1.0,1.0
2016-04-29,0.00600719082294089,0.001438938663341105,1.0,1.0
2016-05-02,0.008022301284535203,0.0012538598384708166,1.0,1.0
2016-05-03,-0.0008197456572811424,0.0011319705517962575,-1.0,1.0
2016-05-04,0.011619606866909995,0.0018379930406808853,1.0,1.0
2016-05-05,-0.003858198638440799,0.0009500336600467563,-1.0,1.0
2016-05-06,-0.006532052357968494,0.0009764445712789893,-1.0,1.0
2016-05-09,0.005717808532723074,0.0010175863280892372,1.0,1.0
2016-05-10,0.0010177065746713896,0.002065003616735339,1.0,1.0
2016-05-11,0.00365473588901498,0.001762225292623043,1.0,1.0
2016-05-12,0.005860472823983699,0.0012368147727102041,1.0,1.0
2016-05-13,-0.004847614305475535,0.0015818038955330849,-1.0,1.0
2016-05-16,0.0012141031089036027,0.0013904368970543146,1.0,1.0
2016-05-17,-0.01713278469891586,0.00010139323421753943,-1.0,1.0
2016-05-18,-0.018897762258325346,0.0012008012272417545,-1.0,1.0
2016-05-19,0.010012366276684042,0.002079753205180168,1.0,1.0
2016-05-20,0.0022806267479879576,0.0006472391542047262,1.0,1.0
2016-05-23,-0.00894445249509784,0.0016507480759173632,-1.0,1.0
2016-05-24,0.009979409773596437,0.0008411468006670475,1.0,1.0
2016-05-25,-0.0029004226137707514,0.0010750861838459969,-1.0,1.0
2016-05-26,0.011346077939962902,0.0024690073914825916,1.0,1.0
2016-05-27,0.0016397287040573803,0.0011130331549793482,1.0,1.0
2016-05-31,0.006532052357968553,0.0018886851612478495,1.0,1.0
2016-06-01,0.002641365785787411,0.0005578246782533824,1.0,1.0
2016-06-02,0.000405811016294604,-0.00011707405792549253,1.0,-1.0
2016-06-03,0.01569770820340114,0.0004910078714601696,1.0,1.0
2016-06-06,-0.0013987848685681182,-0.00012727448483929038,-1.0,-1.0
2016-06-07,-0.000800236058834457,0.0015678368508815765,-1.0,1.0
2016-06-08,0.00598576987834807,0.0017299463506788015,1.0,1.0
2016-06-09,0.008517382693693776,0.0004301847657188773,1.0,1.0
2016-06-10,-0.0025673746201997647,0.000497263390570879,-1.0,1.0
2016-06-13,-0.001187135331296542,0.0010731955990195274,-1.0,1.0
2016-06-14,0.0053310768779875175,0.0015240982174873352,1.0,1.0
2016-06-15,-0.006321548530035668,0.00018579565221443772,-1.0,1.0
2016-06-16,0.006321548530035719,0.000709685729816556,1.0,1.0
2016-06-17,0.0036070084467309856,0.00045257096644490957,1.0,1.0
2016-06-20,-0.003765753694497849,0.0011792180594056845,-1.0,1.0
2016-06-21,0.0013890714108164256,0.0013600438833236694,1.0,1.0
2016-06-22,-0.004770460908569037,0.0026880749501287937,-1.0,1.0
2016-06-23,0.002785606250368631,0.001943523297086358,1.0,1.0
2016-06-24,0.0015881326122684177,0.0012418669648468494,1.0,1.0
2016-06-27,0.012224067260738507,0.001116473926231265,1.0,1.0
2016-06-28,0.003716565915833748,0.0009157753083854914,1.0,1.0
2016-06-29,0.0027295236428234878,0.0010740975849330425,1.0,1.0
2016-06-30,0.021381900089281328,0.0010246681049466133,1.0,1.0
2016-07-01,0.0001906326180368114,7.655148510821164e-05,1.0,1.0
2016-07-05,0.007403885339722914,0.000497448374517262,1.0,1.0
2016-07-06,0.002078342319058791,0.00044990464812144637,1.0,1.0
2016-07-07,-0.01867070815962019,0.00034874328412115574,-1.0,1.0
2016-07-08,0.010330958242638874,-0.0006053896504454315,1.0,-1.0
2016-07-11,-0.0007615597204057229,0.0003049967926926911,-1.0,1.0
2016-07-12,-0.013809218392966555,-2.0558771211653948e-05,-1.0,-1.0
2016-07-13,0.007886943742898219,-0.00032857165206223726,1.0,-1.0
2016-07-14,-0.006536000378487794,-0.0001707926276139915,-1.0,-1.0
2016-07-15,0.002888876506322926,0.00040362682193517685,1.0,1.0
2016-07-18,0.002880534947601321,0.0009093693224713206,1.0,1.0
2016-07-19,-0.001727377131946267,0.000852492987178266,-1.0,1.0
2016-07-20,-0.005779273942407279,0.0017381701618432999,-1.0,1.0
2016-07-21,0.005971407751083776,0.0014359599445015192,1.0,1.0
2016-07-22,0.013164186094149493,0.0010337990242987871,1.0,1.0
2016-07-25,-0.0017072305448417233,0.001168677001260221,-1.0,1.0
2016-07-26,-0.008771929323505212,0.0003073952975682914,-1.0,1.0
2016-07-27,-0.01155862420573025,0.0019075465388596058,-1.0,1.0
2016-07-28,0.0038677316829716494,0.0011577126570045948,1.0,1.0
2016-07-29,0.0059655820594972766,0.0001744915498420596,1.0,1.0
2016-08-01,0.000575527560728373,0.0013728420017287135,1.0,1.0
2016-08-02,-0.0065411096202258896,0.0005872357869520783,-1.0,1.0
2016-08-03,-0.006001302963622742,0.0015211650170385838,-1.0,1.0
2016-08-04,-0.0005827328919707941,0.0011666907230392098,-1.0,1.0
2016-08-05,-0.014481636004777575,0.00027684925589710474,-1.0,1.0
2016-08-08,-0.00039437549389405356,0.0005854140035808086,-1.0,1.0
2016-08-09,-0.00019720497267926437,0.0001042804797179997,-1.0,1.0
2016-08-10,0.0001972049726792681,0.0006077766884118319,1.0,1.0
2016-08-11,0.0023636567928080193,0.00011081085540354252,1.0,1.0
2016-08-12,0.0013761746587852453,0.0012107313377782702,1.0,1.0
2016-08-15,-0.015442896498338235,0.001523070503026247,-1.0,1.0
2016-08-16,-0.011841481909067674,0.0017949901521205902,-1.0,1.0
2016-08-17,0.014829925390546516,0.0011708587408065796,1.0,1.0
2016-08-18,0.012257902331256348,0.0016812600661069155,1.0,1.0
2016-08-19,-0.012257902331256423,0.0013550138100981712,-1.0,1.0
2016-08-22,0.002582655865902817,0.0014799446798861027,1.0,1.0
2016-08-23,-0.004374525425787694,0.0018610714469105005,-1.0,1.0
2016-08-24,-0.0003986989073389129,0.0011604900937527418,-1.0,1.0
2016-08-25,0.0005978641708673007,0.0011221137829124928,1.0,1.0
2016-08-26,-0.02093880806163637,0.0021273568272590637,-1.0,1.0
2016-08-29,0.00810518785692539,0.0015743756666779518,1.0,1.0
2016-08-30,-0.010549820615826702,0.0016617318615317345,-1.0,1.0
2016-08-31,0.00407077771185509,0.0019843101035803556,1.0,1.0
2016-09-01,-0.005091093273816837,0.0011022204998880625,-1.0,1.0
2016-09-02,0.013183500775978421,0.001221348880790174,1.0,1.0
2016-09-06,0.010821636114075259,0.0009459296124987304,1.0,1.0
2016-09-07,0.0001994542289175471,0.0025801353622227907,1.0,1.0
2016-09-08,0.0033819790826594876,0.0020776381716132164,1.0,1.0
2016-09-09,-0.03825999212050611,0.0024985549971461296,-1.0,1.0
2016-09-12,0.017591100550882116,0.002872278681024909,1.0,1.0
2016-09-13,-0.013883523655327041,0.0009698339272290468,-1.0,1.0
2016-09-14,0.003898743885555329,0.002180068287998438,1.0,1.0
2016-09-15,0.007548752856158455,0.0018296926282346249,1.0,1.0
2016-09-16,0.009709983123911527,0.0027202197816222906,1.0,1.0
2016-09-19,0.009898049574675183,0.0024181276094168425,1.0,1.0
2016-09-20,-0.0018107751936713955,0.0023177587427198887,-1.0,1.0
2016-09-21,0.020134270485390782,0.0023663255851715803,1.0,1.0
2016-09-22,0.006099403604071164,0.0027638119645416737,1.0,1.0
2016-09-23,-0.0007848879945171466,0.0030032105278223753,-1.0,1.0
2016-09-26,-0.002555331990539503,0.0025906884111464024,-1.0,1.0
2016-09-27,-0.013074595592159457,0.0022950361017137766,-1.0,1.0
2016-09-28,-0.0013968169997007616,0.0022904234938323498,-1.0,1.0
2016-09-29,-0.015089326342078088,0.001692857826128602,-1.0,1.0
2016-09-30,-0.006916233202178217,0.0017524457070976496,-1.0,1.0
2016-10-03,-0.01418471605596101,0.0017889447044581175,-1.0,1.0
2016-10-04,-0.021132650202628857,0.0021078961435705423,-1.0,1.0
2016-10-05,-0.0021169144158872844,0.0012920605950057507,-1.0,1.0
2016-10-06,-0.000211876792226295,0.002059489954262972,-1.0,1.0
2016-10-07,-0.0012725333253048152,0.0012804137077182531,-1.0,1.0
2016-10-10,0.008242678269806285,0.0008921372937038541,1.0,1.0
2016-10-11,-0.011431081279462157,0.0013663695426657796,-1.0,1.0
2016-10-12,0.00974580771283903,0.0019874870777130127,1.0,1.0
2016-10-13,0.01236267046883597,0.0018008595798164606,1.0,1.0
2016-10-14,-0.005638572009938152,0.002625576686114073,-1.0,1.0
2016-10-17,0.005430207115399638,0.0011563105508685112,1.0,1.0
2016-10-18,0.008503695556846068,0.00290381396189332,1.0,1.0
2016-10-19,-0.0022742957401664424,0.002365848748013377,-1.0,1.0
2016-10-20,-0.0006211923549028562,0.0021145245991647243,-1.0,1.0
2016-10-21,-0.00581640048327065,0.00180103350430727,-1.0,1.0
2016-10-24,0.003742875010248258,0.0018526636995375156,1.0,1.0
2016-10-25,0.006207402551334637,0.0017657307907938957,1.0,1.0
2016-10-26,0.002472144090969906,0.0010130256414413452,1.0,1.0
2016-10-27,-0.0059848288143792075,0.0020915032364428043,-1.0,1.0
2016-10-28,0.003100080098447614,0.0012200772762298584,1.0,1.0
2016-10-31,0.019818822785189268,0.0020470379386097193,1.0,1.0
2016-11-01,-0.01837540820568986,0.0019911308772861958,-1.0,1.0
2016-11-02,-0.0126491212539297,0.0015369104221463203,-1.0,1.0
2016-11-03,0.0037490902784057777,0.0026129765901714563,1.0,1.0
2016-11-04,-0.0031233188771540078,0.0021407126914709806,-1.0,1.0
2016-11-07,0.017366597235458976,0.00119764544069767,1.0,1.0
2016-11-08,0.00775827847573015,0.0011636477429419756,1.0,1.0
2016-11-09,-0.03750564098035341,0.0030717626214027405,-1.0,1.0
2016-11-10,-0.02436538171661385,0.002250509336590767,-1.0,1.0
2016-11-11,-0.004119253812688091,0.0016434784047305584,-1.0,1.0
2016-11-14,-0.0006520392751324795,0.002283492824062705,-1.0,1.0
2016-11-15,0.015958983302026476,0.001340958522632718,1.0,1.0
2016-11-16,-0.006869876575534317,0.002059746766462922,-1.0,1.0
2016-11-17,0.00021534530604963603,0.001762413652613759,1.0,1.0
2016-11-18,-0.0030197768830214767,0.0010119449580088258,-1.0,1.0
2016-11-21,0.01052978349183448,0.0015906200278550386,1.0,1.0
2016-11-22,0.0038403662014150266,0.0018526208586990833,1.0,1.0
2016-11-23,-0.010058851558961185,0.0030404969584196806,-1.0,1.0
2016-11-25,0.014308856888311532,0.0022170678712427616,1.0,1.0
2016-11-28,0.01911210942074669,0.0026820963248610497,1.0,1.0
2016-11-29,0.004151984855727856,0.0012050529476255178,1.0,1.0
2016-11-30,-0.03199598158667305,0.0011655213311314583,-1.0,1.0
2016-12-01,-0.007945948777148288,0.0026604009326547384,-1.0,1.0
2016-12-02,0.009014883779708226,0.0014685079222545028,1.0,1.0
2016-12-05,0.0012812508524782306,0.0022116834297776222,1.0,1.0
2016-12-06,-0.0019224924064123637,0.0021389774046838284,-1.0,1.0
2016-12-07,0.012958224385907059,0.002733855741098523,1.0,1.0
2016-12-08,0.0016869634131308953,0.0025258222594857216,1.0,1.0
2016-12-09,0.010480176902060113,0.0023032643366605043,1.0,1.0
2016-12-12,0.010371374335132022,0.003450920805335045,1.0,1.0
2016-12-13,0.010264933251911282,0.0031145887915045023,1.0,1.0
2016-12-14,-0.02084486852508997,0.003950491081923246,-1.0,1.0
2016-12-15,0.00706579835064308,0.003190786810591817,1.0,1.0
2016-12-16,0.012116009618464497,0.0011047818697988987,1.0,1.0
2016-12-19,0.0037112950402272923,0.0023977586533874273,1.0,1.0
2016-12-20,0.0012341419997185883,0.0033562942408025265,1.0,1.0
2016-12-21,-0.00411947611393025,0.002799801528453827,-1.0,1.0
2016-12-22,0.003502521822255429,0.0024121389724314213,1.0,1.0
2016-12-23,-0.00020560970983118037,0.002423477591946721,-1.0,1.0
2016-12-27,0.0008225640015060357,0.002202628878876567,1.0,1.0
2016-12-28,-0.009500435862231735,0.0023356934543699026,-1.0,1.0
2016-12-29,0.013398223277764736,0.002745821373537183,1.0,1.0
2016-12-30,-0.005543571514003051,0.002270269673317671,-1.0,1.0
