Date,030_QQQ_1d_actual_lnrts,030_QQQ_1d_forecast_lnrts,030_QQQ_1d_true_label,030_QQQ_1d_forecast_label
2016-07-27,0.006918648489988293,-0.002559690736234188,1.0,-1.0
2016-07-28,0.0034849502024807905,-0.0020874403417110443,1.0,-1.0
2016-07-29,0.0021718756308689597,-0.003583592362701893,1.0,-1.0
2016-08-01,0.005279766014497704,-0.0016075203893706203,1.0,-1.0
2016-08-02,-0.007625523069048415,-0.0027239243499934673,-1.0,-1.0
2016-08-03,0.0032999398658911444,-0.0037049148231744766,1.0,-1.0
2016-08-04,0.002857018995797669,-0.003339783288538456,1.0,-1.0
2016-08-05,0.009550494667859594,-0.0012168394168838859,1.0,-1.0
2016-08-08,-0.0011137825490158393,-0.0025462759658694267,-1.0,-1.0
2016-08-09,0.002311820343724039,-0.003000773023813963,1.0,-1.0
2016-08-10,-0.0025689886199865503,-0.003187823109328747,-1.0,-1.0
2016-08-11,0.00427820751918079,-0.002681602258235216,1.0,-1.0
2016-08-12,0.0006828185621327138,-0.002552107907831669,1.0,-1.0
2016-08-15,0.004257020563448949,-0.0029111234471201897,1.0,-1.0
2016-08-16,-0.005537716183951041,-0.0030356794595718384,-1.0,-1.0
2016-08-17,0.0017925080627227284,-0.003575725946575403,1.0,-1.0
2016-08-18,0.0002557044314190577,-0.0020213089883327484,1.0,-1.0
2016-08-19,-0.0002557044314190523,-0.0019570267759263515,-1.0,-1.0
2016-08-22,0.0007671846973673623,-0.002228314056992531,1.0,-1.0
2016-08-23,0.0017879297541489303,-0.002225629985332489,1.0,-1.0
2016-08-24,-0.0064856916890064465,-0.002833911217749119,-1.0,-1.0
2016-08-25,-0.001628053735632626,-0.0018280731746926904,-1.0,-1.0
2016-08-26,0.0014567432748670063,-0.001417829073034227,1.0,-1.0
2016-08-29,0.0013692124270043788,-0.0011855325428768992,1.0,-1.0
2016-08-30,-0.003254915463066581,-0.0015525674680247903,-1.0,-1.0
2016-08-31,-0.0010299695802010406,-0.002711264416575432,-1.0,-1.0
2016-09-01,0.0025730243406682824,-0.0021171425469219685,1.0,-1.0
2016-09-02,0.003249904969497079,-0.0007844759384170175,1.0,-1.0
2016-09-06,0.006213535452728045,-0.0010162625694647431,1.0,-1.0
2016-09-07,0.0005938283002755247,-0.0017652461538091302,1.0,-1.0
2016-09-08,-0.005868571677691121,-0.0022117523476481438,-1.0,-1.0
2016-09-09,-0.02548629695841569,-0.0030976873822510242,-1.0,-1.0
2016-09-12,0.01777941983036975,-0.0014903080882504582,1.0,-1.0
2016-09-13,-0.008980378127010758,-0.001230125199072063,-1.0,-1.0
2016-09-14,0.004759276025341686,-0.0011946564773097634,1.0,-1.0
2016-09-15,0.015419265295403214,-0.001613879227079451,1.0,-1.0
2016-09-16,-0.00047730715274800034,-0.00271190470084548,-1.0,-1.0
2016-09-19,-0.004357764949640263,-0.0026909932494163513,-1.0,-1.0
2016-09-20,0.0018821332638297077,-0.0014566153986379504,1.0,-1.0
2016-09-21,0.009781177830236234,-0.001918078283779323,1.0,-1.0
2016-09-22,0.00792442191896219,-0.002004888840019703,1.0,-1.0
2016-09-23,-0.0064021376282291775,-0.002655839081853628,-1.0,-1.0
2016-09-26,-0.008401675494168401,-0.0010463810758665204,-1.0,-1.0
2016-09-27,0.009837253792875854,-0.002086777240037918,1.0,-1.0
2016-09-28,0.0016863214093053788,-0.0024041705764830112,1.0,-1.0
2016-09-29,-0.007271444574599995,-0.00210620928555727,-1.0,-1.0
2016-09-30,0.007439954447791737,-0.001288234838284552,1.0,-1.0
2016-10-03,-0.0014329672212527534,-0.0025695739313960075,-1.0,-1.0
2016-10-04,-0.0015194572125233861,-0.0009354437934234738,-1.0,-1.0
2016-10-05,0.003541857940842586,-0.001691792975179851,1.0,-1.0
2016-10-06,-0.0005051892176159172,-0.0025078882463276386,-1.0,-1.0
2016-10-07,-0.002192260704822295,-0.001793312723748386,-1.0,-1.0
2016-10-10,0.006310773173530067,-0.001522048027254641,1.0,-1.0
2016-10-11,-0.014362057098593652,-0.0008525504963472486,-1.0,-1.0
2016-10-12,-0.0008512455369015906,-0.000550326076336205,-1.0,-1.0
2016-10-13,-0.00358332582483694,-0.002559348940849304,-1.0,-1.0
2016-10-14,0.0011958950668452424,-0.001565721002407372,1.0,-1.0
2016-10-17,-0.0027354973856366567,-0.0015827504685148597,-1.0,-1.0
2016-10-18,0.00886319913224725,-0.0017084524733945727,1.0,-1.0
2016-10-19,-8.486617601956769e-05,-0.0012587212258949876,-1.0,-1.0
2016-10-20,-0.0011886173340173436,-0.0012338155647739768,-1.0,-1.0
2016-10-21,0.0037310645268172015,-0.00316669512540102,1.0,-1.0
2016-10-24,0.011946923726275843,-0.0014733531279489398,1.0,-1.0
2016-10-25,-0.0031831882975831205,-0.0023158900439739227,-1.0,-1.0
2016-10-26,-0.0068190408730797,-0.00209497706964612,-1.0,-1.0
2016-10-27,-0.004571955131467264,-0.0021697720512747765,-1.0,-1.0
2016-10-28,-0.00629955688565273,-0.002415222115814686,-1.0,-1.0
2016-10-31,-0.0009398503785382703,-0.0019235349027439952,-1.0,-1.0
2016-11-01,-0.0075503901453040905,-0.001260122167877853,-1.0,-1.0
2016-11-02,-0.008041853917972007,-0.00248055811971426,-1.0,-1.0
2016-11-03,-0.009859190110669314,-0.002614403609186411,-1.0,-1.0
2016-11-04,-0.0035134461269178087,-0.0021556974388659,-1.0,-1.0
2016-11-07,0.02347934686625326,-0.0013718066038563848,1.0,-1.0
2016-11-08,0.006510793516314309,-0.0024042101576924324,1.0,-1.0
2016-11-09,0.004600457614827334,-0.0029495847411453724,1.0,-1.0
2016-11-10,-0.01628141365943449,-0.0019474687287583947,-1.0,-1.0
2016-11-11,0.0004318235149465023,-0.0028086844831705093,1.0,-1.0
2016-11-14,-0.010155028330961937,-0.00222577853128314,-1.0,-1.0
2016-11-15,0.013775480734801246,-0.0003027740167453885,1.0,-1.0
2016-11-16,0.00591943542796481,-0.0006052752723917365,1.0,-1.0
2016-11-17,0.007244214052739079,-0.002405285369604826,1.0,-1.0
2016-11-18,-0.003743384375204489,-0.002337812911719084,-1.0,-1.0
2016-11-21,0.010345236862642814,-0.0017853466561064124,1.0,-1.0
2016-11-22,0.0030323288806225765,-0.0007318960269913077,1.0,-1.0
2016-11-23,-0.004045274206554576,-0.0021423506550490856,-1.0,-1.0
2016-11-25,0.003203853270721487,-0.0021388819441199303,1.0,-1.0
2016-11-28,-0.002275346913882207,-0.002013854216784239,-1.0,-1.0
2016-11-29,0.0034530650596115682,-0.0016273838700726628,1.0,-1.0
2016-11-30,-0.012180748396115871,-0.0018395207589492202,-1.0,-1.0
2016-12-01,-0.017427704179595285,-0.0016428938833996654,-1.0,-1.0
2016-12-02,0.001989977425676812,-0.0011108951875939965,1.0,-1.0
2016-12-05,0.007748618859125572,-0.0025358698330819607,1.0,-1.0
2016-12-06,0.0023985433665434587,-0.002794693224132061,1.0,-1.0
2016-12-07,0.012583041676936949,-0.0013856516452506185,1.0,-1.0
2016-12-08,0.0017726807871366011,-0.0016016577137634158,1.0,-1.0
2016-12-09,0.007812759980169011,-0.002349057700484991,1.0,-1.0
2016-12-12,-0.004528940209302752,-0.0027887923642992973,-1.0,-1.0
2016-12-13,0.012530391796623996,-0.0027816984802484512,1.0,-1.0
2016-12-14,-0.0020774680352263772,-0.002502355258911848,-1.0,-1.0
2016-12-15,0.0015792926607544804,-0.0021332744508981705,1.0,-1.0
2016-12-16,-0.0037138342713187553,-0.002699784468859434,-1.0,-1.0
2016-12-19,0.004088608525799692,-0.001537507283501327,1.0,-1.0
2016-12-20,0.003823174742103298,-0.0028631375171244144,1.0,-1.0
2016-12-21,-0.0007468941063345501,-0.0015959703596308827,-1.0,-1.0
2016-12-22,-0.002826483990929953,-0.002787034958600998,-1.0,-1.0
2016-12-23,0.0006657273327609873,-0.002160041593015194,1.0,-1.0
2016-12-27,0.005144808435159305,-0.002393102739006281,1.0,-1.0
2016-12-28,-0.007810582664749176,-0.002203434705734253,-1.0,-1.0
2016-12-29,-0.0014190851378661387,-0.0021338784135878086,-1.0,-1.0
2016-12-30,-0.010327891035834326,-0.0009959338931366801,-1.0,-1.0
