Date,046_IYH_1d_actual_lnrts,046_IYH_1d_forecast_lnrts,046_IYH_1d_true_label,046_IYH_1d_forecast_label
2016-02-23,-0.008298229716063157,0.028903823345899582,-1.0,1.0
2016-02-24,0.0037208944017890887,0.035797007381916046,1.0,1.0
2016-02-25,0.012447771389256623,0.028572656214237213,1.0,1.0
2016-02-26,-0.0010796251645020262,0.028386227786540985,-1.0,1.0
2016-02-29,-0.015820283941250037,0.030889436602592468,-1.0,1.0
2016-03-01,0.02270857959391912,0.022627022117376328,1.0,1.0
2016-03-02,0.0022141730134238196,0.013129997998476028,1.0,1.0
2016-03-03,-0.003430657486685585,0.020048338919878006,-1.0,1.0
2016-03-04,-0.0020065307611873136,0.016279608011245728,-1.0,1.0
2016-03-07,0.008784924016036354,0.012389030307531357,1.0,1.0
2016-03-08,-0.013386581798570964,0.011923687532544136,-1.0,1.0
2016-03-09,0.0005763528614994059,0.0074280137196183205,1.0,1.0
2016-03-10,-0.00036015416714187484,0.004620266146957874,-1.0,1.0
2016-03-11,0.020256204175330216,0.008776387199759483,1.0,1.0
2016-03-14,-0.0033241739453378793,0.007161201909184456,-1.0,1.0
2016-03-15,-0.017508700595033684,0.007937556132674217,-1.0,1.0
2016-03-16,-0.003538781057787036,0.007998463697731495,-1.0,1.0
2016-03-17,-0.010034130635339995,0.008366587571799755,-1.0,1.0
2016-03-18,0.012418909559278383,0.004993597976863384,1.0,1.0
2016-03-21,0.006187944990537037,0.005766844376921654,1.0,1.0
2016-03-22,0.010489278517436957,-0.004961824510246515,1.0,-1.0
2016-03-23,-0.007630116252002297,0.004623418673872948,-1.0,1.0
2016-03-24,-0.0010763441320616614,-0.006217782385647297,-1.0,-1.0
2016-03-28,-0.0030917431470928462,-0.008769535459578037,-1.0,-1.0
2016-03-29,0.012310361233297797,-0.007131718564778566,1.0,-1.0
2016-03-30,-0.0008537756082258502,-0.0008703074418008327,-1.0,-1.0
2016-03-31,0.0006404540870695133,-0.004232381470501423,1.0,-1.0
2016-04-01,0.013217167732859808,-0.004681047052145004,1.0,-1.0
2016-04-04,0.0094343653835706,-0.006191748194396496,1.0,-1.0
2016-04-05,-0.012035785297404615,-0.012833000160753727,-1.0,-1.0
2016-04-06,0.027564591497685042,-0.006080213934183121,1.0,-1.0
2016-04-07,-0.010325840177256244,-0.0007118075154721737,-1.0,-1.0
2016-04-08,-0.005133413554521738,-0.0011658230796456337,-1.0,-1.0
2016-04-11,-0.0073998350492544265,-0.0067435698583722115,-1.0,-1.0
2016-04-12,0.008025406611859142,-0.006146092899143696,1.0,-1.0
2016-04-13,0.010303452716424508,-0.003633883548900485,1.0,-1.0
2016-04-14,0.0010313233668221404,-0.002634771168231964,1.0,-1.0
2016-04-15,-0.001031323366822123,-0.007186846807599068,-1.0,-1.0
2016-04-18,0.008903551781137907,-0.0038049123249948025,1.0,-1.0
2016-04-19,0.0017031282573539736,-0.007054576184600592,1.0,-1.0
2016-04-20,0.006107515967825147,-0.0038596850354224443,1.0,-1.0
2016-04-21,0.00600318711945475,-0.007614592090249062,1.0,-1.0
2016-04-22,0.0029545065249463372,-0.0059663113206624985,1.0,-1.0
2016-04-25,-0.0045697491652836545,-0.008244221098721027,-1.0,-1.0
2016-04-26,-0.004455607413818455,-0.009777729399502277,-1.0,-1.0
2016-04-27,-0.0014217949270272287,-0.009643834084272385,-1.0,-1.0
2016-04-28,-0.004549992169124938,-0.0019019250757992268,-1.0,-1.0
2016-04-29,-0.015225584839210164,-0.004814186133444309,-1.0,-1.0
2016-05-02,0.005444803933658186,-0.007848123088479042,1.0,-1.0
2016-05-03,-0.003994528063191763,-0.01021052896976471,-1.0,-1.0
2016-05-04,-0.010963255722443443,-0.0038960075471550226,-1.0,-1.0
2016-05-05,0.0033432185539188576,-0.007532366085797548,1.0,-1.0
2016-05-06,-0.005019141877156987,-0.006108175963163376,-1.0,-1.0
2016-05-09,0.012225026092186855,-0.0073615629225969315,1.0,-1.0
2016-05-10,0.008250380611640665,-0.0045298924669623375,1.0,-1.0
2016-05-11,-0.012331909844010865,-0.011308668181300163,-1.0,-1.0
2016-05-12,-0.007305074473379224,-0.00833177287131548,-1.0,-1.0
2016-05-13,-0.0004888226836628393,-0.00550434272736311,-1.0,-1.0
2016-05-16,0.015115025758907863,-0.006608788855373859,1.0,-1.0
2016-05-17,-0.011349784123933284,-0.004636944737285376,-1.0,-1.0
2016-05-18,0.003473924474956816,-0.00032063107937574387,1.0,-1.0
2016-05-19,-0.008287786615458157,-0.0018631243146955967,-1.0,-1.0
2016-05-20,0.00953549199400513,-0.012411518022418022,1.0,-1.0
2016-05-23,-0.0036086246851009013,-0.004920555744320154,-1.0,-1.0
2016-05-24,0.01572664560056526,-0.0014150082133710384,1.0,-1.0
2016-05-25,0.006344369749342383,-0.005154288373887539,1.0,-1.0
2016-05-26,-0.0008843738416344,-0.01073460467159748,-1.0,-1.0
2016-05-27,0.0054981554544224305,-0.006880774628371,1.0,-1.0
2016-05-31,0.0020285304095394325,-0.005977747496217489,1.0,-1.0
2016-06-01,0.003775905881425901,-0.015146544203162193,1.0,-1.0
2016-06-02,0.013104467255288325,-0.009080584160983562,1.0,-1.0
2016-06-03,-0.0042600876339819885,-0.004254046827554703,-1.0,-1.0
2016-06-06,0.006051861944838822,-0.010132468305528164,1.0,-1.0
2016-06-07,-0.00645219197611121,-0.011673194356262684,-1.0,-1.0
2016-06-08,0.004461224534717197,-0.011974060907959938,1.0,-1.0
2016-06-09,-0.0030608577744240645,-0.0070776864886283875,-1.0,-1.0
2016-06-10,-0.00997892045153625,-0.009446213021874428,-1.0,-1.0
2016-06-13,-0.007770636234489108,-0.005873379297554493,-1.0,-1.0
2016-06-14,0.0016944584293596071,-0.008768834173679352,1.0,-1.0
2016-06-15,-0.006113323561049926,-0.012067144736647606,-1.0,-1.0
2016-06-16,0.0028574242933150076,-0.007928532548248768,1.0,-1.0
2016-06-17,-0.011410607965327103,-0.007746767718344927,-1.0,-1.0
2016-06-20,0.006916683592090089,-0.00576359499245882,1.0,-1.0
2016-06-21,-0.003512221787272604,-0.012298873625695705,-1.0,-1.0
2016-06-22,0.0030189639568576243,-0.009504251182079315,1.0,-1.0
2016-06-23,0.012729481136479913,-0.008117400109767914,1.0,-1.0
2016-06-24,-0.02882049288706535,-0.010516459122300148,-1.0,-1.0
2016-06-27,-0.015505300124875082,-0.008431406691670418,-1.0,-1.0
2016-06-28,0.02029752111628971,-0.007973071187734604,1.0,-1.0
2016-06-30,0.027202289185529655,-0.013339413329958916,1.0,-1.0
2016-07-01,0.00712179630083284,-0.009394649416208267,1.0,-1.0
2016-07-05,-0.0016080074136054902,-0.010823231190443039,-1.0,-1.0
2016-07-06,0.011798990257359213,-0.010160338133573532,1.0,-1.0
2016-07-07,-0.0013926215454621131,-0.011802004650235176,-1.0,-1.0
2016-07-08,0.011480603030300964,-0.017375316470861435,1.0,-1.0
2016-07-11,-0.0018385103875477988,-0.016323378309607506,-1.0,-1.0
2016-07-12,0.00432842195356667,-0.017125438898801804,1.0,-1.0
2016-07-13,-0.0009165962614043105,-0.011077331379055977,-1.0,-1.0
2016-07-14,0.0032696933520272448,-0.01517309807240963,1.0,-1.0
2016-07-15,0.0004569071010618346,-0.01899060420691967,1.0,-1.0
2016-07-18,0.0003262626736834731,-0.015244678594172001,1.0,-1.0
2016-07-19,-0.0028090862530660175,-0.013314371928572655,-1.0,-1.0
2016-07-20,0.009441079932938183,-0.017080657184123993,1.0,-1.0
2016-07-21,0.0038807973352034584,-0.01907315105199814,1.0,-1.0
2016-07-22,0.0021280448031541725,-0.010999872349202633,1.0,-1.0
2016-07-25,-0.0012892781571525757,-0.013074316084384918,-1.0,-1.0
2016-07-26,-0.001290844738852581,-0.01791076734662056,-1.0,-1.0
2016-07-27,0.004317782153474047,-0.01565568707883358,1.0,-1.0
2016-07-28,6.438635492173244e-05,-0.014262966811656952,1.0,-1.0
2016-07-29,0.0035942747880470098,-0.019484905526041985,1.0,-1.0
2016-08-01,0.00670482824145092,-0.019139841198921204,1.0,-1.0
2016-08-02,-0.004720569085048642,-0.014671066775918007,-1.0,-1.0
2016-08-03,-0.0019842591564022388,-0.018323678523302078,-1.0,-1.0
2016-08-04,-0.0022450694392092776,-0.022288810461759567,-1.0,-1.0
2016-08-05,0.0023091236449104945,-0.018759461119771004,1.0,-1.0
2016-08-08,-0.008751207258031125,-0.016074595972895622,-1.0,-1.0
2016-08-09,0.0025175042937129848,-0.01825382187962532,1.0,-1.0
2016-08-10,-0.005494809577971431,-0.018436796963214874,-1.0,-1.0
2016-08-11,0.006074813120630834,-0.018182270228862762,1.0,-1.0
2016-08-12,-0.0018701820125023108,-0.015317580662667751,-1.0,-1.0
2016-08-15,0.002127907613898077,-0.020198795944452286,1.0,-1.0
2016-08-16,-0.009839086721267768,-0.014330899342894554,-1.0,-1.0
2016-08-17,0.0013653113949837804,-0.01614787057042122,1.0,-1.0
2016-08-18,0.0009090311306683907,-0.019600896164774895,1.0,-1.0
2016-08-19,-0.0006493828507243045,-0.01761442795395851,-1.0,-1.0
2016-08-22,0.0035655654448858184,-0.01026596873998642,1.0,-1.0
2016-08-23,0.0010994639298441363,-0.011231174692511559,1.0,-1.0
2016-08-24,-0.016883805128480596,-0.01744348183274269,-1.0,-1.0
2016-08-25,-0.0073240614303351536,-0.020247355103492737,-1.0,-1.0
2016-08-26,0.0035697312072226948,-0.014864375814795494,1.0,-1.0
2016-08-29,0.0027019279232228283,-0.013290483504533768,1.0,-1.0
2016-08-30,-0.00375819076855128,-0.011878952383995056,-1.0,-1.0
2016-08-31,-0.0032421579858158,-0.011871572583913803,-1.0,-1.0
2016-09-01,-0.002189454690495128,-0.012873420491814613,-1.0,-1.0
2016-09-02,0.001592740204457014,-0.015483261086046696,1.0,-1.0
2016-09-06,0.004103017794767072,-0.014805441722273827,1.0,-1.0
2016-09-07,0.0003301835444507612,-0.011019732803106308,1.0,-1.0
2016-09-08,0.0019126315796891002,-0.013501516543328762,1.0,-1.0
2016-09-09,-0.020907533528508798,-0.015434692613780499,-1.0,-1.0
2016-09-12,0.01648292884714643,-0.015732398256659508,1.0,-1.0
2016-09-13,-0.014466415499180135,-0.013207484968006611,-1.0,-1.0
2016-09-14,0.0011409668098948532,-0.01187988929450512,1.0,-1.0
2016-09-15,0.011138888516014255,-0.010597026906907558,1.0,-1.0
2016-09-16,0.0009945567000520512,-0.013246992602944374,1.0,-1.0
2016-09-19,-0.0032522653731090812,-0.01441087294369936,-1.0,-1.0
2016-09-20,0.0035834642686701154,-0.011857254430651665,1.0,-1.0
2016-09-21,0.009559440165159888,-0.011665023863315582,1.0,-1.0
2016-09-22,0.007386789216014718,-0.009688036516308784,1.0,-1.0
2016-09-23,-0.0034578064861995987,-0.013123778626322746,-1.0,-1.0
2016-09-26,-0.012515059715114707,-0.011239398270845413,-1.0,-1.0
2016-09-27,0.00786908960660154,-0.012675372883677483,1.0,-1.0
2016-09-28,-0.001516152067345854,-0.009532374329864979,-1.0,-1.0
2016-09-29,-0.018643641904477874,-0.013166600838303566,-1.0,-1.0
2016-09-30,0.009498538925468897,-0.011143096722662449,1.0,-1.0
2016-10-03,-0.0008658780430420466,-0.011222136206924915,-1.0,-1.0
2016-10-04,-0.001733800333175626,-0.01280039083212614,-1.0,-1.0
2016-10-05,0.004129648408169287,-0.009530926123261452,1.0,-1.0
2016-10-06,-0.005599231552897241,-0.009658759459853172,-1.0,-1.0
2016-10-07,0.0008017815267398118,-0.011446467600762844,1.0,-1.0
2016-10-10,0.0053291251779888325,-0.011134984903037548,1.0,-1.0
2016-10-11,-0.02597895457446988,-0.015557041391730309,-1.0,-1.0
2016-10-12,-0.0060870165662764925,-0.004427669569849968,-1.0,-1.0
2016-10-13,0.0006171376037013768,-0.0071596261113882065,1.0,-1.0
2016-10-14,-0.008191950572109617,-0.011443845927715302,-1.0,-1.0
2016-10-17,-0.00207584951362559,-0.00937169510871172,-1.0,-1.0
2016-10-18,0.011227197143130986,-0.003599658841267228,1.0,-1.0
2016-10-19,-0.0040492329424442735,-0.005008016712963581,-1.0,-1.0
2016-10-20,0.004665508895349986,-0.007370913866907358,1.0,-1.0
2016-10-21,-0.0073512224982875156,-0.009520809166133404,-1.0,-1.0
2016-10-24,-0.001725296505291787,-0.008072187192738056,-1.0,-1.0
2016-10-25,-0.003182620673161872,-0.005454424303025007,-1.0,-1.0
2016-10-26,-0.007861181465431471,-0.006521645933389664,-1.0,-1.0
2016-10-27,0.0033468841991885845,-0.007448522374033928,1.0,-1.0
2016-10-28,-0.017413799279571318,-0.007374279201030731,-1.0,-1.0
2016-10-31,-0.0054688484480176535,-0.007038716692477465,-1.0,-1.0
2016-11-01,-0.004282501798706924,0.00014116521924734116,-1.0,1.0
2016-11-02,-0.006457942607978345,-0.0015683583915233612,-1.0,-1.0
2016-11-03,-0.011002799454425831,-0.0005671675316989422,-1.0,-1.0
2016-11-04,0.008624274178403038,-0.002767357509583235,1.0,-1.0
2016-11-07,0.02444971643057828,-0.004991055931895971,1.0,-1.0
2016-11-08,0.004706763811033937,-0.0013516750186681747,1.0,-1.0
2016-11-09,0.03295268374743153,0.00023402459919452667,1.0,1.0
2016-11-10,0.011730745079523557,-0.006373798940330744,1.0,-1.0
2016-11-11,-0.013359660441525792,-0.009370474144816399,-1.0,-1.0
2016-11-14,-0.0011553703509108023,-0.0068737962283194065,-1.0,-1.0
2016-11-15,0.0027842857129132623,-0.006930280476808548,1.0,-1.0
2016-11-16,-0.005235433920248761,-0.002090402413159609,-1.0,-1.0
2016-11-17,0.005506679092043985,-0.0030146222561597824,1.0,-1.0
2016-11-18,-0.009947673493471497,-0.0026921150274574757,-1.0,-1.0
2016-11-21,0.0030766303033584203,-0.004521518480032682,1.0,-1.0
2016-11-22,-0.014508440099245335,-0.003991595469415188,-1.0,-1.0
2016-11-23,0.004285025343643329,-0.0019990410655736923,1.0,-1.0
2016-11-25,0.003923311574595695,-0.004206780344247818,1.0,-1.0
2016-11-28,-0.009247915879171335,-0.006803976371884346,-1.0,-1.0
2016-11-29,0.00677182301963783,-0.0013597728684544563,1.0,-1.0
2016-11-30,-0.010592497949453342,-0.001755052711814642,-1.0,-1.0
2016-12-01,-0.008457091543994096,-0.008960111066699028,-1.0,-1.0
2016-12-02,0.003083662580843153,-0.0005159666761755943,1.0,-1.0
2016-12-05,-0.000980151285542696,-0.0010973303578794003,-1.0,-1.0
2016-12-06,0.003914727724548183,-0.006732509937137365,1.0,-1.0
2016-12-07,-0.009745111275371024,-0.006729206070303917,-1.0,-1.0
2016-12-08,0.002813938936363515,0.0008107149042189121,1.0,1.0
2016-12-09,0.010483088237513635,-0.0005813990719616413,1.0,-1.0
2016-12-12,0.004854755791786825,-0.004488125443458557,1.0,-1.0
2016-12-13,0.007031993922324387,-0.0054305242374539375,1.0,-1.0
2016-12-14,-0.002958333813205498,-0.0034207587596029043,-1.0,-1.0
2016-12-15,0.006524466646331178,-0.007171913515776396,1.0,-1.0
2016-12-16,0.0009579459174126155,-0.008729134686291218,1.0,-1.0
2016-12-19,-0.00548626659013282,-0.005952656734734774,-1.0,-1.0
2016-12-20,6.863632293377148e-05,-0.005013851448893547,1.0,-1.0
2016-12-21,-0.006285179232335809,-0.004417864605784416,-1.0,-1.0
2016-12-22,0.0018038139213728123,-0.004742984659969807,1.0,-1.0
2016-12-23,0.008489550715851764,-0.0051723322831094265,1.0,-1.0
2016-12-27,0.0002061115652662286,-0.004131203982979059,1.0,-1.0
2016-12-28,-0.0073103190178368015,-0.0022136447951197624,-1.0,-1.0
2016-12-29,0.0006227244285501223,-0.0003756992518901825,1.0,-1.0
2016-12-30,-0.002978943499088118,0.0018824143335223198,-1.0,1.0
