Date,045_IYR_1d_actual_lnrts,045_IYR_1d_forecast_lnrts,045_IYR_1d_true_label,045_IYR_1d_forecast_label
2016-04-04,-0.0014130024284090274,-0.0034741205163300037,-1.0,-1.0
2016-04-05,-0.0056716161183144485,-0.011058371514081955,-1.0,-1.0
2016-04-06,0.0024531209692790546,-0.006797447334975004,1.0,-1.0
2016-04-07,-0.005430766835886558,-0.004508810583502054,-1.0,-1.0
2016-04-08,0.005688481336564925,0.0008624033071100712,1.0,1.0
2016-04-11,-0.0012899095511792723,-0.0015641027130186558,-1.0,-1.0
2016-04-12,0.00681804611759205,-0.005513013806194067,1.0,-1.0
2016-04-13,-0.00231024185409859,-0.006082869600504637,-1.0,-1.0
2016-04-14,-0.006445854346379262,0.0019181882962584496,-1.0,1.0
2016-04-15,0.00657431966660508,0.00017330143600702286,1.0,1.0
2016-04-18,0.004230976703662262,0.0014640581794083118,1.0,1.0
2016-04-19,0.0010230874425659247,0.002728679683059454,1.0,1.0
2016-04-20,-0.01415916945510235,-0.0005433382466435432,-1.0,-1.0
2016-04-21,-0.017127894062101228,-0.0019300342537462711,-1.0,-1.0
2016-04-22,0.010625141376389584,-0.0002331295982003212,1.0,-1.0
2016-04-25,0.006243587932223019,-0.0011160769499838352,1.0,-1.0
2016-04-26,0.003624039120708717,0.001116062980145216,1.0,1.0
2016-04-27,-0.00025840175348673607,0.0013874932192265987,-1.0,1.0
2016-04-28,-0.0023289762770702846,-0.0033620125614106655,-1.0,-1.0
2016-04-29,-0.008324706473664763,-0.006541773211210966,-1.0,-1.0
2016-05-02,0.013234955614951516,-0.0018504145555198193,1.0,-1.0
2016-05-03,-0.002193695268973349,-0.004745075944811106,-1.0,-1.0
2016-05-04,0.01334539910987526,-0.001873763743788004,1.0,-1.0
2016-05-05,0.0038169849181067745,-0.0064394655637443066,1.0,-1.0
2016-05-06,0.009730158783074297,-0.0059831938706338406,1.0,-1.0
2016-05-09,0.008016266739016068,-0.006823830772191286,1.0,-1.0
2016-05-10,0.0018694506024211244,-0.007505555171519518,1.0,-1.0
2016-05-11,-0.017966566153427323,-0.005231248680502176,-1.0,-1.0
2016-05-12,0.0049320653744019324,0.003809787565842271,1.0,1.0
2016-05-13,-0.008106437332421418,0.000869477167725563,-1.0,1.0
2016-05-16,0.007854026942650975,-0.0037352205254137516,1.0,-1.0
2016-05-17,-0.015257690258925878,-0.0006928280927240849,-1.0,-1.0
2016-05-18,-0.01406384507682578,0.0010830233804881573,-1.0,1.0
2016-05-19,-0.010843467804057592,0.005743592046201229,-1.0,1.0
2016-05-20,0.007980721185776092,0.004104905761778355,1.0,1.0
2016-05-23,0.0009117323625315493,2.016313374042511e-07,1.0,1.0
2016-05-24,0.011906550996471164,0.0062586162239313126,1.0,1.0
2016-05-25,0.0015425055621239453,0.00302207563072443,1.0,1.0
2016-05-26,0.0006421818172276567,-0.0019549313001334667,1.0,-1.0
2016-05-27,0.004355081478106744,-0.004281328525394201,1.0,-1.0
2016-05-31,0.00012778906678478488,-0.0026852055452764034,1.0,-1.0
2016-06-01,0.0006388867649089351,-0.003133662510663271,1.0,-1.0
2016-06-02,0.005349514975476208,-0.0039030187763273716,1.0,-1.0
2016-06-03,0.003044229989766209,-0.005636848974972963,1.0,-1.0
2016-06-06,-0.006225063961022819,-0.004862710367888212,-1.0,-1.0
2016-06-07,0.006098331674482451,-0.0038983835838735104,1.0,-1.0
2016-06-08,0.0053056943980223795,0.0009802160784602165,1.0,1.0
2016-06-09,0.0015107490467833311,7.215561345219612e-05,1.0,1.0
2016-06-10,-0.004918368326063743,-0.0020914566703140736,-1.0,-1.0
2016-06-13,-0.0007588267760436158,0.00032859528437256813,-1.0,1.0
2016-06-14,-0.005455185921994752,0.0037157076876610518,-1.0,1.0
2016-06-15,0.0091176070041594,0.0018061930313706398,1.0,1.0
2016-06-16,0.00502955981320009,-0.0006290571764111519,1.0,-1.0
2016-06-17,-0.0015063025808619214,0.0023571280762553215,-1.0,1.0
2016-06-20,0.0018824456024147047,0.009649432264268398,1.0,1.0
2016-06-21,0.004103105474431663,0.0013689142651855946,1.0,1.0
2016-06-22,-0.0005039694826124373,-0.00045807426795363426,-1.0,-1.0
2016-06-23,0.0066586934888702015,0.00168268708512187,1.0,1.0
2016-06-24,-0.012220651606460456,-0.003142578061670065,-1.0,-1.0
2016-06-27,-0.001903258423695901,-0.004902223590761423,-1.0,-1.0
2016-06-28,0.02148462151484576,-0.004371900577098131,1.0,-1.0
2016-06-29,0.012721813795448426,-0.004832070786505938,1.0,-1.0
2016-06-30,0.011106436370093833,-0.003584961872547865,1.0,-1.0
2016-07-01,-0.000728476885368995,-0.005523032043129206,-1.0,-1.0
2016-07-05,0.007622910219970736,-0.006879744585603476,1.0,-1.0
2016-07-06,-0.003622595038803513,-0.005386232864111662,-1.0,-1.0
2016-07-07,-0.008870638544138174,-0.005621591117233038,-1.0,-1.0
2016-07-08,0.014660706847067419,-0.004635316785424948,1.0,-1.0
2016-07-11,0.007190806444659441,-0.006428907159715891,1.0,-1.0
2016-07-12,0.0011934073660874523,-0.004855685401707888,1.0,-1.0
2016-07-13,0.004165984735756238,-0.007932350039482117,1.0,-1.0
2016-07-14,-0.007391601015174027,-0.011397721245884895,-1.0,-1.0
2016-07-15,0.000837276874758562,-0.005759853404015303,1.0,-1.0
2016-07-18,0.0025076449411753766,-0.008126892149448395,1.0,-1.0
2016-07-19,0.0045216612265414225,-0.0060549709014594555,1.0,-1.0
2016-07-20,-0.00023754863358511777,-0.005727103445678949,-1.0,-1.0
2016-07-21,0.0014240176038170422,-0.006356304977089167,1.0,-1.0
2016-07-22,0.008266487772326577,-0.006295252125710249,1.0,-1.0
2016-07-25,-0.0009413430052920372,-0.007917316630482674,-1.0,-1.0
2016-07-26,-0.00460144396973683,-0.010578958317637444,-1.0,-1.0
2016-07-27,-0.007120826751119895,-0.006431302521377802,-1.0,-1.0
2016-07-28,0.007357306811185293,-0.006868365686386824,1.0,-1.0
2016-07-29,0.009648317121650481,-0.005066754762083292,1.0,-1.0
2016-08-01,0.0035067631366429135,-0.007750906515866518,1.0,-1.0
2016-08-02,-0.015285428954784555,-0.008382190018892288,-1.0,-1.0
2016-08-03,-0.004274520786828364,-0.00920097716152668,-1.0,-1.0
2016-08-04,-0.002382747107333479,-0.004857753869146109,-1.0,-1.0
2016-08-05,0.0013111482617430103,-0.005885270889848471,1.0,-1.0
2016-08-08,0.0009525507744653123,-0.007168392185121775,1.0,-1.0
2016-08-09,0.0036822633625370354,-0.0075762891210615635,1.0,-1.0
2016-08-10,-0.0013049956356876661,-0.00796130858361721,-1.0,-1.0
2016-08-11,-0.009543255203786903,-0.006816734094172716,-1.0,-1.0
2016-08-12,0.0027531286807773708,-0.0022789225913584232,1.0,-1.0
2016-08-15,-0.0007175130298187738,-0.006838215980678797,-1.0,-1.0
2016-08-16,-0.011791715013267815,-0.002625273074954748,-1.0,-1.0
2016-08-17,0.0029006265938770824,-0.0017719012685120106,1.0,-1.0
2016-08-18,-0.0029006265938771305,-0.005422050599008799,-1.0,-1.0
2016-08-19,-0.007288729531044463,-0.0027643810026347637,-1.0,-1.0
2016-08-22,0.005107699710355391,-0.003125786315649748,1.0,-1.0
2016-08-23,0.002181029820689218,-0.0024458016268908978,1.0,-1.0
2016-08-24,-0.004853086353285742,-0.0025543603114783764,-1.0,-1.0
2016-08-25,0.003641945953069834,-0.002256955485790968,1.0,-1.0
2016-08-26,-0.009374810682991964,-0.0019267243333160877,-1.0,-1.0
2016-08-29,0.009374810682991877,0.0037214811891317368,1.0,1.0
2016-08-30,-0.0016980120374157491,-0.0018028146587312222,-1.0,-1.0
2016-08-31,0.0019403374816713624,-0.0005883597768843174,1.0,-1.0
2016-09-01,-0.0016975125602656574,-0.0022673378698527813,-1.0,-1.0
2016-09-02,0.007977748954980525,0.0002781068906188011,1.0,1.0
2016-09-06,0.0070782177617371884,-0.0017763865180313587,1.0,-1.0
2016-09-07,0.005721738840082746,-0.0017145010642707348,1.0,-1.0
2016-09-08,-0.0114764044643271,-0.006819951813668013,-1.0,-1.0
2016-09-09,-0.04061166783291517,-0.0016956240870058537,-1.0,-1.0
2016-09-12,0.012073108539152342,0.004739000927656889,1.0,1.0
2016-09-13,-0.024674046216341356,0.0021750391460955143,-1.0,1.0
2016-09-14,0.003038729888934949,0.004572921432554722,1.0,1.0
2016-09-15,0.004540779684573445,0.004144021775573492,1.0,1.0
2016-09-16,-0.0010073627163003638,0.0015185200609266758,-1.0,1.0
2016-09-19,0.009403914367942703,0.005342223681509495,1.0,1.0
2016-09-20,-0.0016235644367229324,0.002253263723105192,-1.0,1.0
2016-09-21,0.0114343863206469,0.001750380266457796,1.0,1.0
2016-09-22,0.019215966314366575,0.001914595253765583,1.0,1.0
2016-09-23,0.002542559900444514,-0.0021720570512115955,1.0,-1.0
2016-09-26,0.0011699762187132648,0.002406928688287735,1.0,1.0
2016-09-27,-0.007825906229296147,-0.00035403715446591377,-1.0,-1.0
2016-09-28,0.005509005346475049,-0.001465760637074709,1.0,-1.0
2016-09-29,-0.010801640904359127,-0.0004849233664572239,-1.0,-1.0
2016-09-30,-0.004824661413603637,-0.0002946928143501282,-1.0,-1.0
2016-10-03,-0.018271066310281307,-0.0011619818396866322,-1.0,-1.0
2016-10-04,-0.014502273266211636,0.0074416594579815865,-1.0,1.0
2016-10-05,-0.01953862381454392,0.008854534476995468,-1.0,1.0
2016-10-06,0.00169721565201601,0.006860809400677681,1.0,1.0
2016-10-07,-0.0014358778671099094,0.006323292385786772,-1.0,1.0
2016-10-10,0.005861218623575839,0.009414825588464737,1.0,1.0
2016-10-11,-0.01005030389110122,0.004473436623811722,-1.0,1.0
2016-10-12,0.013421378340844564,0.010647730901837349,1.0,1.0
2016-10-13,0.005550075039611217,0.002624945715069771,1.0,1.0
2016-10-14,-0.0033522926983729686,0.002252254169434309,-1.0,1.0
2016-10-17,0.0012907304934383105,0.006365488283336163,1.0,1.0
2016-10-18,0.0068127619343492695,0.0006614504382014275,1.0,1.0
2016-10-19,0.00421862666986175,0.004037496633827686,1.0,1.0
2016-10-20,-0.003834372943391096,0.004350611008703709,-1.0,1.0
2016-10-21,-0.00128137661499662,0.002929945942014456,-1.0,1.0
2016-10-24,0.0026889446900549958,0.0038295018021017313,1.0,1.0
2016-10-25,-0.0019199085903532827,0.001107021700590849,-1.0,1.0
2016-10-26,-0.011727690194061738,0.003662955015897751,-1.0,1.0
2016-10-27,-0.02321260868349146,0.005999277345836163,-1.0,1.0
2016-10-28,0.001988095101707257,0.005861427169293165,1.0,1.0
2016-10-31,0.01472173133747542,0.012340979650616646,1.0,1.0
2016-11-01,-0.022297951304481495,0.007239268161356449,-1.0,1.0
2016-11-02,-0.012891317464814318,0.012363241985440254,-1.0,1.0
2016-11-03,-0.005828524231937656,0.013093621470034122,-1.0,1.0
2016-11-04,0.005287799600164652,0.00811217911541462,1.0,1.0
2016-11-07,0.016230007916596536,0.007386942394077778,1.0,1.0
2016-11-08,0.006101607342766954,0.0014510531909763813,1.0,1.0
2016-11-09,-0.018687130127827186,0.0045319413766264915,-1.0,1.0
2016-11-10,-0.018356578124108285,0.006135022267699242,-1.0,1.0
2016-11-11,0.005337735546367131,0.007488616276532412,1.0,1.0
2016-11-14,0.01678439769728402,0.005737984552979469,1.0,1.0
2016-11-15,-0.0036307625310722244,0.003737636376172304,-1.0,1.0
2016-11-16,-0.00215786961469832,0.008733946830034256,-1.0,1.0
2016-11-17,-0.008269548237640631,0.0062583014369010925,-1.0,1.0
2016-11-18,0.002990338024316929,0.007040343713015318,1.0,1.0
2016-11-21,0.0001357804181675562,0.0029256842099130154,1.0,1.0
2016-11-22,0.016954063786434468,0.008911686018109322,1.0,1.0
2016-11-23,-0.0054852681252552035,0.00785656925290823,-1.0,1.0
2016-11-25,0.005084926693044918,0.00526511250063777,1.0,1.0
2016-11-28,0.0034644080093086927,0.007178906816989183,1.0,1.0
2016-11-29,0.008213116479274748,0.004621690139174461,1.0,1.0
2016-11-30,-0.012612360316785701,0.0014314735308289528,-1.0,1.0
2016-12-01,-0.015890479697435362,0.005842283368110657,-1.0,1.0
2016-12-02,0.010532146957388949,0.008093063719570637,1.0,1.0
2016-12-05,0.007893491699578467,0.002136816270649433,1.0,1.0
2016-12-06,0.006376238267886233,0.004190701991319656,1.0,1.0
2016-12-07,0.0192780911687038,0.005716156214475632,1.0,1.0
2016-12-08,0.005052723053942298,0.0055237216874957085,1.0,1.0
2016-12-09,-0.0007755915836067304,0.001203831285238266,-1.0,1.0
2016-12-12,0.006188796667164202,0.0006153518334031105,1.0,1.0
2016-12-13,0.0,0.0010801549069583416,0.0,1.0
2016-12-14,-0.018682492543289242,0.005956739187240601,-1.0,1.0
2016-12-15,-0.007492564194852334,0.009735563769936562,-1.0,1.0
2016-12-16,0.01323835298575268,0.004610450007021427,1.0,1.0
2016-12-19,0.011006809402398938,0.001160907093435526,1.0,1.0
2016-12-20,0.001801379487745597,0.0024231751449406147,1.0,1.0
2016-12-21,-0.01238194937822986,0.008701414801180363,-1.0,1.0
2016-12-22,-0.0018494060119203738,0.008473570458590984,-1.0,1.0
2016-12-23,0.00264108447945949,0.0040648328140378,1.0,1.0
2016-12-27,0.0011861044129519356,0.004194834269583225,1.0,1.0
2016-12-28,-0.0059449350599883105,0.0019665956497192383,-1.0,1.0
2016-12-29,0.009888711767446065,0.005545869003981352,1.0,1.0
2016-12-30,0.00940203623700514,0.003431060817092657,1.0,1.0
