Date,020_DIA_1d_actual_lnrts,020_DIA_1d_forecast_lnrts,020_DIA_1d_true_label,020_DIA_1d_forecast_label
2016-03-10,0.0002351447679837444,-0.000438487040810287,1.0,-1.0
2016-03-11,0.012679649450331367,-0.0005061508854851127,1.0,-1.0
2016-03-14,0.0010445273757930043,0.004598705098032951,1.0,1.0
2016-03-15,0.0013331626054331463,0.004850511439144611,1.0,1.0
2016-03-16,0.004796200403885616,0.0015400547999888659,1.0,1.0
2016-03-17,0.008438326436729824,-0.0001017766771838069,1.0,-1.0
2016-03-18,0.006423995657303601,0.0017947523156180978,1.0,1.0
2016-03-21,0.0018196075759622046,0.0032783159986138344,1.0,1.0
2016-03-22,-0.0017627484966641304,0.0007478661136701703,-1.0,1.0
2016-03-23,-0.005078423447733602,0.0011416246416047215,-1.0,1.0
2016-03-24,0.0007436707703734912,-0.0024012457579374313,1.0,-1.0
2016-03-28,0.0010284053954250374,0.0013428055681288242,1.0,1.0
2016-03-29,0.005410052469245465,0.0015875805402174592,1.0,1.0
2016-03-30,0.004646456766376324,0.0019153861794620752,1.0,1.0
2016-03-31,-0.001414384722290895,-0.0010659982217475772,-1.0,-1.0
2016-04-01,0.006095302212269623,0.0013555411715060472,1.0,1.0
2016-04-04,-0.0033816021896443988,6.803660653531551e-05,-1.0,1.0
2016-04-05,-0.007366837023704336,-0.00478420639410615,-1.0,-1.0
2016-04-06,0.006914960425010006,-0.004298518877476454,1.0,-1.0
2016-04-07,-0.00993386565709366,0.0030425493605434895,-1.0,1.0
2016-04-08,0.002108620561584424,0.005984532181173563,1.0,1.0
2016-04-11,-0.0012531782577187825,-0.0036216210573911667,-1.0,-1.0
2016-04-12,0.009360805805730081,0.0011496248189359903,1.0,1.0
2016-04-13,0.01028071985249313,0.002678043209016323,1.0,1.0
2016-04-14,0.001061496558405149,0.0031330243218690157,1.0,1.0
2016-04-15,-0.0016776634008738287,-0.0019365096231922507,-1.0,-1.0
2016-04-18,0.006137722887784828,0.0004966984270140529,1.0,1.0
2016-04-19,0.0029989480879060015,-0.0026046112179756165,1.0,-1.0
2016-04-20,0.0023820939578179864,-0.00036922318395227194,1.0,-1.0
2016-04-21,-0.005826172923168072,-0.001307382364757359,-1.0,-1.0
2016-04-22,0.00111214516074017,-0.0033610910177230835,1.0,-1.0
2016-04-25,-0.002003082504704877,-0.0017248986987397075,-1.0,-1.0
2016-04-26,0.000556938937700412,-0.00133822753559798,1.0,-1.0
2016-04-27,0.003389933183614953,-0.004284434486180544,1.0,-1.0
2016-04-28,-0.011438412297516973,-0.0038286936469376087,-1.0,-1.0
2016-04-29,-0.0034289049199035747,-0.0015539658488705754,-1.0,-1.0
2016-05-02,0.0062309675018677145,-0.004078584257513285,1.0,-1.0
2016-05-03,-0.007865199312515614,-0.0021405257284641266,-1.0,-1.0
2016-05-04,-0.005542740656185652,-0.0029901405796408653,-1.0,-1.0
2016-05-05,0.0006801870269979857,-0.0013844474451616406,1.0,-1.0
2016-05-06,0.0050882908305942215,-0.001056720851920545,1.0,-1.0
2016-05-09,-0.0020322081649316874,-0.0057740951888263226,-1.0,-1.0
2016-05-10,0.01246563750061438,-0.001460291794501245,1.0,-1.0
2016-05-11,-0.010659166537089258,-0.0034862710162997246,-1.0,-1.0
2016-05-12,0.0006765219845394105,-0.0004116831114515662,1.0,-1.0
2016-05-13,-0.010994673555984678,0.0010280635906383395,-1.0,1.0
2016-05-16,0.010092544444617524,-0.004667412955313921,1.0,-1.0
2016-05-17,-0.009636805679278954,-0.0051352716982364655,-1.0,-1.0
2016-05-18,0.0003985171197720005,0.0017937800148501992,1.0,1.0
2016-05-19,-0.0054238561408404195,0.002838929183781147,-1.0,1.0
2016-05-20,0.003967744661172623,-0.0013122322270646691,1.0,-1.0
2016-05-23,0.0001146572543396277,-0.004057073965668678,1.0,-1.0
2016-05-24,0.011830104643921731,0.0017614735988900065,1.0,1.0
2016-05-25,0.007997133577677786,-0.0020231730304658413,1.0,-1.0
2016-05-26,-0.0011225685292134057,-0.006375452503561974,-1.0,-1.0
2016-05-27,0.00235560843977777,-0.003782300278544426,1.0,-1.0
2016-05-31,-0.004773127165655984,-0.0021142717450857162,-1.0,-1.0
2016-06-01,0.0004501054113933839,-0.004391716793179512,1.0,-1.0
2016-06-02,0.0030899818436983064,-0.003768975380808115,1.0,-1.0
2016-06-03,-0.001234921372177332,-0.0032609086483716965,-1.0,-1.0
2016-06-06,0.006270269779115711,-0.00031183473765850067,1.0,-1.0
2016-06-07,0.0011156751777251187,-0.004642068408429623,1.0,-1.0
2016-06-08,0.0037837758950964545,-0.002305462025105953,1.0,-1.0
2016-06-09,-0.0010003226095448574,0.000431457650847733,-1.0,1.0
2016-06-10,-0.00652540437274408,-0.004557174630463123,-1.0,-1.0
2016-06-13,-0.007582967776671241,-0.002413008827716112,-1.0,-1.0
2016-06-14,-0.003105854566039636,-0.0027826838195323944,-1.0,-1.0
2016-06-15,-0.0013583148445094376,-0.0008474005153402686,-1.0,-1.0
2016-06-16,0.00502811064809087,-0.0008007962023839355,1.0,-1.0
2016-06-17,-0.0033087721390010058,-0.002896171063184738,-1.0,-1.0
2016-06-20,0.007225032002154543,-0.0007638143142685294,1.0,-1.0
2016-06-21,0.0014612771824581172,-0.005528205540031195,1.0,-1.0
2016-06-22,-0.0027557925011633903,-0.003836536779999733,-1.0,-1.0
2016-06-23,0.01253581148217947,-0.0033174282871186733,1.0,-1.0
2016-06-24,-0.03503145268261217,-0.003597940318286419,-1.0,-1.0
2016-06-27,-0.014036766574111213,-0.0029266271740198135,-1.0,-1.0
2016-06-28,0.015187926259035046,-0.003747792448848486,1.0,-1.0
2016-06-29,0.01609347717246202,-0.005404891446232796,1.0,-1.0
2016-06-30,0.013272027098072415,-0.001638126908801496,1.0,-1.0
2016-07-01,0.0017303908358286498,-0.002956648822873831,1.0,-1.0
2016-07-05,-0.0061536033036124725,-0.0019869389943778515,-1.0,-1.0
2016-07-06,0.004311401879072316,-0.001053521758876741,1.0,-1.0
2016-07-07,-0.0010621594912825722,-0.005179455038160086,-1.0,-1.0
2016-07-08,0.01394130756001157,-0.004487057216465473,1.0,-1.0
2016-07-11,0.004512753522608615,-0.007167979143559933,1.0,-1.0
2016-07-12,0.006949254635022269,-0.0020489334128797054,1.0,-1.0
2016-07-13,0.0011443715800833335,-0.005351376719772816,1.0,-1.0
2016-07-14,0.007380046275418528,-0.00964279193431139,1.0,-1.0
2016-07-15,0.0002975645264179225,-0.004436803516000509,1.0,-1.0
2016-07-18,0.0010811488599415306,-0.0015215951716527343,1.0,-1.0
2016-07-19,0.0018354417274685803,-0.006521923467516899,1.0,-1.0
2016-07-20,0.0019394810781912116,-0.006837976165115833,1.0,-1.0
2016-07-21,-0.004315353906055704,-0.003643450792878866,-1.0,-1.0
2016-07-22,0.0028611194292186455,-0.0023719347082078457,1.0,-1.0
2016-07-25,-0.0037805993859352355,-0.007599202916026115,-1.0,-1.0
2016-07-26,-0.001136730142856936,-0.004000375978648663,-1.0,-1.0
2016-07-27,-0.00010851216044910323,-0.005714657716453075,-1.0,-1.0
2016-07-28,-0.0010840790808356298,-0.005383417941629887,-1.0,-1.0
2016-07-29,-0.0013570092232878302,-0.0066738370805978775,-1.0,-1.0
2016-08-01,-0.0014128950510236056,-0.0030524260364472866,-1.0,-1.0
2016-08-02,-0.004906728708491245,-0.0028524906374514103,-1.0,-1.0
2016-08-03,0.002129130748786539,-0.006092542316764593,1.0,-1.0
2016-08-04,0.0004906969213788437,-0.006984453648328781,1.0,-1.0
2016-08-05,0.00981815497159583,-0.00083430006634444,1.0,-1.0
2016-08-08,0.00010786402163824553,-0.006250146776437759,1.0,-1.0
2016-08-09,0.000377884840854915,-0.007352396845817566,1.0,-1.0
2016-08-10,-0.0012418620865293438,-0.002062697894871235,-1.0,-1.0
2016-08-11,0.006354144650901582,-0.0037353704683482647,1.0,-1.0
2016-08-12,-0.002149367929657113,-0.0033819442614912987,-1.0,-1.0
2016-08-15,0.0033295102175259616,-0.0030049304477870464,1.0,-1.0
2016-08-16,-0.0040828532257436954,-0.005544762127101421,-1.0,-1.0
2016-08-17,0.001828645906343448,-0.005871325731277466,1.0,-1.0
2016-08-18,0.001288742985885272,-0.004770332016050816,1.0,-1.0
2016-08-19,-0.0019622621763006084,-0.0028984337113797665,-1.0,-1.0
2016-08-22,-0.0010797491504227904,-0.003974096849560738,-1.0,-1.0
2016-08-23,0.0009718676236630361,-0.004270933568477631,1.0,-1.0
2016-08-24,-0.0034598450635764983,-0.005054384004324675,-1.0,-1.0
2016-08-25,-0.0015716806642600849,-0.0023893937468528748,-1.0,-1.0
2016-08-26,-0.0029874739454902734,-0.0037424969486892223,-1.0,-1.0
2016-08-29,0.005479359894120953,-0.00229491014033556,1.0,-1.0
2016-08-30,-0.001732991868104168,-0.0026997756212949753,-1.0,-1.0
2016-08-31,-0.0030939669713939996,-0.0046989587135612965,-1.0,-1.0
2016-09-01,0.0008693475813892784,-0.0043213400058448315,1.0,-1.0
2016-09-02,0.004119926588624321,0.0013726679608225822,1.0,1.0
2016-09-06,0.002485205975450121,-0.0010641362750902772,1.0,-1.0
2016-09-07,0.0,-0.0008339207852259278,0.0,-1.0
2016-09-08,-0.0027016008397006495,-0.004819601308554411,-1.0,-1.0
2016-09-09,-0.021382766243919098,-0.0050452696159482,-1.0,-1.0
2016-09-12,0.013124415843189755,-0.001246061990968883,1.0,-1.0
2016-09-13,-0.013732626776167807,-0.001450410927645862,-1.0,-1.0
2016-09-14,-0.002048617082529557,-0.00042662525083869696,-1.0,-1.0
2016-09-15,0.010091248106860086,0.002051407005637884,1.0,1.0
2016-09-16,-0.005156987289507551,-0.0032065976411104202,-1.0,-1.0
2016-09-19,5.50378438176315e-05,-0.00012207729741930962,1.0,-1.0
2016-09-20,0.00038673986335656016,0.00037081632763147354,1.0,1.0
2016-09-21,0.008853564481547779,-0.00317922281101346,1.0,-1.0
2016-09-22,0.0054596798994380556,-0.0003867949126288295,1.0,-1.0
2016-09-23,-0.006774666774773334,-0.002737203147262335,-1.0,-1.0
2016-09-26,-0.00919671547754481,0.0015294423792511225,-1.0,1.0
2016-09-27,0.006891774718915776,-7.65589065849781e-05,1.0,-1.0
2016-09-28,0.00602569990579197,-0.0028813458047807217,1.0,-1.0
2016-09-29,-0.010320633577099492,-0.0015268708812072873,-1.0,-1.0
2016-09-30,0.008571494149091734,0.0005424490664154291,1.0,1.0
2016-10-03,-0.002519762954800927,0.000762678449973464,-1.0,1.0
2016-10-04,-0.004618267206786135,-0.00032671878580003977,-1.0,-1.0
2016-10-05,0.006481397317767039,0.00013964192476123571,1.0,1.0
2016-10-06,-0.000766886071671967,-0.002327591646462679,-1.0,-1.0
2016-10-07,-0.001645114638943685,-0.0022021871991455555,-1.0,-1.0
2016-10-10,0.004927079283095938,-0.00010466400999575853,1.0,-1.0
2016-10-11,-0.010540217221826733,-0.00027834868524223566,-1.0,-1.0
2016-10-12,0.0009374974786260954,0.0015273172175511718,1.0,1.0
2016-10-13,-0.0029264957104452255,-0.0010054301237687469,-1.0,-1.0
2016-10-14,0.0024854129755681733,-0.0008072737837210298,1.0,-1.0
2016-10-17,-0.0031489169435043036,-0.0005367257399484515,-1.0,-1.0
2016-10-18,0.003589999678381363,-0.0005192857934162021,1.0,-1.0
2016-10-19,0.003467713536755967,0.0008366036927327514,1.0,1.0
2016-10-20,-0.002530750339897199,0.0017402888042852283,-1.0,1.0
2016-10-21,-0.0007722171809045361,-0.00294668972492218,-1.0,-1.0
2016-10-24,0.004075301943184226,0.002453149762004614,1.0,1.0
2016-10-25,-0.0026416248179956833,0.0013932749861851335,-1.0,1.0
2016-10-26,0.0015967270028718029,0.0015612202696502209,1.0,1.0
2016-10-27,-0.0013210647737308557,0.001153614604845643,-1.0,1.0
2016-10-28,-0.0009370319972812357,-0.0004935512552037835,-1.0,-1.0
2016-10-31,-0.001048356625745906,0.0012833602959290147,-1.0,1.0
2016-11-01,-0.005812448966039586,0.00288123800419271,-1.0,1.0
2016-11-02,-0.0042841509068951115,-0.0008122754516080022,-1.0,-1.0
2016-11-03,-0.001339073409299294,0.001963469199836254,-1.0,1.0
2016-11-04,-0.002235640362018456,0.0011645391350612044,-1.0,1.0
2016-11-07,0.020218585896405104,0.0026896544732153416,1.0,1.0
2016-11-08,0.005577629496622287,0.0012809871695935726,1.0,1.0
2016-11-09,0.013970890646213503,-0.000746209523640573,1.0,-1.0
2016-11-10,0.011601714584967357,-0.0009831335628405213,1.0,-1.0
2016-11-11,0.0018055902005837266,-0.0016874902648851275,1.0,-1.0
2016-11-14,0.0015906840640909257,-0.0031013539992272854,1.0,-1.0
2016-11-15,0.0030148196129759735,-0.0002004626439884305,1.0,-1.0
2016-11-16,-0.0019030055498317703,0.00031409214716404676,-1.0,1.0
2016-11-17,0.0016917734341282478,-0.001543428865261376,1.0,-1.0
2016-11-18,-0.0016276492928845102,-0.00248888460919261,-1.0,-1.0
2016-11-21,0.004658605274696985,0.0003682683454826474,1.0,1.0
2016-11-22,0.003585149471670111,0.0005068137543275952,1.0,1.0
2016-11-23,0.0029950034742769935,-0.0004967263666912913,1.0,-1.0
2016-11-25,0.003718358099502994,-0.0027197743766009808,1.0,-1.0
2016-11-28,-0.0027219887080250347,-0.0035817474126815796,-1.0,-1.0
2016-11-29,0.0021467011157240423,-0.0013107595732435584,1.0,-1.0
2016-11-30,0.0010978338717603764,-0.0027116076089441776,1.0,-1.0
2016-12-01,0.002608962096317444,-0.0044363029301166534,1.0,-1.0
2016-12-02,-0.0008340765031344933,-0.001175782992504537,-1.0,-1.0
2016-12-05,0.0025001347501319047,-0.0038853269070386887,1.0,-1.0
2016-12-06,0.0014037988909608654,-0.003630921244621277,1.0,-1.0
2016-12-07,0.015413845767840268,-0.0031456048600375652,1.0,-1.0
2016-12-08,0.004084161779368507,-0.004162195138633251,1.0,-1.0
2016-12-09,0.0071579462892612375,-0.004595310427248478,1.0,-1.0
2016-12-12,0.001970773619321414,-0.0027861623093485832,1.0,-1.0
2016-12-13,0.005788972090324552,-0.005665233824402094,1.0,-1.0
2016-12-14,-0.005486016115653775,-0.006193030625581741,-1.0,-1.0
2016-12-15,0.0026209291919606554,-0.0043810647912323475,1.0,-1.0
2016-12-16,-0.00019174819805926438,-0.005381192546337843,-1.0,-1.0
2016-12-19,0.0020665652733181422,-0.004059514030814171,1.0,-1.0
2016-12-20,0.004120362430844766,-0.00623204093426466,1.0,-1.0
2016-12-21,-0.001304576584734111,-0.004208837170153856,-1.0,-1.0
2016-12-22,-0.0009544600091953039,-0.004557358101010323,-1.0,-1.0
2016-12-23,0.00040199135975507386,-0.003772867377847433,1.0,-1.0
2016-12-27,0.0008034982529123333,-0.00736865121871233,1.0,-1.0
2016-12-28,-0.005688548929859132,-0.005704140290617943,-1.0,-1.0
2016-12-29,-0.00045451626697538757,-0.006320636719465256,-1.0,-1.0
2016-12-30,-0.0024272403532807478,-0.0040599084459245205,-1.0,-1.0
