Date,005_EWC_1d_actual_lnrts,005_EWC_1d_forecast_lnrts,005_EWC_1d_true_label,005_EWC_1d_forecast_label
2016-03-09,0.018349129618111894,-0.008821435272693634,1.0,-1.0
2016-03-10,-0.00782277941312669,-0.01255072932690382,-1.0,-1.0
2016-03-11,0.02029865180263222,-0.010322799906134605,1.0,-1.0
2016-03-14,-0.005143594928880082,-0.013597873039543629,-1.0,-1.0
2016-03-15,-0.012105588949475032,-0.012649893760681152,-1.0,-1.0
2016-03-16,0.02151551884596114,-0.016176197677850723,1.0,-1.0
2016-03-17,0.01939352753934637,-0.006929678842425346,1.0,-1.0
2016-03-18,-0.010071579315274201,-0.006363021209836006,-1.0,-1.0
2016-03-21,0.0,-0.01334841176867485,0.0,-1.0
2016-03-22,-0.0004217249678459796,-0.011434577405452728,-1.0,-1.0
2016-03-23,-0.02132278421421792,-0.011534569784998894,-1.0,-1.0
2016-03-24,-0.004752687970522754,-0.010302450507879257,-1.0,-1.0
2016-03-28,0.006044964935431403,-0.010280742309987545,1.0,-1.0
2016-03-29,0.010278445649931814,-0.012269804254174232,1.0,-1.0
2016-03-30,0.013962579762056941,-0.012115253135561943,1.0,-1.0
2016-03-31,-0.0037887931948334666,-0.016444293782114983,-1.0,-1.0
2016-04-01,-0.004226448092313414,-0.011143158189952374,-1.0,-1.0
2016-04-04,-0.012359031014119401,-0.015831099823117256,-1.0,-1.0
2016-04-05,-0.010344902757613265,-0.017847903072834015,-1.0,-1.0
2016-04-06,0.008628196351010866,-0.011899834498763084,1.0,-1.0
2016-04-07,-0.011231208079272135,-0.006828158162534237,-1.0,-1.0
2016-04-08,0.020637027076331572,-0.010581864044070244,1.0,-1.0
2016-04-11,0.009318086772572317,-0.012188997119665146,1.0,-1.0
2016-04-12,0.023334551726998554,-0.006746964063495398,1.0,-1.0
2016-04-13,0.004110059316198188,-0.014524816535413265,1.0,-1.0
2016-04-14,-0.0024640838832230257,-0.009526191279292107,-1.0,-1.0
2016-04-15,-0.0032949185979642285,-0.01431150920689106,-1.0,-1.0
2016-04-18,0.008626113993343365,-0.01017778180539608,1.0,-1.0
2016-04-19,0.021445269603993147,-0.014268157072365284,1.0,-1.0
2016-04-20,0.005588875140827327,-0.008472848683595657,1.0,-1.0
2016-04-21,-0.007592454896945025,-0.012086182832717896,-1.0,-1.0
2016-04-22,0.005200964523561775,-0.01854514144361019,1.0,-1.0
2016-04-25,-0.0068068803594884325,-0.01654362864792347,-1.0,-1.0
2016-04-26,0.006806880359488399,-0.017075590789318085,1.0,-1.0
2016-04-27,0.004777112131789707,-0.017059635370969772,1.0,-1.0
2016-04-28,0.003172150749695372,-0.013561869971454144,1.0,-1.0
2016-04-29,0.005527013914214798,-0.010806893929839134,1.0,-1.0
2016-05-02,-0.005923059107879191,-0.015503219328820705,-1.0,-1.0
2016-05-03,-0.024860950849858243,-0.019358256831765175,-1.0,-1.0
2016-05-04,-0.019266803710230047,-0.018456295132637024,-1.0,-1.0
2016-05-05,-0.0004140383135717074,-0.01710575819015503,-1.0,-1.0
2016-05-06,0.0012414736821798691,-0.018466539680957794,1.0,-1.0
2016-05-09,-0.01584020248489369,-0.015015754848718643,-1.0,-1.0
2016-05-10,0.01831853562377266,-0.013287466019392014,1.0,-1.0
2016-05-11,0.004116996875662638,-0.01402235683053732,1.0,-1.0
2016-05-12,0.0028716903032715876,-0.009545382112264633,1.0,-1.0
2016-05-13,-0.011122618784984557,-0.02075149118900299,-1.0,-1.0
2016-05-16,0.01480287741425276,-0.016960803419351578,1.0,-1.0
2016-05-17,0.002038708962935513,-0.014521712437272072,1.0,-1.0
2016-05-18,-0.014359194216450532,-0.011346966959536076,-1.0,-1.0
2016-05-19,-0.0074657401335816685,-0.013080287724733353,-1.0,-1.0
2016-05-20,0.005811511071407155,-0.010235758498311043,1.0,-1.0
2016-05-23,-0.0016569700708469225,-0.009791347198188305,-1.0,-1.0
2016-05-24,0.0016569700708470637,-0.014429433271288872,1.0,-1.0
2016-05-25,0.018454450359564032,-0.013833770528435707,1.0,-1.0
2016-05-26,0.004864250721081582,-0.016495749354362488,1.0,-1.0
2016-05-27,0.0,-0.015094952657818794,0.0,-1.0
2016-05-31,-0.010160610395120324,-0.015312878414988518,-1.0,-1.0
2016-06-01,0.002448040269599894,-0.010824032127857208,1.0,-1.0
2016-06-02,0.0028483194044388754,-0.01653401181101799,1.0,-1.0
2016-06-03,0.0177209208435152,-0.013696053996682167,1.0,-1.0
2016-06-06,0.01348162103104283,-0.012649239972233772,1.0,-1.0
2016-06-07,0.010188165940801411,-0.011590039357542992,1.0,-1.0
2016-06-08,0.000779468638977299,-0.013074962422251701,1.0,-1.0
2016-06-09,-0.007429255733924646,-0.01164777297526598,-1.0,-1.0
2016-06-10,-0.017019999876897153,-0.01698295772075653,-1.0,-1.0
2016-06-13,-0.0060059011524678865,-0.015478973276913166,-1.0,-1.0
2016-06-14,-0.012934704899790282,-0.016614925116300583,-1.0,-1.0
2016-06-15,-0.003260050835131581,-0.014523198828101158,-1.0,-1.0
2016-06-16,-0.004909943327015154,-0.014043443836271763,-1.0,-1.0
2016-06-17,0.008169994162146654,-0.01307008322328329,1.0,-1.0
2016-06-20,0.013737559656473207,-0.013685791753232479,1.0,-1.0
2016-06-21,0.0008022518479196664,-0.014938575215637684,1.0,-1.0
2016-06-22,-0.003806197318454549,-0.010947897098958492,-1.0,-1.0
2016-06-23,0.01609694295480051,-0.01222924329340458,1.0,-1.0
2016-06-24,-0.03700354865110197,-0.016340801492333412,-1.0,-1.0
2016-06-27,-0.02177636043485782,-0.019777685403823853,-1.0,-1.0
2016-06-28,0.015126245782727421,-0.021428976207971573,1.0,-1.0
2016-06-29,0.01613282228231922,-0.017496004700660706,1.0,-1.0
2016-06-30,0.005728303668036051,-0.014666211791336536,1.0,-1.0
2016-07-01,0.012971331409145723,-0.012902865186333656,1.0,-1.0
2016-07-05,-0.01011945852889456,-0.012844204902648926,-1.0,-1.0
2016-07-06,0.006083946959399174,-0.014056802727282047,1.0,-1.0
2016-07-07,-0.009752219900056692,-0.017759719863533974,-1.0,-1.0
2016-07-08,0.006106237396121384,-0.015786653384566307,1.0,-1.0
2016-07-11,0.0008113495527027876,-0.016804413869976997,1.0,-1.0
2016-07-12,0.016489425732376606,-0.01164783164858818,1.0,-1.0
2016-07-13,0.0031860280102670186,-0.01702675223350525,1.0,-1.0
2016-07-14,0.01028494052313077,-0.019131682813167572,1.0,-1.0
2016-07-15,-0.00512920754218661,-0.019876156002283096,-1.0,-1.0
2016-07-18,0.003947806231713465,-0.017666438594460487,1.0,-1.0
2016-07-19,-0.0071174242113475625,-0.01844169944524765,-1.0,-1.0
2016-07-20,0.0,-0.017765503376722336,0.0,-1.0
2016-07-21,-0.0023838036986697305,-0.013104388490319252,-1.0,-1.0
2016-07-22,-0.0011940159113506665,-0.012658455409109592,-1.0,-1.0
2016-07-25,-0.012825756948884135,-0.017370471730828285,-1.0,-1.0
2016-07-26,0.0068340758131196855,-0.017911048606038094,1.0,-1.0
2016-07-27,-0.00040063497445090406,-0.019192788749933243,-1.0,-1.0
2016-07-28,0.0012015867642291502,-0.015295319259166718,1.0,-1.0
2016-07-29,0.010354654096356431,-0.01647287607192993,1.0,-1.0
2016-08-01,-0.012358156028098557,-0.011617649346590042,-1.0,-1.0
2016-08-02,-0.0012041615786584463,-0.014021850191056728,-1.0,-1.0
2016-08-03,0.00800007052586379,-0.01670120470225811,1.0,-1.0
2016-08-04,0.001194491325290029,-0.016778316348791122,1.0,-1.0
2016-08-05,-0.0007961689947669587,-0.019011344760656357,-1.0,-1.0
2016-08-08,0.008723268752023061,-0.018343457952141762,1.0,-1.0
2016-08-09,0.0059044172375733355,-0.0196894109249115,1.0,-1.0
2016-08-10,0.0019603773834521118,-0.013444227166473866,1.0,-1.0
2016-08-11,0.011295179312122695,-0.015041676349937916,1.0,-1.0
2016-08-12,-0.0034917573163160596,-0.015845097601413727,-1.0,-1.0
2016-08-15,0.005039726942181789,-0.015798181295394897,1.0,-1.0
2016-08-16,0.0011593674038539402,-0.01659061387181282,1.0,-1.0
2016-08-17,-0.0011593674038538784,-0.014979453757405281,-1.0,-1.0
2016-08-18,0.006936440549155053,-0.014507738873362541,1.0,-1.0
2016-08-19,-0.0065498222609241576,-0.017295096069574356,-1.0,-1.0
2016-08-22,-0.003097139677576866,-0.015887940302491188,-1.0,-1.0
2016-08-23,0.005799329757209892,-0.018416989594697952,1.0,-1.0
2016-08-24,-0.008128535310046049,-0.01737283542752266,-1.0,-1.0
2016-08-25,-0.0015557967486024477,-0.01564427837729454,-1.0,-1.0
2016-08-26,-0.003509497521428897,-0.014065077528357506,-1.0,-1.0
2016-08-29,0.001951197104212786,-0.016638273373246193,1.0,-1.0
2016-08-30,-0.004689324829988169,-0.012124824337661266,-1.0,-1.0
2016-08-31,-0.008654715000304326,-0.014501787722110748,-1.0,-1.0
2016-09-01,0.007086720660447642,-0.015193067491054535,1.0,-1.0
2016-09-02,0.014411143277845416,-0.012425212189555168,1.0,-1.0
2016-09-06,0.011916319998166341,-0.013077083975076675,1.0,-1.0
2016-09-07,-0.0038284824329019337,-0.016453200951218605,-1.0,-1.0
2016-09-08,-0.001919732195421712,-0.015024552121758461,-1.0,-1.0
2016-09-09,-0.026086711865074053,-0.01572960987687111,-1.0,-1.0
2016-09-12,0.0035439665159519972,-0.011853531002998352,1.0,-1.0
2016-09-13,-0.026689504455583636,-0.014898393303155899,-1.0,-1.0
2016-09-14,-0.0008077449531245086,-0.00987701490521431,-1.0,-1.0
2016-09-15,0.013643873691999726,-0.015048296190798283,1.0,-1.0
2016-09-16,-0.007200068395803577,-0.014676582999527454,-1.0,-1.0
2016-09-19,0.003606534671302095,-0.016267379745841026,1.0,-1.0
2016-09-20,0.0007997114251013051,-0.015154661610722542,1.0,-1.0
2016-09-21,0.020570303786089122,-0.013261200860142708,1.0,-1.0
2016-09-22,0.008965147760060146,-0.009314347989857197,1.0,-1.0
2016-09-23,-0.013281407924944292,-0.01150972954928875,-1.0,-1.0
2016-09-26,-0.009085598326833814,-0.010993437841534615,-1.0,-1.0
2016-09-27,-0.0007939565299647748,-0.011852508410811424,-1.0,-1.0
2016-09-28,0.019662497854947548,-0.011242949403822422,1.0,-1.0
2016-09-29,-0.0027296257228649643,-0.01565190777182579,-1.0,-1.0
2016-09-30,0.0031189534081146877,-0.013848260045051575,1.0,-1.0
2016-10-03,-0.001948314807190972,-0.011635113507509232,-1.0,-1.0
2016-10-04,-0.016119880810981976,-0.011046232655644417,-1.0,-1.0
2016-10-05,0.008682079214947524,-0.01200701855123043,1.0,-1.0
2016-10-06,-0.003936966401221465,-0.009855441749095917,-1.0,-1.0
2016-10-07,-0.008318589904455094,-0.011527292430400848,-1.0,-1.0
2016-10-10,0.01068262922049027,-0.00950714386999607,1.0,-1.0
2016-10-11,-0.00750557960534646,-0.009845386259257793,-1.0,-1.0
2016-10-12,0.00198072887062612,-0.012330470606684685,1.0,-1.0
2016-10-13,0.0043434494242471505,-0.011069510132074356,1.0,-1.0
2016-10-14,0.0015748650894084062,-0.013078334741294384,1.0,-1.0
2016-10-17,0.002749960122415246,-0.0129762664437294,1.0,-1.0
2016-10-18,0.009759948055461211,-0.01058603823184967,1.0,-1.0
2016-10-19,0.006968705302577759,-0.01124813873320818,1.0,-1.0
2016-10-20,-0.006968705302577797,-0.00876769982278347,-1.0,-1.0
2016-10-21,-0.0015551523002091698,-0.012062471359968185,-1.0,-1.0
2016-10-24,-0.004680179983325506,-0.01209203340113163,-1.0,-1.0
2016-10-25,-0.0007822370322106705,-0.012817221693694592,-1.0,-1.0
2016-10-26,-0.0035273788058022035,-0.013984325341880322,-1.0,-1.0
2016-10-27,0.0015693045617646154,-0.011859577149152756,1.0,-1.0
2016-10-28,-0.00235480131184283,-0.01102437824010849,-1.0,-1.0
2016-10-31,-0.003936966401221465,-0.010506315156817436,-1.0,-1.0
2016-11-01,0.001182638005562122,-0.01256378460675478,1.0,-1.0
2016-11-02,-0.01109356615189107,-0.013067563995718956,-1.0,-1.0
2016-11-03,-0.0011960010710338157,-0.011590568348765373,-1.0,-1.0
2016-11-04,-0.005599907876171397,-0.012502784840762615,-1.0,-1.0
2016-11-07,0.01275426937929077,-0.015903495252132416,1.0,-1.0
2016-11-08,0.006316607030278422,-0.009428108111023903,1.0,-1.0
2016-11-09,0.001572927085186254,-0.010592339560389519,1.0,-1.0
2016-11-10,-0.005911398024726848,-0.011754236184060574,-1.0,-1.0
2016-11-11,-0.01794655330624843,-0.010518396273255348,-1.0,-1.0
2016-11-14,0.0016082629894246581,-0.011531608179211617,1.0,-1.0
2016-11-15,0.01910135617334152,-0.00965847633779049,1.0,-1.0
2016-11-16,-0.001972833382744046,-0.007672397419810295,-1.0,-1.0
2016-11-17,0.00394170224470236,-0.012871154583990574,1.0,-1.0
2016-11-18,0.001572268810578526,-0.010615934617817402,1.0,-1.0
2016-11-21,0.020218457120703838,-0.011227721348404884,1.0,-1.0
2016-11-22,0.0,-0.008027911186218262,0.0,-1.0
2016-11-23,-0.0019263889443635884,-0.011674422770738602,-1.0,-1.0
2016-11-25,-0.0019302251134790188,-0.011173253878951073,-1.0,-1.0
2016-11-28,0.0007726079590655517,-0.0099298395216465,1.0,-1.0
2016-11-29,-0.0019323842519899147,-0.011815905570983887,-1.0,-1.0
2016-11-30,0.0061704449623424746,-0.01320912130177021,1.0,-1.0
2016-12-01,0.0038372971182920484,-0.01094524934887886,1.0,-1.0
2016-12-02,0.004585396107103758,-0.012518267147243023,1.0,-1.0
2016-12-05,0.0034253110444648826,-0.015047057531774044,1.0,-1.0
2016-12-06,0.0015186625856620018,-0.01203480176627636,1.0,-1.0
2016-12-07,0.010941388769162473,-0.011393658816814423,1.0,-1.0
2016-12-08,0.007849138020393212,-0.011893337592482567,1.0,-1.0
2016-12-09,0.0029739824481105907,-0.010943187400698662,1.0,-1.0
2016-12-12,0.0022245932258865776,-0.011868661269545555,1.0,-1.0
2016-12-13,0.006276558766396162,-0.013119002804160118,1.0,-1.0
2016-12-14,-0.021954300488997713,-0.01433639321476221,-1.0,-1.0
2016-12-15,-0.0018829395861506078,-0.014841060154139996,-1.0,-1.0
2016-12-16,0.0022590488111699078,-0.019132202491164207,1.0,-1.0
2016-12-19,-0.005657200380596778,-0.014329754747450352,-1.0,-1.0
2016-12-20,0.005281091155577361,-0.014145122841000557,1.0,-1.0
2016-12-21,-0.0006461886448404405,-0.013042056933045387,-1.0,-1.0
2016-12-22,-0.00342794589201,-0.013058523647487164,-1.0,-1.0
2016-12-23,-0.005355801340719981,-0.013434181921184063,-1.0,-1.0
2016-12-27,0.0,-0.015252772718667984,0.0,-1.0
2016-12-28,-0.001919703810671169,-0.01213153637945652,-1.0,-1.0
2016-12-29,0.0057482449826141745,-0.01598704792559147,1.0,-1.0
2016-12-30,-0.000764544224448329,-0.012351317331194878,-1.0,-1.0
