Date,011_EWW_1d_actual_lnrts,011_EWW_1d_forecast_lnrts,011_EWW_1d_true_label,011_EWW_1d_forecast_label
2016-06-01,-0.0016051150906548713,-0.0019003953784704208,-1.0,-1.0
2016-06-02,-0.008874619179950022,-0.0018446706235408783,-1.0,-1.0
2016-06-03,0.00927615502175817,-0.000871146097779274,1.0,-1.0
2016-06-06,-0.0002007065119315079,-0.005296795628964901,-1.0,-1.0
2016-06-07,0.019680507595922356,-0.0029171337373554707,1.0,-1.0
2016-06-08,0.0179482474037938,-0.0010986863635480404,1.0,-1.0
2016-06-09,-0.02011594303211381,-0.0005413184408098459,-1.0,-1.0
2016-06-10,-0.03166600370608099,-0.00718191871419549,-1.0,-1.0
2016-06-13,-0.017459550344029955,-0.004559908993542194,-1.0,-1.0
2016-06-14,-0.012930339055558017,-0.004106195643544197,-1.0,-1.0
2016-06-15,0.011271362495926389,0.00016254745423793793,1.0,1.0
2016-06-16,0.0035220997858307315,8.653081022202969e-05,1.0,1.0
2016-06-17,0.00700751758941675,-0.0012332070618867874,1.0,-1.0
2016-06-20,0.0171048641482068,-0.0026586451567709446,1.0,-1.0
2016-06-21,0.0012106219626743249,-0.007318746764212847,1.0,-1.0
2016-06-22,0.011341040002485366,-0.0011142808943986893,1.0,-1.0
2016-06-23,0.022737239298876923,-0.002124413847923279,1.0,-1.0
2016-06-24,-0.06897866679296703,-0.005535218399018049,-1.0,-1.0
2016-06-27,-0.02178646451462716,-0.002166489604860544,-1.0,-1.0
2016-06-28,0.028734479225786144,-0.011315306648612022,1.0,-1.0
2016-06-29,0.034642710431713845,-0.008455270901322365,1.0,-1.0
2016-06-30,0.02066063212461545,-0.0002884003333747387,1.0,-1.0
2016-07-01,0.0027755505195223833,-0.005305400118231773,1.0,-1.0
2016-07-05,-0.034440965273438214,-0.0023254896514117718,-1.0,-1.0
2016-07-06,-0.0061665340081307465,-0.00141553720459342,-1.0,-1.0
2016-07-07,-0.0018574018633466703,-0.0030383323319256306,-1.0,-1.0
2016-07-08,0.026097276963042915,-0.008685614913702011,1.0,-1.0
2016-07-11,0.0074186367168241705,-0.005514072719961405,1.0,-1.0
2016-07-12,0.016051020099092397,-0.005191697273403406,1.0,-1.0
2016-07-13,-0.006904026118761324,-0.012406490743160248,-1.0,-1.0
2016-07-14,0.006117417585549641,-0.012403285130858421,1.0,-1.0
2016-07-15,-0.0035474757497079724,-0.011076880618929863,-1.0,-1.0
2016-07-18,0.013141302575622078,-0.0030551296658813953,1.0,-1.0
2016-07-19,-0.008021208079957468,-0.005937499459832907,-1.0,-1.0
2016-07-20,0.005094072147637297,-0.009876042604446411,1.0,-1.0
2016-07-21,-0.002151949436384344,5.218200385570526e-06,-1.0,1.0
2016-07-22,0.00585818632565504,-0.0020477846264839172,1.0,-1.0
2016-07-25,-0.023043893957794305,-0.012181224301457405,-1.0,-1.0
2016-07-26,-0.0031930234357632134,-0.010711884126067162,-1.0,-1.0
2016-07-27,-0.005411359737556434,-0.009094629436731339,-1.0,-1.0
2016-07-28,-0.004834786262383005,-0.007847746834158897,-1.0,-1.0
2016-07-29,0.0032258548179834464,-0.009138351306319237,1.0,-1.0
2016-08-01,-0.0028220482964214032,-0.0042634629644453526,-1.0,-1.0
2016-08-02,-0.007700140205641328,-0.0026693218387663364,-1.0,-1.0
2016-08-03,0.009716648707200518,-0.008177211508154869,1.0,-1.0
2016-08-04,-0.000604406983532599,-0.006065732333809137,-1.0,-1.0
2016-08-05,0.015004757537201967,-0.009679017588496208,1.0,-1.0
2016-08-08,0.013020451613694391,-0.012828491628170013,1.0,-1.0
2016-08-09,0.014013542726139538,-0.012733601033687592,1.0,-1.0
2016-08-10,0.004820207453534268,-0.00555402273312211,1.0,-1.0
2016-08-11,0.018863035263765614,-0.0029900772497057915,1.0,-1.0
2016-08-12,-0.00037765903076173726,9.997235611081123e-05,-1.0,1.0
2016-08-15,0.015736635514348517,-0.004638768266886473,1.0,-1.0
2016-08-16,-0.003351386457348409,-0.011331882327795029,-1.0,-1.0
2016-08-17,-0.010687192595089514,-0.010356174781918526,-1.0,-1.0
2016-08-18,0.0056389777637105565,-0.008778935298323631,1.0,-1.0
2016-08-19,-0.008281537572975957,-0.007762373890727758,-1.0,-1.0
2016-08-22,-0.005496055491742681,-0.004581010900437832,-1.0,-1.0
2016-08-23,-0.024236621370567948,-0.006482379976660013,-1.0,-1.0
2016-08-24,0.006598141315193783,-0.009863786399364471,1.0,-1.0
2016-08-25,0.004823928128911873,-0.004744538571685553,1.0,-1.0
2016-08-26,-0.01708446145331087,-0.0044191558845341206,-1.0,-1.0
2016-08-29,0.0037134012612572626,-0.00751132657751441,1.0,-1.0
2016-08-30,-0.010196061811485144,-0.006474022287875414,-1.0,-1.0
2016-08-31,-0.005335516483145652,-0.006924123037606478,-1.0,-1.0
2016-09-01,0.0049412018271354444,-0.008553842082619667,1.0,-1.0
2016-09-02,0.014872995253116155,-0.002522446680814028,1.0,-1.0
2016-09-06,0.010242645415788551,-0.0004966745618730783,1.0,-1.0
2016-09-07,-0.009271839697040684,-0.006933038588613272,-1.0,-1.0
2016-09-08,-0.015646714284804148,-0.011995166540145874,-1.0,-1.0
2016-09-09,-0.030827034075181108,-0.009549092501401901,-1.0,-1.0
2016-09-12,0.005473913957260062,-0.005138234701007605,1.0,-1.0
2016-09-13,-0.023525670199460492,-0.0040292805060744286,-1.0,-1.0
2016-09-14,-0.01312654786511373,0.0018761300016194582,-1.0,1.0
2016-09-15,-0.0052570742193087635,-0.006499983835965395,-1.0,-1.0
2016-09-16,-0.01401299872127896,-0.006456059869378805,-1.0,-1.0
2016-09-19,-0.0010696619144180566,-0.0005331928841769695,-1.0,-1.0
2016-09-20,-0.0014993426668433545,-0.007150134537369013,-1.0,-1.0
2016-09-21,0.020369945222948986,-0.0031768949702382088,1.0,-1.0
2016-09-22,0.02263609609086509,-0.001933717168867588,1.0,-1.0
2016-09-23,-0.016563528675316977,-0.00678395526483655,-1.0,-1.0
2016-09-26,-0.015569440768010506,-0.001505871769040823,-1.0,-1.0
2016-09-27,0.037253383153437694,0.0004000712651759386,1.0,1.0
2016-09-28,0.010567029655809954,-0.0006131217814981937,1.0,-1.0
2016-09-29,-0.016714608911627807,-0.003984007053077221,-1.0,-1.0
2016-09-30,-0.003500560777039455,-0.0037082787603139877,-1.0,-1.0
2016-10-03,0.01392898416408466,0.00046477699652314186,1.0,1.0
2016-10-04,0.004870167076752171,0.0017036437056958675,1.0,1.0
2016-10-05,0.010671600121027868,-0.0011388445273041725,1.0,-1.0
2016-10-06,-0.007841626992138657,-0.003757726401090622,-1.0,-1.0
2016-10-07,-0.007090057731629742,-0.006528511177748442,-1.0,-1.0
2016-10-10,0.034565436552506316,-0.006396616343408823,1.0,-1.0
2016-10-11,-0.0057114607185226015,-0.003634987398982048,-1.0,-1.0
2016-10-12,-0.0029671473114400524,-0.004802790004760027,-1.0,-1.0
2016-10-13,-0.006957490863237248,-0.007146699819713831,-1.0,-1.0
2016-10-14,-0.0029967861775134037,-0.0019950992427766323,-1.0,-1.0
2016-10-17,0.004591266013871139,-0.00790642760694027,1.0,-1.0
2016-10-18,0.02614401836844412,-0.010326117277145386,1.0,-1.0
2016-10-19,0.015784806980932153,-0.0038562952540814877,1.0,-1.0
2016-10-20,-0.011525404904059686,0.00226662028580904,-1.0,1.0
2016-10-21,0.003664146106689721,-0.0053517562337219715,1.0,-1.0
2016-10-24,0.0034589153303129006,0.0006778318202123046,1.0,1.0
2016-10-25,-0.005192801368652683,-0.00395715469494462,-1.0,-1.0
2016-10-26,-0.0151548194264316,-0.005034529138356447,-1.0,-1.0
2016-10-27,-0.000979362365054727,-0.0053047193214297295,-1.0,-1.0
2016-10-28,-0.007671883347471394,-0.006792608182877302,-1.0,-1.0
2016-10-31,0.0037449539503275216,-0.0005682308692485094,1.0,-1.0
2016-11-01,-0.028738798406635117,0.0016510230489075184,-1.0,1.0
2016-11-02,-0.015096094275121845,-0.005057759582996368,-1.0,-1.0
2016-11-03,0.0041024508369366195,-0.009386327117681503,1.0,-1.0
2016-11-04,0.010183454154517548,-0.008423235267400742,1.0,-1.0
2016-11-07,0.049995610234796706,-0.006308023352175951,1.0,-1.0
2016-11-08,0.01738841997310849,0.00015788571909070015,1.0,1.0
2016-11-09,-0.08909733844625066,-0.003096633590757847,-1.0,-1.0
2016-11-10,-0.08849964744539089,-0.005503196734935045,-1.0,-1.0
2016-11-11,-0.019648786094826613,-0.007138439919799566,-1.0,-1.0
2016-11-14,0.017837211829602535,-0.0046338350512087345,1.0,-1.0
2016-11-15,0.013954792481162688,0.005626118276268244,1.0,1.0
2016-11-16,-0.004031309018256888,0.00758808059617877,-1.0,1.0
2016-11-17,-0.007885730316835423,0.0018458229023963213,-1.0,1.0
2016-11-18,-0.028448734147000453,-0.0024394080974161625,-1.0,-1.0
2016-11-21,0.014784234587679117,-0.003060559742152691,1.0,-1.0
2016-11-22,-0.002755342465946855,0.001293659908697009,-1.0,1.0
2016-11-23,0.004130125445417474,0.0036232168786227703,1.0,1.0
2016-11-25,0.00934493261911731,-0.003878919407725334,1.0,-1.0
2016-11-28,-0.0018165104027102654,-0.010064741596579552,-1.0,-1.0
2016-11-29,0.0011355644314283994,-0.006278734188526869,1.0,-1.0
2016-11-30,0.0015879767859446655,-0.004754071589559317,1.0,-1.0
2016-12-01,-0.01945367359524377,0.0017820780631154776,-1.0,1.0
2016-12-02,-0.0011561637043900987,0.0017644849140197039,-1.0,1.0
2016-12-05,0.011044743140896542,-0.005290128756314516,1.0,-1.0
2016-12-06,0.014539053673348408,0.0005242840852588415,1.0,1.0
2016-12-07,0.014775318194190088,0.0064408681355416775,1.0,1.0
2016-12-08,0.012148145528186419,0.0003753327764570713,1.0,1.0
2016-12-09,0.006346418854475351,-0.002047074493020773,1.0,-1.0
2016-12-12,0.008039125548722412,-0.001812551636248827,1.0,-1.0
2016-12-13,0.0010814609455168727,-0.0055417767725884914,1.0,-1.0
2016-12-14,-0.024508898592395797,-0.008606735616922379,-1.0,-1.0
2016-12-15,-0.0011082411540202018,-8.873222395777702e-05,-1.0,-1.0
2016-12-16,-0.016096927087855817,-0.004290218465030193,-1.0,-1.0
2016-12-19,-0.002482251487549809,-0.003933057188987732,-1.0,-1.0
2016-12-20,-0.004528953663258702,-0.004478553310036659,-1.0,-1.0
2016-12-21,-0.007805000693660385,-0.001287176739424467,-1.0,-1.0
2016-12-22,-0.00599225676422178,-0.005192040931433439,-1.0,-1.0
2016-12-23,0.01011974526226651,-0.001106390729546547,1.0,-1.0
2016-12-27,-0.005967431161937663,-0.005748602095991373,-1.0,-1.0
2016-12-28,0.006425019405635114,-0.000974555965512991,1.0,-1.0
2016-12-29,0.011145290467888983,0.00262179016135633,1.0,1.0
2016-12-30,-0.0054433565591160155,0.00015600374899804592,-1.0,1.0
