Date,025_XLY_1d_actual_lnrts,025_XLY_1d_forecast_lnrts,025_XLY_1d_true_label,025_XLY_1d_forecast_label
2016-04-06,0.009425577584476718,-0.0016273180954158306,1.0,-1.0
2016-04-07,-0.011347125340050859,0.001293403678573668,-1.0,1.0
2016-04-08,-0.0015396567568433748,0.004309726879000664,-1.0,1.0
2016-04-11,-0.0037312566027465394,-0.000680859899148345,-1.0,-1.0
2016-04-12,0.00757627039525505,0.0009454555111005902,1.0,1.0
2016-04-13,0.013973791720501264,0.003306922037154436,1.0,1.0
2016-04-14,0.0,0.00410251971334219,0.0,1.0
2016-04-15,0.0027715502743810654,0.0004912209697067738,1.0,1.0
2016-04-18,0.009390944523649246,-0.00011715292930603027,1.0,-1.0
2016-04-19,-0.005498648989055322,-0.001208581728860736,-1.0,-1.0
2016-04-20,0.001252292349074926,4.1689490899443626e-05,1.0,1.0
2016-04-21,-0.0035103138896254334,-0.0016626017168164253,-1.0,-1.0
2016-04-22,-0.0020118115686844863,-0.0016751587390899658,-1.0,-1.0
2016-04-25,0.0011320696417204035,-0.0008415097836405039,1.0,-1.0
2016-04-26,0.0023854934810275783,-0.0022722305729985237,1.0,-1.0
2016-04-27,-0.0010036423405823435,-0.0028304862789809704,-1.0,-1.0
2016-04-28,-0.010854547106594836,-0.002630425151437521,-1.0,-1.0
2016-04-29,0.005063282547306436,-0.0005388944409787655,1.0,-1.0
2016-05-02,0.013917725740919505,-0.002628718502819538,1.0,-1.0
2016-05-03,-0.0092569666680023,-0.0039359633810818195,-1.0,-1.0
2016-05-04,-0.0045344196541961855,-0.002216335851699114,-1.0,-1.0
2016-05-05,-0.006459614519834878,-0.0024362951517105103,-1.0,-1.0
2016-05-06,0.007342743721781642,-0.0006926669739186764,1.0,-1.0
2016-05-09,0.0027712783971531943,-0.0018768985755741596,1.0,-1.0
2016-05-10,0.012748405851150352,-0.002725942526012659,1.0,-1.0
2016-05-11,-0.020324261166054375,-0.0027759545482695103,-1.0,-1.0
2016-05-12,0.0018993027347404354,-0.004769708029925823,1.0,-1.0
2016-05-13,-0.011962421007084252,-0.0025067306123673916,-1.0,-1.0
2016-05-16,0.006253656372148427,-0.00478813610970974,1.0,-1.0
2016-05-17,-0.011387974660909966,-0.003021182958036661,-1.0,-1.0
2016-05-18,-0.005807491397661155,-2.0191073417663574e-05,-1.0,-1.0
2016-05-19,-0.000906335513507631,0.0009185700910165906,-1.0,1.0
2016-05-20,0.0065852461335018835,-0.0029411143623292446,1.0,-1.0
2016-05-23,-0.003480931365154236,-0.004949691239744425,-1.0,-1.0
2016-05-24,0.0119394523033436,0.0003506564535200596,1.0,1.0
2016-05-25,0.005472416225820554,-0.0038486947305500507,1.0,-1.0
2016-05-26,0.0020285128754295037,-0.005662273149937391,1.0,-1.0
2016-05-27,0.004675586935989943,-0.0058830599300563335,1.0,-1.0
2016-05-31,-0.001009049650883981,-0.004601685795933008,-1.0,-1.0
2016-06-01,-0.0006312170710768878,-0.006835196632891893,-1.0,-1.0
2016-06-02,0.0055408882228018454,-0.002759254537522793,1.0,-1.0
2016-06-03,-0.006551608112119605,-0.003522210754454136,-1.0,-1.0
2016-06-06,0.002524925584843789,-0.002116880379617214,1.0,-1.0
2016-06-07,0.001260230692959254,-0.0037071164697408676,1.0,-1.0
2016-06-08,0.0011326660117223675,-0.0007679392583668232,1.0,-1.0
2016-06-09,-0.0022668356782466837,-0.0018989434465765953,-1.0,-1.0
2016-06-10,-0.01051908559931804,-0.00020184600725769997,-1.0,-1.0
2016-06-13,-0.00549340395396741,-0.000573266763240099,-1.0,-1.0
2016-06-14,-0.0025653047344404716,0.0006662164814770222,-1.0,1.0
2016-06-15,0.0028216570766078633,0.0008664699271321297,1.0,1.0
2016-06-16,0.0031966382864864625,-0.001853215042501688,1.0,-1.0
2016-06-17,-0.0015771704927126293,4.442688077688217e-05,-1.0,1.0
2016-06-20,0.008942295240377018,-0.0009565374348312616,1.0,-1.0
2016-06-21,-0.002291862556956302,-0.004765643272548914,-1.0,-1.0
2016-06-22,-0.0014030810429722504,-0.0018399362452328205,-1.0,-1.0
2016-06-23,0.009781055485966722,-0.002295618411153555,1.0,-1.0
2016-06-24,-0.03787166987844923,-0.003959398716688156,-1.0,-1.0
2016-06-27,-0.01855102314147165,-0.003141998313367367,-1.0,-1.0
2016-06-28,0.01973186470176657,-0.0024062711745500565,1.0,-1.0
2016-06-29,0.01600030951739447,-0.0008885327260941267,1.0,-1.0
2016-06-30,0.007328772888508422,-0.000516500324010849,1.0,-1.0
2016-07-01,0.010323371760072824,-0.0012423410080373287,1.0,-1.0
2016-07-05,-0.008147629527073487,-0.001615455374121666,-1.0,-1.0
2016-07-06,0.008527821711633958,-0.0016118907369673252,1.0,-1.0
2016-07-07,0.004300106509694782,-0.002178689930588007,1.0,-1.0
2016-07-08,0.017265555895716482,-0.0023657078854739666,1.0,-1.0
2016-07-11,0.005812791438861325,-0.004761986900120974,1.0,-1.0
2016-07-12,0.003938616732945129,-0.0016055479645729065,1.0,-1.0
2016-07-13,-0.004925699558185858,-0.0035268287174403667,-1.0,-1.0
2016-07-14,0.004065194784435665,-0.004566180054098368,1.0,-1.0
2016-07-15,-0.00443548258802722,-0.0031649619340896606,-1.0,-1.0
2016-07-18,0.003820723055949007,0.0025781390722841024,1.0,1.0
2016-07-19,-0.00184698917663988,-0.0005502442363649607,-1.0,-1.0
2016-07-20,0.004181643071382154,-0.0036492045037448406,1.0,-1.0
2016-07-21,-0.0027036660105835457,-0.0018599540926516056,-1.0,-1.0
2016-07-22,0.00417529273885445,0.001374781015329063,1.0,1.0
2016-07-25,0.0015919614506487271,-0.002229986246675253,1.0,-1.0
2016-07-26,-0.0012244865739147435,-0.0023617204278707504,-1.0,-1.0
2016-07-27,-0.00306714712759703,-0.002935590222477913,-1.0,-1.0
2016-07-28,0.0018414594462419658,-0.0038058743812143803,1.0,-1.0
2016-07-29,0.0011032402034141446,-0.004962021950632334,1.0,-1.0
2016-08-01,0.0015914719709158333,-0.0029407404363155365,1.0,-1.0
2016-08-02,-0.015035969955058556,-0.0024843155406415462,-1.0,-1.0
2016-08-03,0.00285199639799723,-0.002551003359258175,1.0,-1.0
2016-08-04,-0.0004954363154888223,-0.004139492753893137,-1.0,-1.0
2016-08-05,0.01047530053867947,-0.00025353184901177883,1.0,-1.0
2016-08-08,-0.003315726132786754,-0.002370887901633978,-1.0,-1.0
2016-08-09,-0.0029563074009620305,-0.002973693422973156,-1.0,-1.0
2016-08-10,0.002095014168892858,-0.002019659150391817,1.0,-1.0
2016-08-11,0.009922318867656656,-0.0016308804042637348,1.0,-1.0
2016-08-12,-0.0004877045491635572,-0.003228715155273676,-1.0,-1.0
2016-08-15,0.0019492934185656066,-0.0005882170516997576,1.0,-1.0
2016-08-16,-0.0057369716123051254,-0.003993566147983074,-1.0,-1.0
2016-08-17,-0.002328545315159619,-0.003333048429340124,-1.0,-1.0
2016-08-18,-0.0006137274012205376,-0.0037987055256962776,-1.0,-1.0
2016-08-19,0.0006137274012206057,-0.0022635217756032944,1.0,-1.0
2016-08-22,-0.0009820145025199215,-0.00275981891900301,-1.0,-1.0
2016-08-23,0.005022904514624972,-0.0026711844839155674,1.0,-1.0
2016-08-24,-0.004777235358680518,-0.003753568511456251,-1.0,-1.0
2016-08-25,-0.003321027647542598,-0.001821054145693779,-1.0,-1.0
2016-08-26,-0.0028374821601405906,-0.0004586258437484503,-1.0,-1.0
2016-08-29,0.00345342642699814,-0.00022657494992017746,1.0,-1.0
2016-08-30,-0.005556055624611342,-0.00042450567707419395,-1.0,-1.0
2016-08-31,-0.0026032898820351775,-0.0005296964664012194,-1.0,-1.0
2016-09-01,0.001984102250489325,-0.002473924309015274,1.0,-1.0
2016-09-02,0.0019801859873239866,0.0008454523049294949,1.0,1.0
2016-09-06,0.0018529210301649391,9.642844088375568e-05,1.0,1.0
2016-09-07,0.0004935413577345655,-0.00026024668477475643,1.0,-1.0
2016-09-08,-0.00867199653595816,-0.0031295963563024998,-1.0,-1.0
2016-09-09,-0.02443455042479863,-0.003102692309767008,-1.0,-1.0
2016-09-12,0.013927689469825862,-0.002640016842633486,1.0,-1.0
2016-09-13,-0.014310160432277839,0.0011254954151809216,-1.0,1.0
2016-09-14,0.00012747623812211795,0.0009111042600125074,1.0,1.0
2016-09-15,0.0072431836385931205,0.0007510235300287604,1.0,1.0
2016-09-16,-0.0021637520913367837,-0.0008691167458891869,-1.0,-1.0
2016-09-19,-0.000764369184304697,-0.0017333133146166801,-1.0,-1.0
2016-09-20,0.0007643691843047158,-0.00014902022667229176,1.0,-1.0
2016-09-21,0.009633761284886657,-0.0007567214779555798,1.0,-1.0
2016-09-22,0.007290329651925128,-0.0020795008167624474,1.0,-1.0
2016-09-23,-0.002256893814818788,-0.0032572131603956223,-1.0,-1.0
2016-09-26,-0.011107008030901184,-0.0008234851993620396,-1.0,-1.0
2016-09-27,0.010102248683565693,-0.0028144647367298603,1.0,-1.0
2016-09-28,0.0027604240564739835,-0.004077091813087463,1.0,-1.0
2016-09-29,-0.005150360870749414,-0.0023271474055945873,-1.0,-1.0
2016-09-30,0.008028175443319102,9.211525321006775e-05,1.0,1.0
2016-10-03,-0.0006249767455444269,-0.0018955832347273827,-1.0,-1.0
2016-10-04,-0.0035064948165764273,-0.0019198814406991005,-1.0,-1.0
2016-10-05,0.004131471562120765,-0.002043925691395998,1.0,-1.0
2016-10-06,0.0007491906141298533,-0.0025336346589028835,1.0,-1.0
2016-10-07,-0.004504541400132458,-0.0014312041457742453,-1.0,-1.0
2016-10-10,0.0016290758861681781,0.000607097870670259,1.0,1.0
2016-10-11,-0.01221913062604486,-0.0011906502768397331,-1.0,-1.0
2016-10-12,0.00467849040706492,0.0015497399726882577,1.0,1.0
2016-10-13,-0.003664948705222061,-0.0015013925731182098,-1.0,-1.0
2016-10-14,-0.001140234261572773,0.0009325835853815079,-1.0,1.0
2016-10-17,-0.008273427724797153,-0.00019465037621557713,-1.0,-1.0
2016-10-18,0.006624188457082465,-0.0005484626162797213,1.0,-1.0
2016-10-19,0.004433929909137129,0.0007248930633068085,1.0,1.0
2016-10-20,-0.0018978837823253685,0.0011409217258915305,-1.0,1.0
2016-10-21,0.007947052597468682,-0.0019053444266319275,1.0,-1.0
2016-10-24,0.007136249033439027,0.0004001869820058346,1.0,1.0
2016-10-25,-0.011795782780435015,0.0009897402487695217,-1.0,1.0
2016-10-26,-0.004301124447975838,0.001142278779298067,-1.0,1.0
2016-10-27,-0.008402271867506682,-0.0005089107435196638,-1.0,-1.0
2016-10-28,-0.0023038617347035067,-0.000606664689257741,-1.0,-1.0
2016-10-31,0.0007685784921299194,0.0001441347412765026,1.0,1.0
2016-11-01,-0.007067250317510713,0.0016064136289060116,-1.0,1.0
2016-11-02,-0.006079013815745618,-0.0012112271506339312,-1.0,-1.0
2016-11-03,-0.0025980734684957494,-0.00029404880478978157,-1.0,-1.0
2016-11-04,-0.0019529877742837465,3.797002136707306e-05,-1.0,1.0
2016-11-07,0.02280577895265975,0.0016023122007027268,1.0,1.0
2016-11-08,0.004068216094042064,0.0005732061108574271,1.0,1.0
2016-11-09,0.002027918439392906,0.0006533939158543944,1.0,1.0
2016-11-10,0.0036649487052221627,-0.0009336564689874649,1.0,-1.0
2016-11-11,0.0056608328679272945,-0.0007222436834126711,1.0,-1.0
2016-11-14,0.0001253735907257303,-0.0030139097943902016,1.0,-1.0
2016-11-15,0.0038807086601613788,0.0004043756052851677,1.0,1.0
2016-11-16,0.0054822354581494995,0.0013612445909529924,1.0,1.0
2016-11-17,0.011980484393950368,0.0008497585076838732,1.0,1.0
2016-11-18,-0.0030740753885456847,-0.0001917029730975628,-1.0,-1.0
2016-11-21,0.006505889779237227,0.0002582147717475891,1.0,1.0
2016-11-22,0.011798415825152038,0.0017576892860233784,1.0,1.0
2016-11-23,0.0009669069053501951,0.001325339311733842,1.0,1.0
2016-11-25,0.002413221646205098,-0.002426338382065296,1.0,-1.0
2016-11-28,-0.007985543512517826,-0.00035464996472001076,-1.0,-1.0
2016-11-29,0.002668804199604163,0.0008319595362991095,1.0,1.0
2016-11-30,-0.008394660587347846,0.0004026000387966633,-1.0,1.0
2016-12-01,0.000488640489311134,-0.00111981644295156,1.0,-1.0
2016-12-02,-0.00551022547383557,-8.92365351319313e-05,-1.0,-1.0
2016-12-05,0.010868855393513769,-0.00014600693248212337,1.0,-1.0
2016-12-06,0.0023050791454603163,-0.0024873940274119377,1.0,-1.0
2016-12-07,0.01920370945485607,-0.0014032376930117607,1.0,-1.0
2016-12-08,0.0,-0.0011645709164440632,0.0,-1.0
2016-12-09,0.002256084368641399,-0.0021774014458060265,1.0,-1.0
2016-12-12,-0.00833723800895763,-0.003947255667299032,-1.0,-1.0
2016-12-13,0.008930116529854322,-0.0034343362785875797,1.0,-1.0
2016-12-14,-0.006779558326576808,-0.0037015718407928944,-1.0,-1.0
2016-12-15,-0.00238986505060279,-0.0005475743673741817,-1.0,-1.0
2016-12-16,-0.004921829137271839,-0.0018656225875020027,-1.0,-1.0
2016-12-19,0.0026569694590288474,-0.0020656906999647617,1.0,-1.0
2016-12-20,0.007928908894968502,-0.0035639582201838493,1.0,-1.0
2016-12-21,-0.0004788485945434138,-0.0013244790025055408,-1.0,-1.0
2016-12-22,-0.010832944654536302,-0.0034416974522173405,-1.0,-1.0
2016-12-23,-0.0021809117653288123,-0.0023132339119911194,-1.0,-1.0
2016-12-27,0.003873735638934704,-0.0021819304674863815,1.0,-1.0
2016-12-28,-0.006910464862744675,-0.0026617683470249176,-1.0,-1.0
2016-12-29,-0.0013390342482865545,-0.000607640715315938,-1.0,-1.0
2016-12-30,-0.008440853030155761,0.0001035323366522789,-1.0,1.0
