Date,032_IVV_1d_actual_lnrts,032_IVV_1d_forecast_lnrts,032_IVV_1d_true_label,032_IVV_1d_forecast_label
2016-11-11,-0.0017895619072503665,-0.001904468983411789,-1.0,-1.0
2016-11-14,0.00027548115423932503,-0.003272362519055605,1.0,-1.0
2016-11-15,0.007912124663561964,-0.0011696629226207733,1.0,-1.0
2016-11-16,-0.0012763971499576221,-3.698514774441719e-06,-1.0,-1.0
2016-11-17,0.0045054491996296036,-0.0018030758947134018,1.0,-1.0
2016-11-18,-0.001999936654620434,-0.0028355158865451813,-1.0,-1.0
2016-11-21,0.00725332267372708,-7.375353015959263e-05,1.0,-1.0
2016-11-22,0.0016698622803159701,0.0009318385273218155,1.0,1.0
2016-11-23,0.0010816729618827504,-0.0011041550897061825,1.0,-1.0
2016-11-25,0.0036419654261405725,-0.002721814438700676,1.0,-1.0
2016-11-28,-0.0044079988245397835,-0.002684640698134899,-1.0,-1.0
2016-11-29,0.0016216004249883869,-0.001741552259773016,1.0,-1.0
2016-11-30,-0.0029749320459646097,-0.002868225332349539,-1.0,-1.0
2016-12-01,-0.00361779537311273,-0.0022037411108613014,-1.0,-1.0
2016-12-02,0.000815201535836844,0.0005431985482573509,1.0,1.0
2016-12-05,0.005777525883240756,-0.0028144591487944126,1.0,-1.0
2016-12-06,0.0035939928737245977,-0.003983010072261095,1.0,-1.0
2016-12-07,0.012832665626618169,-0.0020484961569309235,1.0,-1.0
2016-12-08,0.0023879426127366684,-0.0015520378947257996,1.0,-1.0
2016-12-09,0.006339990733261154,-0.002839502412825823,1.0,-1.0
2016-12-12,-0.0012296334946461545,-0.002852092031389475,-1.0,-1.0
2016-12-13,0.006482417402893046,-0.004642757587134838,1.0,-1.0
2016-12-14,-0.00758153931175452,-0.0049051083624362946,-1.0,-1.0
2016-12-15,0.0033376789172528468,-0.0023119323886930943,1.0,-1.0
2016-12-16,-0.0015356969177070848,-0.0037998557090759277,-1.0,-1.0
2016-12-19,0.0018425251641549022,-0.002029533963650465,1.0,-1.0
2016-12-20,0.003937032148053912,-0.004785100929439068,1.0,-1.0
2016-12-21,-0.0024883516440932386,-0.0016205348074436188,-1.0,-1.0
2016-12-22,-0.001453612746372733,-0.0035326508805155754,-1.0,-1.0
2016-12-23,0.0006610444939417945,-0.0022946069948375225,1.0,-1.0
2016-12-27,0.0028154138379156454,-0.005698666907846928,1.0,-1.0
2016-12-28,-0.008248679374428972,-0.0037702969275414944,-1.0,-1.0
2016-12-29,-8.859083063206927e-05,-0.00393286207690835,-1.0,-1.0
2016-12-30,-0.00337223133278148,-0.0016875802539288998,-1.0,-1.0
