Date,010_EWL_1d_actual_lnrts,010_EWL_1d_forecast_lnrts,010_EWL_1d_true_label,010_EWL_1d_forecast_label
2016-02-29,-0.007385309221930802,0.005539229605346918,-1.0,1.0
2016-03-01,0.02440853643058663,0.0029282723553478718,1.0,1.0
2016-03-02,0.005153690207426876,-0.0021032646764069796,1.0,-1.0
2016-03-03,0.006830576648265329,-0.00048491774941794574,1.0,-1.0
2016-03-04,-0.004434578341594283,-0.0012413221411406994,-1.0,-1.0
2016-03-07,0.0034130901522088385,0.0002360498474445194,1.0,1.0
2016-03-08,-0.00649470488379418,0.0008466301369480789,-1.0,1.0
2016-03-09,0.00034283100725864804,0.004742801655083895,1.0,1.0
2016-03-10,0.003080631771520498,0.0002863172849174589,1.0,1.0
2016-03-11,0.017615698217646324,0.0026487770956009626,1.0,1.0
2016-03-14,-0.006062740498154888,0.002899719635024667,-1.0,1.0
2016-03-15,-0.0074602274250912355,0.0007645183941349387,-1.0,1.0
2016-03-16,0.007122377578604173,-0.002149269450455904,1.0,-1.0
2016-03-17,0.006736285020123367,-0.004368158057332039,1.0,-1.0
2016-03-18,-0.004373446625788364,-0.002625454915687442,-1.0,-1.0
2016-03-21,-0.0016871819463013396,-0.0034633090253919363,-1.0,-1.0
2016-03-22,-0.0027054402387888354,-0.0029275761917233467,-1.0,-1.0
2016-03-23,-0.002712850750113444,0.00040251281461678445,-1.0,1.0
2016-03-24,-0.009895936110915103,0.0002711440029088408,-1.0,1.0
2016-03-28,0.003765194005819506,0.0016443593194708228,1.0,1.0
2016-03-29,0.012224304149811323,0.004316589795053005,1.0,1.0
2016-03-30,0.006391906646430891,-0.0004916771431453526,1.0,-1.0
2016-03-31,-0.003022762495332966,-0.0014883155236020684,-1.0,-1.0
2016-04-01,-0.0053962558781643875,-0.00021351667237468064,-1.0,-1.0
2016-04-04,0.0020271117270665314,0.0027992527466267347,1.0,1.0
2016-04-05,-0.00847330508245133,-0.0022174613550305367,-1.0,-1.0
2016-04-06,0.02154971348027957,-0.0021844853181391954,1.0,-1.0
2016-04-07,-0.010716720789062533,-0.0014651174424216151,-1.0,-1.0
2016-04-08,0.011715562042406627,-0.0003541218175087124,1.0,-1.0
2016-04-11,-0.005673349297216388,-0.0007624962017871439,-1.0,-1.0
2016-04-12,0.00965873249603524,0.0018212096765637398,1.0,1.0
2016-04-13,0.00759451232537351,-0.003221145598217845,1.0,-1.0
2016-04-14,0.0049220749462588476,0.0012605083175003529,1.0,1.0
2016-04-15,-0.0022939927549859352,-0.0025548962876200676,-1.0,-1.0
2016-04-18,0.007843262968839904,0.000318883394356817,1.0,1.0
2016-04-19,0.017745265483646754,-0.00043830604408867657,1.0,-1.0
2016-04-20,-0.004808402291587775,0.00013453829160425812,-1.0,1.0
2016-04-21,-0.012611370458901297,0.0010500075295567513,-1.0,1.0
2016-04-22,-0.0045662589923322686,-0.0017946064472198486,-1.0,-1.0
2016-04-25,-0.0009812002498178732,-0.003877574810758233,-1.0,-1.0
2016-04-26,0.0016348449903428504,-0.004204425495117903,1.0,-1.0
2016-04-27,0.004237932819664206,-0.003382110269740224,1.0,-1.0
2016-04-28,-0.0035848520502567683,-0.00015366417937912047,-1.0,-1.0
2016-04-29,-0.0006530807694073795,0.002193824853748083,-1.0,1.0
2016-05-02,0.010399810071655616,-0.0005573106463998556,1.0,-1.0
2016-05-03,-0.014984045594119562,-0.0035643568262457848,-1.0,-1.0
2016-05-04,-0.012882108830102358,-0.0046191029250621796,-1.0,-1.0
2016-05-05,-0.009352084925602945,-0.0009182494250126183,-1.0,-1.0
2016-05-06,-0.0010071545802921853,-0.0026726697105914354,-1.0,-1.0
2016-05-09,0.005360099588511973,0.0005233506090007722,1.0,1.0
2016-05-10,0.010634873654666682,-0.005725888069719076,1.0,-1.0
2016-05-11,-0.0016543171686294103,-0.0012204351369291544,-1.0,-1.0
2016-05-12,0.0013236587271296455,0.000215499458136037,1.0,1.0
2016-05-13,-0.009302441943555546,-0.0038396641612052917,-1.0,-1.0
2016-05-16,0.0073164005264930694,-0.004860532935708761,1.0,-1.0
2016-05-17,-0.008318173796104318,-0.003311789594590664,-1.0,-1.0
2016-05-18,0.00033408265981044964,-0.0006991848931647837,1.0,-1.0
2016-05-19,-0.004016060560258126,-0.006465372629463673,-1.0,-1.0
2016-05-20,0.008016021972451983,-0.005231836810708046,1.0,-1.0
2016-05-23,0.001994101266361278,-0.0028885810170322657,1.0,-1.0
2016-05-24,0.009582033714054881,-7.382647891063243e-05,1.0,-1.0
2016-05-25,0.0052476568393830594,-0.0004633130447473377,1.0,-1.0
2016-05-26,0.00717086101930217,-0.005264937877655029,1.0,-1.0
2016-05-27,0.001622574539748242,-0.0020404334645718336,1.0,-1.0
2016-05-31,-0.009775278042520878,-0.008364448323845863,-1.0,-1.0
2016-06-01,0.004573649344516478,-0.003879105905070901,1.0,-1.0
2016-06-02,0.0032542639804693423,-0.005262869875878096,1.0,-1.0
2016-06-03,0.00486138760828635,-0.005761840846389532,1.0,-1.0
2016-06-06,0.004516143388860439,-0.0036750612780451775,1.0,-1.0
2016-06-07,0.008652535802851512,-0.0037160110659897327,1.0,-1.0
2016-06-08,0.0019126683097960766,-0.0027240251656621695,1.0,-1.0
2016-06-09,-0.013466111329408073,-0.004187337588518858,-1.0,-1.0
2016-06-10,-0.02483789094070668,-0.005674072075635195,-1.0,-1.0
2016-06-13,-0.016683822869858117,-0.004004893358796835,-1.0,-1.0
2016-06-14,-0.010145393573946514,-0.0033333823084831238,-1.0,-1.0
2016-06-15,0.004070588245157284,-0.004293359816074371,1.0,-1.0
2016-06-16,0.002704525549737789,-0.001605779048986733,1.0,-1.0
2016-06-17,0.012414146992060601,-0.0009370531770400703,1.0,-1.0
2016-06-20,0.010943604101407479,-0.0019047482637688518,1.0,-1.0
2016-06-21,0.009519196252392741,-0.003928856924176216,1.0,-1.0
2016-06-22,-0.0015775529679632385,-0.003986724652349949,-1.0,-1.0
2016-06-23,0.021927755683059293,-0.0017640163423493505,1.0,-1.0
2016-06-24,-0.07221386750149751,-0.006026071961969137,-1.0,-1.0
2016-06-27,-0.008869999544751803,-0.0038257534615695477,-1.0,-1.0
2016-06-28,0.022203533282808014,-0.0032322751358151436,1.0,-1.0
2016-06-29,0.013501997795549493,-0.009286236949265003,1.0,-1.0
2016-06-30,0.01941151183016978,-0.005106715485453606,1.0,-1.0
2016-07-01,0.00538176166661606,-0.005923217628151178,1.0,-1.0
2016-07-05,-0.025481247825580134,-0.006306131836026907,-1.0,-1.0
2016-07-06,0.002749167218586288,-0.002157025970518589,1.0,-1.0
2016-07-07,-0.0027491672185863867,-0.009315532632172108,-1.0,-1.0
2016-07-08,0.00822482662858506,-0.010966881178319454,1.0,-1.0
2016-07-11,0.010186893262590724,-0.009268317371606827,1.0,-1.0
2016-07-12,-0.0006758841830324323,-0.007808415684849024,-1.0,-1.0
2016-07-13,0.0037118086170530554,-0.008466879837214947,1.0,-1.0
2016-07-14,0.008719053724867021,-0.0033649830147624016,1.0,-1.0
2016-07-15,-0.005020971696255959,-0.005251810420304537,-1.0,-1.0
2016-07-18,0.0023462896661717437,-0.005680255591869354,1.0,-1.0
2016-07-19,-0.007729827725715134,-0.00953353475779295,-1.0,-1.0
2016-07-20,0.005719059531316216,-0.009866916574537754,1.0,-1.0
2016-07-21,-0.0033602225769187445,-0.006788691505789757,-1.0,-1.0
2016-07-22,0.002689101324057704,-0.0024666767567396164,1.0,-1.0
2016-07-25,0.0006711212528609599,-0.008270584046840668,1.0,-1.0
2016-07-26,0.0,-0.0053372615948319435,0.0,-1.0
2016-07-27,0.0026801267753981534,-0.006041856482625008,1.0,-1.0
2016-07-28,-0.005031075866828458,-0.008170206099748611,-1.0,-1.0
2016-07-29,0.015679986304661914,-0.005367139354348183,1.0,-1.0
2016-08-01,-0.004644929902009733,-0.006049483083188534,-1.0,-1.0
2016-08-02,-0.0023305978819833833,-0.00735801737755537,-1.0,-1.0
2016-08-03,-0.007024630682099784,-0.008648770861327648,-1.0,-1.0
2016-08-04,0.005690344591006675,-0.007494645658880472,1.0,-1.0
2016-08-05,0.0029994994945536637,-0.009160290472209454,1.0,-1.0
2016-08-08,-0.002665735456898378,-0.007624723017215729,-1.0,-1.0
2016-08-09,0.007313885272166093,-0.01060272566974163,1.0,-1.0
2016-08-10,0.00561522932300304,-0.0058258348144590855,1.0,-1.0
2016-08-11,0.012113352068847364,-0.010542713105678558,1.0,-1.0
2016-08-12,0.0,-0.009780186228454113,0.0,-1.0
2016-08-15,0.0013008414632562494,-0.01011645793914795,1.0,-1.0
2016-08-16,0.0003249793330358717,-0.008757530711591244,1.0,-1.0
2016-08-17,-0.0016258207962920731,-0.011514835990965366,-1.0,-1.0
2016-08-18,0.008425213244558501,-0.005681267939507961,1.0,-1.0
2016-08-19,-0.011031883747629347,-0.006927024107426405,-1.0,-1.0
2016-08-22,0.001629994274357371,-0.004543511662632227,1.0,-1.0
2016-08-23,0.0029273707807839816,-0.008863817900419235,1.0,-1.0
2016-08-24,-0.007498127060091544,-0.011020752601325512,-1.0,-1.0
2016-08-25,-0.005578311013011054,-0.008793291635811329,-1.0,-1.0
2016-08-26,-0.006271616186892734,-0.0047768233343958855,-1.0,-1.0
2016-08-29,0.0033057247032931107,-0.007476085796952248,1.0,-1.0
2016-08-30,-0.000660197047701685,-0.008235424757003784,-1.0,-1.0
2016-08-31,-0.0033080807675969215,-0.009072907269001007,-1.0,-1.0
2016-09-01,0.0026473124904906123,-0.0065210722386837006,1.0,-1.0
2016-09-02,0.011826703155001643,-0.00014165646280162036,1.0,-1.0
2016-09-06,0.011365518571246815,-0.006336607970297337,1.0,-1.0
2016-09-07,0.0009682315430512828,-0.009973205626010895,1.0,-1.0
2016-09-08,-0.001937335410817331,-0.009662658907473087,-1.0,-1.0
2016-09-09,-0.016620909097754114,-0.004867465700954199,-1.0,-1.0
2016-09-12,0.010135793854602244,-0.003919398412108421,1.0,-1.0
2016-09-13,-0.013427406622288172,-0.0053705074824392796,-1.0,-1.0
2016-09-14,-0.00032980178611943274,-0.003758995095267892,-1.0,-1.0
2016-09-15,0.007229862154381864,-0.007470284588634968,1.0,-1.0
2016-09-16,-0.01584202266015158,-0.00746252341195941,-1.0,-1.0
2016-09-19,0.0036527141765835395,-0.006797467358410358,1.0,-1.0
2016-09-20,0.007594551174449937,-0.007723362185060978,1.0,-1.0
2016-09-21,0.01047125959955724,-0.008640884421765804,1.0,-1.0
2016-09-22,0.01132882958977401,-0.006140521727502346,1.0,-1.0
2016-09-23,-0.008078936967821367,-0.0032206906471401453,-1.0,-1.0
2016-09-26,-0.008144671299052077,-0.005848181899636984,-1.0,-1.0
2016-09-27,0.0032659130682778158,-0.0036189367529004812,1.0,-1.0
2016-09-28,0.007471135484401111,-0.00782628171145916,1.0,-1.0
2016-09-29,-0.01434184835783502,-0.012572139501571655,-1.0,-1.0
2016-09-30,0.002950335295388989,-0.007885721512138844,1.0,-1.0
2016-10-03,-0.0022939376792025907,-0.007753297220915556,-1.0,-1.0
2016-10-04,-0.0019704196524240676,-0.00412526773288846,-1.0,-1.0
2016-10-05,0.004918821841393965,-0.0017119989497587085,1.0,-1.0
2016-10-06,-0.007881783981602176,-0.0014189905487000942,-1.0,-1.0
2016-10-07,-0.00562079921631386,-0.003986440598964691,-1.0,-1.0
2016-10-10,0.0006628907327809639,-0.002411038614809513,1.0,-1.0
2016-10-11,-0.009320971448246224,-0.008146003820002079,-1.0,-1.0
2016-10-12,-0.004021403470614375,-0.004467385355383158,-1.0,-1.0
2016-10-13,-0.005049671993641248,-0.004841281101107597,-1.0,-1.0
2016-10-14,0.003032855188911071,-0.00152944668661803,1.0,-1.0
2016-10-17,-0.006752194026506436,-0.0033866430167108774,-1.0,-1.0
2016-10-18,0.0077611280471624015,-0.003057130379602313,1.0,-1.0
2016-10-19,0.0023500911493021946,-0.0038880719803273678,1.0,-1.0
2016-10-20,-0.004705821530310827,-0.004517669789493084,-1.0,-1.0
2016-10-21,-0.003036948791945024,-0.006910144817084074,-1.0,-1.0
2016-10-24,-0.007462674896258146,-0.006632703356444836,-1.0,-1.0
2016-10-25,-0.007862010054733885,-0.0053574261255562305,-1.0,-1.0
2016-10-26,-0.0037819993798429625,-0.0061828154139220715,-1.0,-1.0
2016-10-27,0.002064668937920822,-0.006053142249584198,1.0,-1.0
2016-10-28,-0.0006877377195730244,-0.0029311662074178457,-1.0,-1.0
2016-10-31,-0.002066090845405231,0.003546236315742135,-1.0,1.0
2016-11-01,0.003097572812108741,0.0022932817228138447,1.0,1.0
2016-11-02,-0.0062048410728507645,-0.0037173584569245577,-1.0,-1.0
2016-11-03,-0.007287919735904534,-0.005300519056618214,-1.0,-1.0
2016-11-04,-0.002790328712823362,-0.006850853096693754,-1.0,-1.0
2016-11-07,0.01662668054476892,-0.007277388125658035,1.0,-1.0
2016-11-08,0.0013730795915273659,-0.003351986175402999,1.0,-1.0
2016-11-09,0.011257155178669423,-0.005227944813668728,1.0,-1.0
2016-11-10,-0.003738229543861401,-0.003839916782453656,-1.0,-1.0
2016-11-11,-0.0064902729910027886,-0.004100413527339697,-1.0,-1.0
2016-11-14,-0.009987998966281728,-0.0012267102720215917,-1.0,-1.0
2016-11-15,0.004145102895650123,-0.002141393721103668,1.0,-1.0
2016-11-16,-0.007959963281759155,-0.001456156256608665,-1.0,-1.0
2016-11-17,0.005198459552953706,-0.005310804583132267,1.0,-1.0
2016-11-18,-0.01042401298066442,-0.003119672881439328,-1.0,-1.0
2016-11-21,-0.0024480348281870003,-0.0030705174431204796,-1.0,-1.0
2016-11-22,-0.010559774192935157,0.004080124199390411,-1.0,1.0
2016-11-23,-0.007458726105311186,0.0015243159141391516,-1.0,1.0
2016-11-25,0.015915547725648644,-0.00037343002622947097,1.0,-1.0
2016-11-28,-0.0091646931107263,0.000290400319499895,-1.0,1.0
2016-11-29,0.006353703499381812,-0.002988578053191304,1.0,-1.0
2016-11-30,-0.0024661099852550904,-0.0026357860770076513,-1.0,-1.0
2016-12-01,-0.0060145458191544115,0.0003015728434547782,-1.0,1.0
2016-12-02,0.004602584109510946,-0.0062089464627206326,1.0,-1.0
2016-12-05,0.011589243586208501,-0.005428556818515062,1.0,-1.0
2016-12-06,0.007305702768475078,-0.00411730632185936,1.0,-1.0
2016-12-07,0.003805515757047033,-0.0004863510839641094,1.0,-1.0
2016-12-08,-0.007973619556828099,5.850858724443242e-05,-1.0,1.0
2016-12-09,0.013826644620917573,0.00034972006687894464,1.0,1.0
2016-12-12,-0.00516260542623534,-0.003989269956946373,-1.0,-1.0
2016-12-13,0.015408574994092324,-0.007342083379626274,1.0,-1.0
2016-12-14,-0.013684731700121923,-0.007541417144238949,-1.0,-1.0
2016-12-15,-0.00310505364636303,-0.0027667046524584293,-1.0,-1.0
2016-12-16,0.00654381577862802,-0.001204792526550591,1.0,-1.0
2016-12-19,0.0,-0.0028878068551421165,0.0,-1.0
2016-12-20,0.0027424999475695938,-0.003177768550813198,1.0,-1.0
2016-12-21,-0.0007538450125550228,-0.002971914131194353,-1.0,-1.0
2016-12-22,0.0020547627362090654,-0.002767120487987995,1.0,-1.0
2016-12-23,0.0006840419400529526,-0.003101921174675226,1.0,-1.0
2016-12-27,0.0,-0.006067067384719849,0.0,-1.0
2016-12-28,-0.004111007524848259,-0.0009924855548888445,-1.0,-1.0
2016-12-29,0.006160156120739097,-0.0031135398894548416,1.0,-1.0
2016-12-30,0.005104645099342421,-0.0024972055107355118,1.0,-1.0
