Date,014_EWS_1d_actual_lnrts,014_EWS_1d_forecast_lnrts,014_EWS_1d_true_label,014_EWS_1d_forecast_label
2016-07-14,0.010781737812530768,-0.017201833426952362,1.0,-1.0
2016-07-15,-0.005376267908600203,-0.019916364923119545,-1.0,-1.0
2016-07-18,0.0026917236002956583,-0.016043594107031822,1.0,-1.0
2016-07-19,-0.013531993986171924,-0.015910254791378975,-1.0,-1.0
2016-07-20,0.0045310727027840225,-0.019014738500118256,1.0,-1.0
2016-07-21,-0.004531072702783944,-0.014413358643651009,-1.0,-1.0
2016-07-22,0.001814884034920288,-0.012521155178546906,1.0,-1.0
2016-07-25,-0.01185607784507317,-0.017185764387249947,-1.0,-1.0
2016-07-26,0.004576790113402508,-0.01779145561158657,1.0,-1.0
2016-07-27,0.008185472429333289,-0.01650403067469597,1.0,-1.0
2016-07-28,-0.008185472429333205,-0.016653504222631454,-1.0,-1.0
2016-07-29,-0.002743559662084025,-0.020138295367360115,-1.0,-1.0
2016-08-01,0.0027435596620839714,-0.016427766531705856,1.0,-1.0
2016-08-02,-0.011019548000197792,-0.01495998166501522,-1.0,-1.0
2016-08-03,0.0,-0.016339272260665894,0.0,-1.0
2016-08-04,0.0009230080369069572,-0.014958621934056282,1.0,-1.0
2016-08-05,0.0,-0.013979127630591393,0.0,-1.0
2016-08-08,0.008268289042463826,-0.016079742461442947,1.0,-1.0
2016-08-09,0.002740957810191765,-0.01736004836857319,1.0,-1.0
2016-08-10,-0.0009127068893647905,-0.014509936794638634,-1.0,-1.0
2016-08-11,0.006372328475989704,-0.015434639528393745,1.0,-1.0
2016-08-12,-0.010949118589392284,-0.014979198575019836,-1.0,-1.0
2016-08-15,0.009132538841663698,-0.012730464339256287,1.0,-1.0
2016-08-16,-0.005469480227984253,-0.018535757437348366,-1.0,-1.0
2016-08-17,-0.004580791888080587,-0.01615782640874386,-1.0,-1.0
2016-08-18,0.005494523387803456,-0.013499697670340538,1.0,-1.0
2016-08-19,-0.007332760566260288,-0.013924889266490936,-1.0,-1.0
2016-08-22,-0.008314214483042467,-0.014528457075357437,-1.0,-1.0
2016-08-23,0.0037037592129294163,-0.011688757687807083,1.0,-1.0
2016-08-24,0.004610455270112948,-0.012779629789292812,1.0,-1.0
2016-08-25,0.008245467455624917,-0.0143219493329525,1.0,-1.0
2016-08-26,-0.01655968193866745,-0.013815179467201233,-1.0,-1.0
2016-08-29,-0.0009280508482926025,-0.011517115868628025,-1.0,-1.0
2016-08-30,-0.010266105159425476,-0.012675773352384567,-1.0,-1.0
2016-08-31,-0.006588289265913677,-0.01118147000670433,-1.0,-1.0
2016-09-01,0.004710450975087843,-0.01280159316956997,1.0,-1.0
2016-09-02,0.0,-0.011299979873001575,0.0,-1.0
2016-09-06,0.042324607878407,-0.009741846472024918,1.0,-1.0
2016-09-07,-0.00361016213102626,-0.009487507864832878,-1.0,-1.0
2016-09-08,-0.006349209044587276,-0.011872805655002594,-1.0,-1.0
2016-09-09,-0.023942279396290064,-0.011595958843827248,-1.0,-1.0
2016-09-12,0.0027920732169636566,-0.00844949297606945,1.0,-1.0
2016-09-13,-0.024460366489023316,-0.01146395318210125,-1.0,-1.0
2016-09-14,0.0038022396421196407,-0.00973452441394329,1.0,-1.0
2016-09-15,0.011320934614262186,-0.00839465856552124,1.0,-1.0
2016-09-16,-0.005644373096637063,-0.008933826349675655,-1.0,-1.0
2016-09-19,0.008454706141273189,-0.007848026230931282,1.0,-1.0
2016-09-20,0.0028024085185308282,-0.008685167878866196,1.0,-1.0
2016-09-21,0.01848482983176967,-0.01006291713565588,1.0,-1.0
2016-09-22,-0.004589200904176138,-0.011546706780791283,-1.0,-1.0
2016-09-23,-0.012031645356159986,-0.010565979406237602,-1.0,-1.0
2016-09-26,-0.0037313505193074226,-0.009874232113361359,-1.0,-1.0
2016-09-27,0.008375971760847844,-0.00981743261218071,1.0,-1.0
2016-09-28,0.004623244717588948,-0.009444751776754856,1.0,-1.0
2016-09-29,-0.005550435086011877,-0.011072278022766113,-1.0,-1.0
2016-09-30,0.007393755087569769,-0.013602029532194138,1.0,-1.0
2016-10-03,-0.0046146142169896645,-0.01109868474304676,-1.0,-1.0
2016-10-04,-0.009293802906716728,-0.010351544246077538,-1.0,-1.0
2016-10-05,0.014828876519179,-0.00895760953426361,1.0,-1.0
2016-10-06,-0.0027637793970305673,-0.008747724816203117,-1.0,-1.0
2016-10-07,-0.011131849530562976,-0.008480852469801903,-1.0,-1.0
2016-10-10,0.0,-0.010212104767560959,0.0,-1.0
2016-10-11,-0.018832864850323063,-0.00985921360552311,-1.0,-1.0
2016-10-12,-0.009551228210138601,-0.008095307275652885,-1.0,-1.0
2016-10-13,-0.0028832084133569346,-0.007816390134394169,-1.0,-1.0
2016-10-14,-0.0009629029847039942,-0.007576978299766779,-1.0,-1.0
2016-10-17,0.002885881731044038,-0.0069980197586119175,1.0,-1.0
2016-10-18,0.005747246973781993,-0.00801874790340662,1.0,-1.0
2016-10-19,0.003813162946859737,-0.007308742962777615,1.0,-1.0
2016-10-20,-0.004768804770575317,-0.007500742562115192,-1.0,-1.0
2016-10-21,-0.0038313754830495497,-0.007708449847996235,-1.0,-1.0
2016-10-24,0.008600180253624762,-0.010229273699223995,1.0,-1.0
2016-10-25,-0.0009520030127121258,-0.011872119270265102,-1.0,-1.0
2016-10-26,-0.009569408959867444,-0.009969659149646759,-1.0,-1.0
2016-10-27,-0.0028888113916093463,-0.008101355284452438,-1.0,-1.0
2016-10-28,-0.005802678426192184,-0.007453265134245157,-1.0,-1.0
2016-10-31,0.003872275137957378,-0.008865509182214737,1.0,-1.0
2016-11-01,-0.004842653358984786,-0.0064989360980689526,-1.0,-1.0
2016-11-02,0.0019398157209442528,-0.011164072901010513,1.0,-1.0
2016-11-03,0.0038684295273818487,-0.013076869770884514,1.0,-1.0
2016-11-04,-0.008725093355570989,-0.011195901781320572,-1.0,-1.0
2016-11-07,0.01737481734011803,-0.010667158290743828,1.0,-1.0
2016-11-08,0.007626453497404825,-0.010459329932928085,1.0,-1.0
2016-11-09,-0.015311366083058633,-0.011574942618608475,-1.0,-1.0
2016-11-10,-0.01066416596874477,-0.011223875917494297,-1.0,-1.0
2016-11-11,-0.007827783750663137,-0.009944183751940727,-1.0,-1.0
2016-11-14,-0.007394704708511747,-0.010700994171202183,-1.0,-1.0
2016-11-15,0.012294200786091425,-0.010033870115876198,1.0,-1.0
2016-11-16,-0.0044083930935841465,-0.011469561606645584,-1.0,-1.0
2016-11-17,0.00636157127203539,-0.009588959626853466,1.0,-1.0
2016-11-18,0.004380600325460724,-0.01011616364121437,1.0,-1.0
2016-11-21,0.0009709506271408011,-0.011060154065489769,1.0,-1.0
2016-11-22,0.0019387743157232287,-0.0073201279155910015,1.0,-1.0
2016-11-23,-0.006315215773692561,-0.009073324501514435,-1.0,-1.0
2016-11-25,0.016912751944530253,-0.011113687418401241,1.0,-1.0
2016-11-28,0.006209634375691405,-0.010169260203838348,1.0,-1.0
2016-11-29,-0.00095281068562128,-0.008890846744179726,-1.0,-1.0
2016-11-30,0.003330897908976377,-0.00913885235786438,1.0,-1.0
2016-12-01,0.010867248742201133,-0.00821965653449297,1.0,-1.0
2016-12-02,0.007024040574291751,-0.007536537945270538,1.0,-1.0
2016-12-05,0.011136967201710032,-0.014895718544721603,1.0,-1.0
2016-12-06,0.0018442180389297007,-0.014172390103340149,1.0,-1.0
2016-12-07,0.013269492261176399,-0.01143658347427845,1.0,-1.0
2016-12-08,-0.007757348843774247,-0.010783340781927109,-1.0,-1.0
2016-12-09,-0.005512143417402149,-0.01017724722623825,-1.0,-1.0
2016-12-12,0.0009208351580247265,-0.009538739919662476,1.0,-1.0
2016-12-13,0.004591308259377303,-0.009225448593497276,1.0,-1.0
2016-12-14,-0.019427011951239314,-0.011400372721254826,-1.0,-1.0
2016-12-15,-0.010800808256182199,-0.012264409102499485,-1.0,-1.0
2016-12-16,0.0,-0.011830814182758331,0.0,-1.0
2016-12-19,-0.012829825389347798,-0.010494565591216087,-1.0,-1.0
2016-12-20,0.005246943411591834,-0.009036307223141193,1.0,-1.0
2016-12-21,-0.00334572336849248,-0.012340331450104713,-1.0,-1.0
2016-12-22,-0.01689901879303048,-0.011167492717504501,-1.0,-1.0
2016-12-23,0.0030029681110945476,-0.009074625559151173,1.0,-1.0
2016-12-27,0.0019969469024216147,-0.011531727388501167,1.0,-1.0
2016-12-28,0.0014950975323710747,-0.008516814559698105,1.0,-1.0
2016-12-29,0.001990193530395712,-0.012196280062198639,1.0,-1.0
2016-12-30,-0.009488236569485246,-0.008397132158279419,-1.0,-1.0
