Date,049_IYE_1d_actual_lnrts,049_IYE_1d_forecast_lnrts,049_IYE_1d_true_label,049_IYE_1d_forecast_label
2016-02-02,-0.03499082099316688,0.005713006015866995,-1.0,1.0
2016-02-03,0.038423494662082,0.00930345430970192,1.0,1.0
2016-02-04,0.0018674389989342998,0.002314492594450712,1.0,1.0
2016-02-08,-0.023915545077651697,0.0015251145232468843,-1.0,1.0
2016-02-09,-0.022545205757808107,0.009600380435585976,-1.0,1.0
2016-02-16,0.02540736955444245,0.008728365413844585,1.0,1.0
2016-02-17,0.029105337568391756,0.005582435987889767,1.0,1.0
2016-02-18,-0.009296560100757289,0.013663000427186489,-1.0,1.0
2016-02-19,-0.00436814347878122,0.0088092852383852,-1.0,1.0
2016-02-22,0.023792394332006778,-0.0011450948659330606,1.0,-1.0
2016-02-23,-0.03416488036371329,-0.0012295686174184084,-1.0,-1.0
2016-02-24,0.010997721894901528,0.00838454533368349,1.0,1.0
2016-02-25,0.0021850916902450557,0.002256705891340971,1.0,1.0
2016-02-26,0.005286989867088923,-0.004909553565084934,1.0,-1.0
2016-02-29,-0.010915565178523103,0.01308891549706459,-1.0,1.0
2016-03-01,0.020792065375593378,0.005975872278213501,1.0,1.0
2016-03-02,0.025471477827066845,-0.0018478247802704573,1.0,-1.0
2016-03-03,0.016038296742596537,0.008611904457211494,1.0,1.0
2016-03-07,0.03275168841160529,0.004227031487971544,1.0,1.0
2016-03-08,-0.04490531956745558,-0.00562761165201664,-1.0,-1.0
2016-03-09,0.01802910605411869,-0.006240160204470158,1.0,-1.0
2016-03-10,-0.0002929432477480231,0.002104201354086399,-1.0,1.0
2016-03-14,0.017715067136304663,-0.004781060852110386,1.0,-1.0
2016-03-15,-0.003460435027722407,-0.007931017316877842,-1.0,-1.0
2016-03-16,0.018884814965271248,-0.009656700305640697,1.0,-1.0
2016-03-17,0.01491087585616652,-0.007516214624047279,1.0,-1.0
2016-03-18,-0.00111758809093324,-0.011202107183635235,-1.0,-1.0
2016-03-21,-0.003079938504120394,-0.007506122812628746,-1.0,-1.0
2016-03-22,-0.0030894827900186115,-0.001554311951622367,-1.0,-1.0
2016-03-23,-0.02401317073843933,-0.005958699621260166,-1.0,-1.0
2016-03-24,0.0049182986513186516,-0.012036355212330818,1.0,-1.0
2016-03-28,-0.0034694696080743007,-0.012340635061264038,-1.0,-1.0
2016-03-29,0.004334730957769872,-0.006697146221995354,1.0,-1.0
2016-03-31,0.0028793286835584906,-0.0018631827551871538,1.0,-1.0
2016-04-01,-0.014480301719644442,-0.0008174173999577761,-1.0,-1.0
2016-04-04,-0.007025828088179926,0.0012101114261895418,-1.0,1.0
2016-04-05,-0.007667479574581208,0.00877083744853735,-1.0,1.0
2016-04-06,0.021090527941661552,0.00821757223457098,1.0,1.0
2016-04-08,0.01467432178988642,-0.002937249606475234,1.0,-1.0
2016-04-11,-0.004006940336224757,-0.010451382957398891,-1.0,-1.0
2016-04-12,0.030780538892161594,0.006471079774200916,1.0,1.0
2016-04-14,0.006651944856774799,-0.0003774401266127825,1.0,-1.0
2016-04-18,0.002758594894228274,0.0025238320231437683,1.0,1.0
2016-04-20,0.02824738199721343,0.0067094736732542515,1.0,1.0
2016-04-21,-0.004832263989447612,-0.0025751732755452394,-1.0,-1.0
2016-04-22,0.015487560290133238,-0.0026892961468547583,1.0,-1.0
2016-04-25,-0.013605651684647058,-0.0003848008345812559,-1.0,-1.0
2016-04-26,0.015194128404562019,0.002700165845453739,1.0,1.0
2016-04-27,0.017569824143854797,-0.00946252141147852,1.0,-1.0
2016-04-28,-0.013872793477102602,-0.010001054033637047,-1.0,-1.0
2016-04-29,0.0,-0.0011983958538621664,0.0,-1.0
2016-05-02,-0.0015826102741519305,-0.005262825638055801,-1.0,-1.0
2016-05-03,-0.02458729222850664,-0.009163232520222664,-1.0,-1.0
2016-05-04,-0.015267277203524355,0.007664704695343971,-1.0,1.0
2016-05-05,0.007117436292179285,0.010849316604435444,1.0,1.0
2016-05-06,-0.0019112807445023975,-0.003590661333873868,-1.0,-1.0
2016-05-09,-0.014313420836673306,-0.00222719251178205,-1.0,-1.0
2016-05-10,0.018404495108778875,0.0034108494874089956,1.0,1.0
2016-05-16,0.009481342643415484,-0.003442224347963929,1.0,-1.0
2016-05-17,0.004304631578436236,-0.002668530447408557,1.0,-1.0
2016-05-18,-0.011067869409237603,-0.0013574992772191763,-1.0,-1.0
2016-05-19,0.0010852487102892007,-0.0034877981524914503,1.0,-1.0
2016-05-20,0.005677989120512109,-0.0010246711317449808,1.0,-1.0
2016-05-23,-0.0021592844843499794,0.006990338675677776,-1.0,1.0
2016-05-25,0.0205917934739692,0.0022304574958980083,1.0,1.0
2016-05-26,-0.004775851121715012,-0.0005013241898268461,-1.0,-1.0
2016-05-31,-0.0037303873535909807,-0.007911943830549717,-1.0,-1.0
2016-06-01,0.0016004222479570319,-0.001556548522785306,1.0,-1.0
2016-06-02,-0.0029361807117134495,-0.0017509243916720152,-1.0,-1.0
2016-06-06,0.019587857856469642,-0.0025183463003486395,1.0,-1.0
2016-06-07,0.02126633165510099,-0.007862057536840439,1.0,-1.0
2016-06-08,-0.0017977011368994493,-0.010397745296359062,-1.0,-1.0
2016-06-09,-0.005413236189288693,-0.002429242944344878,-1.0,-1.0
2016-06-10,-0.02274307541418267,-0.00037397979758679867,-1.0,-1.0
2016-06-13,-0.003177986030161782,-0.0032798361498862505,-1.0,-1.0
2016-06-14,-0.0015929106455103213,-0.003547418164089322,-1.0,-1.0
2016-06-15,-0.0023937796687265216,-0.005347294732928276,-1.0,-1.0
2016-06-16,-0.003468096658760987,-0.006465437822043896,-1.0,-1.0
2016-06-17,0.010103660757635576,0.004325967747718096,1.0,1.0
2016-06-20,0.008430157049244713,-0.0020597956608980894,1.0,-1.0
2016-06-21,0.010266677070168727,-0.00024904683232307434,1.0,-1.0
2016-06-22,-0.005501041358440977,-0.010895900428295135,-1.0,-1.0
2016-06-23,0.016671401553341486,0.002987007610499859,1.0,1.0
2016-06-24,-0.036836459289007153,0.004585819318890572,-1.0,1.0
2016-06-27,-0.029373907632643373,0.0033268400002270937,-1.0,1.0
2016-06-30,0.057127647939785996,0.005773503333330154,1.0,1.0
2016-07-01,0.005459461621582777,-0.006013480946421623,1.0,-1.0
2016-07-05,-0.021224385795165304,-0.017714019864797592,-1.0,-1.0
2016-07-06,0.00528272690501917,0.00143308169208467,1.0,1.0
2016-07-07,-0.011125925495846458,-0.004745624028146267,-1.0,-1.0
2016-07-11,0.014282137801524685,-0.004346328787505627,1.0,-1.0
2016-07-12,0.02489752208994476,-0.0076640574261546135,1.0,-1.0
2016-07-13,-0.008488818145195344,-0.009143507108092308,-1.0,-1.0
2016-07-14,0.00463918805384149,-0.007412387989461422,1.0,-1.0
2016-07-15,-0.0005143340772609667,-0.009588297456502914,-1.0,-1.0
2016-07-18,-0.00025735780802906477,-0.0038907343987375498,-1.0,-1.0
2016-07-19,-0.006713182654972489,-0.012166209518909454,-1.0,-1.0
2016-07-20,-0.0010367198773170135,-0.005287288688123226,-1.0,-1.0
2016-07-21,-0.009379935804970206,-0.009341808967292309,-1.0,-1.0
2016-07-22,0.003136387142205634,-0.002369098598137498,1.0,-1.0
2016-07-25,-0.0208313636358025,-0.007640938274562359,-1.0,-1.0
2016-07-26,0.005314907824435287,-0.0020868631545454264,1.0,-1.0
2016-07-27,-0.011194048451137435,-0.001037760404869914,-1.0,-1.0
2016-07-29,0.005879140626702152,-0.01138838566839695,1.0,-1.0
2016-08-01,-0.034149692306713296,-0.005376465618610382,-1.0,-1.0
2016-08-02,0.007963907516292407,-0.003553285961970687,1.0,-1.0
2016-08-03,0.019770332568111306,-0.012959742918610573,1.0,-1.0
2016-08-04,-0.0016102259734350032,-0.0033421346452087164,-1.0,-1.0
2016-08-08,0.02309926779921558,-0.004371407441794872,1.0,-1.0
2016-08-09,-0.006055015066387847,-0.008919264189898968,-1.0,-1.0
2016-08-10,-0.012488409520065774,-0.012599784880876541,-1.0,-1.0
2016-08-11,0.014335138401364703,-0.002658434910699725,1.0,-1.0
2016-08-15,0.013612832973728556,-0.015494080260396004,1.0,-1.0
2016-08-16,0.0015588745930012683,-0.015378223732113838,1.0,-1.0
2016-08-17,0.0023338175629055674,-0.008356592617928982,1.0,-1.0
2016-08-18,0.018730392721362475,-0.004765179008245468,1.0,-1.0
2016-08-19,-0.007911217319532838,-0.006970161572098732,-1.0,-1.0
2016-08-22,-0.010301405046829856,-0.008269861340522766,-1.0,-1.0
2016-08-23,0.004906331287495588,-0.006243836134672165,1.0,-1.0
2016-08-24,-0.003612866871677213,-0.009288034401834011,-1.0,-1.0
2016-08-25,-0.0025886040488995823,-0.010650512762367725,-1.0,-1.0
2016-08-26,-0.00337531887020375,-0.008708820678293705,-1.0,-1.0
2016-08-29,0.0069976381867501904,-0.011041201651096344,1.0,-1.0
2016-08-30,-0.004140866287915359,-0.013443173840641975,-1.0,-1.0
2016-08-31,-0.015155849129671611,-0.00319562922231853,-1.0,-1.0
2016-09-01,-0.0023724960526516816,-0.004693835973739624,-1.0,-1.0
2016-09-02,0.010762730283123252,-0.006096916273236275,1.0,-1.0
2016-09-06,0.014515517431489676,-0.007610945031046867,1.0,-1.0
2016-09-07,0.004108886460242679,-0.006614215672016144,1.0,-1.0
2016-09-08,0.017276877388599378,-0.009422753006219864,1.0,-1.0
2016-09-09,-0.03043315864899128,-0.00994829647243023,-1.0,-1.0
2016-09-12,0.009304752608178176,-0.00897400826215744,1.0,-1.0
2016-09-13,-0.030032291881601166,-0.003956184722483158,-1.0,-1.0
2016-09-14,-0.012001714215676345,-0.007650904357433319,-1.0,-1.0
2016-09-15,0.011205995604271438,-0.0017524466384202242,1.0,-1.0
2016-09-16,-0.008258909044915063,-0.007527029141783714,-1.0,-1.0
2016-09-19,-0.000535198199954549,-0.00607269536703825,-1.0,-1.0
2016-09-20,-0.009142277690340808,-0.002356932731345296,-1.0,-1.0
2016-09-21,0.021908339098602195,-0.0009416581597179174,1.0,-1.0
2016-09-22,0.0029027847247278505,-0.009178577922284603,1.0,-1.0
2016-09-23,-0.013529769812632507,-0.013273615390062332,-1.0,-1.0
2016-09-26,-0.004226364592609483,-0.00581076554954052,-1.0,-1.0
2016-09-27,-0.005681020741326342,-0.004308345727622509,-1.0,-1.0
2016-09-28,0.0437909275864865,-0.007903419435024261,1.0,-1.0
2016-09-29,0.0,-0.007889682427048683,0.0,-1.0
2016-09-30,0.012643773907234762,-0.0050161853432655334,1.0,-1.0
2016-10-03,-0.001539730543353845,-0.005338580347597599,-1.0,-1.0
2016-10-04,-0.009287927893923464,-0.0002601051237434149,-1.0,-1.0
2016-10-05,0.014410877506309296,-0.002523799194023013,1.0,-1.0
2016-10-06,0.0015318687748493989,-0.008297803811728954,1.0,-1.0
2016-10-07,-0.004858843207220634,-0.002556595718488097,-1.0,-1.0
2016-10-10,0.01627297788501583,-0.004267103038728237,1.0,-1.0
2016-10-11,-0.01243517995760989,-0.00816314946860075,-1.0,-1.0
2016-10-12,-0.004094042564066631,0.0009221129585057497,-1.0,1.0
2016-10-13,-0.005657028960081775,-0.004679374396800995,-1.0,-1.0
2016-10-14,-0.005429940065343033,-0.0031947887036949396,-1.0,-1.0
2016-10-17,-0.004417257185485691,-0.00818528514355421,-1.0,-1.0
2016-10-18,0.00286045230367584,-0.004478859715163708,1.0,-1.0
2016-10-19,0.015715908407220328,-0.0037905981298536062,1.0,-1.0
2016-10-20,-0.002047006129656675,-0.0074188001453876495,-1.0,-1.0
2016-10-21,-0.006940052215855786,-0.0037739367689937353,-1.0,-1.0
2016-10-24,-0.003100015998109224,-0.009553004987537861,-1.0,-1.0
2016-10-25,-0.006489286367274582,-0.0078111812472343445,-1.0,-1.0
2016-10-26,0.0020810875323207722,-0.004219692200422287,1.0,-1.0
2016-10-27,-0.00338413465965504,-0.004264487884938717,-1.0,-1.0
2016-10-28,-0.005753082034249047,-0.0013332727830857038,-1.0,-1.0
2016-10-31,-0.013465568086826836,-0.002883883425965905,-1.0,-1.0
2016-11-01,0.0010627128934197854,-0.00024045188911259174,1.0,-1.0
2016-11-02,-0.010946521865157486,0.00038218009285628796,-1.0,1.0
2016-11-03,0.004553318836747647,-0.005154957063496113,1.0,-1.0
2016-11-04,-0.004821807873448693,-0.0014430859591811895,-1.0,-1.0
2016-11-07,0.020465735046127812,-0.0056905802339315414,1.0,-1.0
2016-11-08,0.0021026304214340845,-0.00490109808743,1.0,-1.0
2016-11-09,0.018983768028614394,-0.000704506179317832,1.0,-1.0
2016-11-10,0.0012870469298020626,-0.0037796779070049524,1.0,-1.0
2016-11-11,-0.015295144336812458,-0.00651682261377573,-1.0,-1.0
2016-11-14,0.004691193837306749,-0.0010830468963831663,1.0,-1.0
2016-11-15,0.026934986956961678,-0.00724472850561142,1.0,-1.0
2016-11-16,-0.007111955302906971,-0.0023326377850025892,-1.0,-1.0
2016-11-17,-0.006649609038206043,-0.004203184507787228,-1.0,-1.0
2016-11-18,0.00486361148950465,-0.004877112805843353,1.0,-1.0
2016-11-21,0.022722610356033346,0.0012982150074094534,1.0,1.0
2016-11-22,-0.0004994199777631148,-0.0011515344958752394,-1.0,-1.0
2016-11-23,0.004734022512601121,-0.000797429820522666,1.0,-1.0
2016-11-25,-0.005233616285938812,-0.002582272281870246,-1.0,-1.0
2016-11-28,-0.015867330634490775,-0.008581782691180706,-1.0,-1.0
2016-11-29,-0.01071987745994639,-0.001825786428526044,-1.0,-1.0
2016-11-30,0.05248580528424809,-0.0034550821874290705,1.0,-1.0
2016-12-01,0.0019460238246333467,-0.007063739001750946,1.0,-1.0
2016-12-02,0.00218475353934028,-0.007003623992204666,1.0,-1.0
2016-12-05,0.007969993941250317,-0.004221306182444096,1.0,-1.0
2016-12-06,-0.0007219501014423907,-0.007413187064230442,-1.0,-1.0
2016-12-07,0.006239564182599249,-0.014276854693889618,1.0,-1.0
2016-12-08,0.006676337523401885,-0.0028607796411961317,1.0,-1.0
2016-12-09,0.0026105289070630505,-0.009407040663063526,1.0,-1.0
2016-12-12,0.0063792694782230834,-0.00821628700941801,1.0,-1.0
2016-12-13,0.012172447486498901,-0.005179522559046745,1.0,-1.0
2016-12-14,-0.022589197006064227,-0.010908418335020542,-1.0,-1.0
2016-12-15,0.003089022161895319,-0.005829531699419022,1.0,-1.0
2016-12-16,0.005913651102208888,-0.007750761695206165,1.0,-1.0
2016-12-19,-0.0044912894396335725,-0.007889948785305023,-1.0,-1.0
2016-12-20,-0.0026093864547609073,-0.010931389406323433,-1.0,-1.0
2016-12-21,0.002383776782453858,-0.00921481754630804,1.0,-1.0
2016-12-22,0.0033278604961787697,-0.0019674228969961405,1.0,-1.0
2016-12-23,-0.0009497287065336441,-0.004102683626115322,-1.0,-1.0
2016-12-27,0.001898460912366393,-0.010227051563560963,1.0,-1.0
2016-12-28,-0.009289072556959897,-0.007158744148910046,-1.0,-1.0
2016-12-29,-0.0033556822849909306,-0.011293565854430199,-1.0,-1.0
2016-12-30,-0.0026445991319014503,-0.0038635467644780874,-1.0,-1.0
