Date,042_IWV_1d_actual_lnrts,042_IWV_1d_forecast_lnrts,042_IWV_1d_true_label,042_IWV_1d_forecast_label
2016-02-25,0.012311196859354865,-0.0015513765392825007,1.0,-1.0
2016-02-26,-0.0013993620058369365,-0.0012100752210244536,-1.0,-1.0
2016-02-29,-0.007290643616764969,0.0010045507224276662,-1.0,1.0
2016-03-01,0.02309363921772517,-0.001878266572020948,1.0,-1.0
2016-03-02,0.005412674187068796,-0.0033979942090809345,1.0,-1.0
2016-03-03,0.004957213158801034,-0.000459725852124393,1.0,-1.0
2016-03-04,0.0038293723641020135,-0.0015346925938501954,1.0,-1.0
2016-03-07,0.0022057863376669347,-0.0018464958993718028,1.0,-1.0
2016-03-08,-0.013394421991390898,-0.0026345602236688137,-1.0,-1.0
2016-03-09,0.005225539282324397,-2.6890193112194538e-05,1.0,-1.0
2016-03-10,-0.0016247298676004582,-0.001640347414650023,-1.0,-1.0
2016-03-11,0.018064437204212542,-0.0015401613200083375,1.0,-1.0
2016-03-14,-0.0014298441352108865,-0.001061803544871509,-1.0,-1.0
2016-03-15,-0.00354137099795433,-0.0002485673176124692,-1.0,-1.0
2016-03-16,0.006650639519127088,-0.0018595688743516803,1.0,-1.0
2016-03-17,0.0071901309877358995,-0.003042020834982395,1.0,-1.0
2016-03-18,0.00531735805175333,-0.001099392189644277,1.0,-1.0
2016-03-21,0.00024856833834850894,-0.0013186873402446508,1.0,-1.0
2016-03-22,-8.289182372680748e-05,-0.0013602194376289845,-1.0,-1.0
2016-03-23,-0.00839301733890736,-0.0009664875688031316,-1.0,-1.0
2016-03-24,0.0,-0.0023941146209836006,0.0,-1.0
2016-03-28,0.0004196504883286387,-0.0013529644347727299,1.0,-1.0
2016-03-29,0.011430574891468795,-0.0014855816261842847,1.0,-1.0
2016-03-30,0.003808856361213839,-0.0008673738921061158,1.0,-1.0
2016-03-31,-0.0011577215361275469,-0.002199827693402767,-1.0,-1.0
2016-04-01,0.005775099397620713,-0.002058702055364847,1.0,-1.0
2016-04-04,-0.003626058907334236,-0.0019412230467423797,-1.0,-1.0
2016-04-05,-0.010290599932017308,-0.003507014364004135,-1.0,-1.0
2016-04-06,0.011528205912289258,-0.002087170258164406,1.0,-1.0
2016-04-07,-0.01269674141929436,-0.00021904805907979608,-1.0,-1.0
2016-04-08,0.003085266176543235,-8.94846161827445e-05,1.0,-1.0
2016-04-11,-0.0020835209986010995,-0.002998585347086191,-1.0,-1.0
2016-04-12,0.009052760424808858,-0.000958126736804843,1.0,-1.0
2016-04-13,0.011672038929285665,-0.001729360199533403,1.0,-1.0
2016-04-14,-0.0002451711702171672,-0.00025952327996492386,-1.0,-1.0
2016-04-15,-0.00024523965684942057,-0.0023013115860521793,-1.0,-1.0
2016-04-18,0.006925556251127856,-0.0009516632417216897,1.0,-1.0
2016-04-19,0.00218980995256916,-0.0019346129847690463,1.0,-1.0
2016-04-20,0.0016999545780126222,-0.0013585813576355577,1.0,-1.0
2016-04-21,-0.005596350065222482,-0.0015029906062409282,-1.0,-1.0
2016-04-22,0.0015440381832302974,-0.0023594778031110764,1.0,-1.0
2016-04-25,-0.0026834458978774248,-0.0014080211985856295,-1.0,-1.0
2016-04-26,0.0030083148892339224,-0.0013447223464027047,1.0,-1.0
2016-04-27,0.0017844809195767366,-0.0020004366524517536,1.0,-1.0
2016-04-28,-0.009199472065715898,-0.0014234015252441168,-1.0,-1.0
2016-04-29,-0.009284829642056763,-0.0010381259489804506,-1.0,-1.0
2016-05-02,0.011245855952743114,-0.0015518368454650044,1.0,-1.0
2016-05-03,-0.009678563353987606,-0.001382700284011662,-1.0,-1.0
2016-05-04,-0.005869018881044812,-0.0012545594945549965,-1.0,-1.0
2016-05-05,-0.000912406631745362,-0.0015463802265003324,-1.0,-1.0
2016-05-06,0.003892571414747335,-0.000636123470030725,1.0,-1.0
2016-05-09,0.0012390372202841953,-0.002165399491786957,1.0,-1.0
2016-05-10,0.011573086007833251,-0.0014046168653294444,1.0,-1.0
2016-05-11,-0.008687803935328442,-0.0014524351572617888,-1.0,-1.0
2016-05-12,-0.0013179276798949988,-0.0011831574374809861,-1.0,-1.0
2016-05-13,-0.008359947349872662,-0.0008972599171102047,-1.0,-1.0
2016-05-16,0.01033612077477485,-0.0020074518397450447,1.0,-1.0
2016-05-17,-0.009422325497200875,-0.0018446097383275628,-1.0,-1.0
2016-05-18,8.307877951119394e-05,-0.0004142257967032492,1.0,-1.0
2016-05-19,-0.003993719979262914,-1.920794602483511e-05,-1.0,-1.0
2016-05-20,0.00797168048128458,-0.0012061073211953044,1.0,-1.0
2016-05-23,-0.0021528361679724922,-0.001883427263237536,-1.0,-1.0
2016-05-24,0.013828578252379415,-0.00013301189756020904,1.0,-1.0
2016-05-25,0.007086664979430587,-0.0016115164617076516,1.0,-1.0
2016-05-26,-8.108623207212241e-05,-0.0027578850276768208,-1.0,-1.0
2016-05-27,0.004293041507769875,-0.002177706453949213,1.0,-1.0
2016-05-31,0.0,-0.0015443976735696197,0.0,-1.0
2016-06-01,0.0022605958148127934,-0.002325396053493023,1.0,-1.0
2016-06-02,0.0037028968201409593,-0.0016568267019465566,1.0,-1.0
2016-06-03,-0.0038640872055854003,-0.0011733880965039134,-1.0,-1.0
2016-06-06,0.006191335888307121,-0.0006625225069001317,1.0,-1.0
2016-06-07,0.0016820477353005092,-0.0018774099880829453,1.0,-1.0
2016-06-08,0.003355370275119595,-0.0011429833248257637,1.0,-1.0
2016-06-09,-0.0021557729518693965,-0.0015519262524321675,-1.0,-1.0
2016-06-10,-0.009879950371459969,-0.0019186652498319745,-1.0,-1.0
2016-06-13,-0.008267899062767987,-0.0016157637583091855,-1.0,-1.0
2016-06-14,-0.002444845237209774,-0.0015949265798553824,-1.0,-1.0
2016-06-15,-0.0006528063567794481,-0.00045218144077807665,-1.0,-1.0
2016-06-16,0.002609197144520952,-0.000879803323186934,1.0,-1.0
2016-06-17,-0.0033444389448285096,-0.000713988789357245,-1.0,-1.0
2016-06-20,0.006677605362744823,-0.0003755544894374907,1.0,-1.0
2016-06-21,0.0022699424741930247,-0.002394865732640028,1.0,-1.0
2016-06-22,-0.002351146660337101,-0.0008097119862213731,-1.0,-1.0
2016-06-23,0.013864503713534341,-0.0011711830738931894,1.0,-1.0
2016-06-24,-0.03768477093630327,-0.0017358945915475488,-1.0,-1.0
2016-06-27,-0.01938891295516362,-0.0014294324209913611,-1.0,-1.0
2016-06-28,0.017724890648878947,-0.002094521652907133,1.0,-1.0
2016-06-30,0.03211812874204898,-0.001549636828713119,1.0,-1.0
2016-07-01,0.001691874217213633,-0.0016835121205076575,1.0,-1.0
2016-07-05,-0.007514233618488044,-0.0018280785297974944,-1.0,-1.0
2016-07-06,0.0057394832879927036,-0.001570780877955258,1.0,-1.0
2016-07-07,0.0,-0.0015506137860938907,0.0,-1.0
2016-07-08,0.015603958955591895,-0.002675236202776432,1.0,-1.0
2016-07-11,0.004379827538673976,-0.0028571076691150665,1.0,-1.0
2016-07-12,0.007835658102803412,-0.003921603783965111,1.0,-1.0
2016-07-13,-0.00023646213382688314,-0.0012869451893493533,-1.0,-1.0
2016-07-14,0.0044847966670051535,-0.0026675118133425713,1.0,-1.0
2016-07-15,-0.0009423950120898361,-0.004401411395519972,-1.0,-1.0
2016-07-18,0.0025113270568344523,-0.0034262449480593204,1.0,-1.0
2016-07-19,-0.0015689320447446152,-0.0014990634517744184,-1.0,-1.0
2016-07-20,0.0044648287016351715,-0.0021541742607951164,1.0,-1.0
2016-07-21,-0.003601565185726749,-0.0029875864274799824,-1.0,-1.0
2016-07-22,0.0048513092502308645,-0.0012205123202875257,1.0,-1.0
2016-07-25,-0.002735748027473163,-0.0006761442637071013,-1.0,-1.0
2016-07-26,0.0010951990837315118,-0.0028777499683201313,1.0,-1.0
2016-07-27,-0.0010951990837315651,-0.00318160280585289,-1.0,-1.0
2016-07-28,0.001642345180263607,-0.0021296371705830097,1.0,-1.0
2016-07-29,0.001873706450310137,-0.002473138738423586,1.0,-1.0
2016-08-01,-0.001248768656174056,-0.0035751909017562866,-1.0,-1.0
2016-08-02,-0.007446719386286336,-0.0027326401323080063,-1.0,-1.0
2016-08-03,0.0042397261929784545,-0.0025857044383883476,1.0,-1.0
2016-08-04,0.0004699057311014049,-0.002791181206703186,1.0,-1.0
2016-08-05,0.008421844292019344,-0.002630897331982851,1.0,-1.0
2016-08-08,-0.00023307338440532396,-0.002323287073522806,-1.0,-1.0
2016-08-09,0.00023307338440527384,-0.002656303346157074,1.0,-1.0
2016-08-10,-0.0024102433385609504,-0.0037175770848989487,-1.0,-1.0
2016-08-11,0.004116980492097303,-0.002417119685560465,1.0,-1.0
2016-08-12,-0.0005426579048668781,-0.002604159526526928,-1.0,-1.0
2016-08-15,0.004256658499411952,-0.002219344023615122,1.0,-1.0
2016-08-16,-0.006353128053389478,-0.002733403816819191,-1.0,-1.0
2016-08-17,0.0012430334782877685,-0.003095131367444992,1.0,-1.0
2016-08-18,0.0030227204343070565,-0.0038234982639551163,1.0,-1.0
2016-08-19,-0.0015489983551033209,-0.002240145578980446,-1.0,-1.0
2016-08-22,0.0,-0.0019856966100633144,0.0,-1.0
2016-08-23,0.0027092138765587807,-0.002480700146406889,1.0,-1.0
2016-08-24,-0.005270609507586762,-0.0029632821679115295,-1.0,-1.0
2016-08-25,-7.752669477539579e-05,-0.0026972084306180477,-1.0,-1.0
2016-08-26,-0.0027238806822079734,-0.001370502752251923,-1.0,-1.0
2016-08-29,0.005595170151033779,-0.002063099294900894,1.0,-1.0
2016-08-30,-0.0017839503024819085,-0.0023229201324284077,-1.0,-1.0
2016-08-31,-0.0028764236586753824,-0.0019712159410119057,-1.0,-1.0
2016-09-01,7.772888743108323e-05,-0.002470884006470442,1.0,-1.0
2016-09-02,0.006286182746606881,-0.0018727931892499328,1.0,-1.0
2016-09-06,0.002318119762886341,-0.0010512067237868905,1.0,-1.0
2016-09-07,0.0007716918512448537,-0.001011572196148336,1.0,-1.0
2016-09-08,-0.0015436181240495491,-0.002313504461199045,-1.0,-1.0
2016-09-09,-0.026138155693731388,-0.0024565723724663258,-1.0,-1.0
2016-09-12,0.014327567979258897,-0.0022094985470175743,1.0,-1.0
2016-09-13,-0.015755807271324286,-0.0023643667809665203,-1.0,-1.0
2016-09-14,-7.939928767081125e-05,-0.0013351419474929571,-1.0,-1.0
2016-09-15,0.010348793661099762,-0.0010034391889348626,1.0,-1.0
2016-09-16,-0.003937340908743535,-0.0018614305881783366,-1.0,-1.0
2016-09-19,0.0011828132636571603,-0.0024970797821879387,1.0,-1.0
2016-09-20,-0.0004729060878134131,-0.001591560780070722,-1.0,-1.0
2016-09-21,0.01105591851478944,-0.002079383470118046,1.0,-1.0
2016-09-22,0.00784490736265202,-0.0017798809567466378,1.0,-1.0
2016-09-23,-0.0055861090886023725,-0.0024760267697274685,-1.0,-1.0
2016-09-26,-0.008423182333572527,-0.0014504551654681563,-1.0,-1.0
2016-09-27,0.005967922847605257,-0.0015480067813768983,1.0,-1.0
2016-09-28,0.005309550485382638,-0.0021386626176536083,1.0,-1.0
2016-09-29,-0.00931038778339358,-0.0027696252800524235,-1.0,-1.0
2016-09-30,0.007595656453306767,-0.0020190663635730743,1.0,-1.0
2016-10-03,-0.0034383167949705693,-0.0015143960481509566,-1.0,-1.0
2016-10-04,-0.004550487190933851,-0.0016812683315947652,-1.0,-1.0
2016-10-05,0.00494185012422881,-0.0011010275920853019,1.0,-1.0
2016-10-06,-0.00039136293329500234,-0.002556568942964077,-1.0,-1.0
2016-10-07,-0.003607222913828397,-0.001137309824116528,-1.0,-1.0
2016-10-10,0.005562254309152207,-0.00150714919436723,1.0,-1.0
2016-10-11,-0.013370215714857277,-0.002042193431407213,-1.0,-1.0
2016-10-12,0.0011078826399412462,-0.0004930003779008985,1.0,-1.0
2016-10-13,-0.0034066271196803257,-0.0012461902806535363,-1.0,-1.0
2016-10-14,-0.00031753741399506144,-0.0021027089096605778,-1.0,-1.0
2016-10-17,-0.002623136715804672,-0.0019557331688702106,-1.0,-1.0
2016-10-18,0.005793549451517605,-0.0009543284540995955,1.0,-1.0
2016-10-19,0.0032391358488957013,-0.0003614060115069151,1.0,-1.0
2016-10-20,-0.0021319307117502323,-0.0015720805386081338,-1.0,-1.0
2016-10-21,0.0003161181452249691,-0.0026427055709064007,1.0,-1.0
2016-10-24,0.004415400609079282,-0.0016224520513787866,1.0,-1.0
2016-10-25,-0.004415400609079347,-0.0008833649335429072,-1.0,-1.0
2016-10-26,-0.002769562488222579,-0.0017310661496594548,-1.0,-1.0
2016-10-27,-0.0034925727523845286,-0.0009939103620126843,-1.0,-1.0
2016-10-28,-0.0031857426902330566,-0.0015113226836547256,-1.0,-1.0
2016-10-31,0.00039882280701073565,-0.0017738392343744636,1.0,-1.0
2016-11-01,-0.007122095154987432,-0.0011060944525524974,-1.0,-1.0
2016-11-02,-0.0074967117851089705,-0.0018409002805128694,-1.0,-1.0
2016-11-03,-0.0038913660453750313,-0.0019407443469390273,-1.0,-1.0
2016-11-04,-0.00032495271068656845,-0.0023760306648910046,-1.0,-1.0
2016-11-07,0.021303884892103806,-0.0019493718864396214,1.0,-1.0
2016-11-08,0.004523671235584952,-0.0012499138247221708,1.0,-1.0
2016-11-09,0.01290244062267776,-0.00044192938366904855,1.0,-1.0
2016-11-10,0.0022642833748649756,-0.002481288742274046,1.0,-1.0
2016-11-11,0.0010133308999261037,-0.0017816690960898995,1.0,-1.0
2016-11-14,0.0028786261509756513,-0.0029444056563079357,1.0,-1.0
2016-11-15,0.007353133016874612,-0.0013298505218699574,1.0,-1.0
2016-11-16,-0.001157240489700064,-0.0005548121407628059,-1.0,-1.0
2016-11-17,0.004852160531809968,-0.0021532229147851467,1.0,-1.0
2016-11-18,-0.0015378177546164818,-0.002098795957863331,-1.0,-1.0
2016-11-21,0.0073602936874606305,-0.001977059058845043,1.0,-1.0
2016-11-22,0.002593747091499511,-0.0013111635344102979,1.0,-1.0
2016-11-23,0.0019030702668827106,-0.0003701180685311556,1.0,-1.0
2016-11-25,0.0034161483050745233,-0.0016860744217410684,1.0,-1.0
2016-11-28,-0.005700168718096211,-0.0026632514782249928,-1.0,-1.0
2016-11-29,0.0016754864855489011,-0.0020908531732857227,1.0,-1.0
2016-11-30,-0.0020567054755048354,-0.0017421756638213992,-1.0,-1.0
2016-12-01,-0.004738461787483968,-0.0020818221382796764,-1.0,-1.0
2016-12-02,0.0009187617724359531,-0.0019539748318493366,1.0,-1.0
2016-12-05,0.006180714888047906,-0.001999692991375923,1.0,-1.0
2016-12-06,0.005386343861620044,-0.001903361058793962,1.0,-1.0
2016-12-07,0.012331852914288288,-0.0026678056456148624,1.0,-1.0
2016-12-08,0.00410191499517699,-0.0014585083117708564,1.0,-1.0
2016-12-09,0.00438148368631565,-0.001572354813106358,1.0,-1.0
2016-12-12,-0.0020027324410438726,-0.00209534028545022,-1.0,-1.0
2016-12-13,0.005553290434612672,-0.0023000510409474373,1.0,-1.0
2016-12-14,-0.008974524486575755,-0.003140096552670002,-1.0,-1.0
2016-12-15,0.004311923646457133,-0.0019867820665240288,1.0,-1.0
2016-12-16,-0.0008906895944939799,-0.002498507034033537,-1.0,-1.0
2016-12-19,0.0017804663569922275,-0.0018586922669783235,1.0,-1.0
2016-12-20,0.004289600458616418,-0.0032570972107350826,1.0,-1.0
2016-12-21,-0.0027343242316075402,-0.0020395414903759956,-1.0,-1.0
2016-12-22,-0.0033077217711208456,-0.002683567814528942,-1.0,-1.0
2016-12-23,0.0021617443599850554,-0.002175940666347742,1.0,-1.0
2016-12-27,0.0021569763856992157,-0.00304816709831357,1.0,-1.0
2016-12-28,-0.00835632983211209,-0.002500419970601797,-1.0,-1.0
2016-12-29,0.00014977114817527396,-0.0021127923391759396,1.0,-1.0
2016-12-30,-0.0038277853823184983,-0.0014590328792110085,-1.0,-1.0
