Date,009_EWP_1d_actual_lnrts,009_EWP_1d_forecast_lnrts,009_EWP_1d_true_label,009_EWP_1d_forecast_label
2016-03-07,0.0,0.0012705517001450062,0.0,1.0
2016-03-08,-0.005663648486743427,0.00347161665558815,-1.0,1.0
2016-03-09,0.0007570037001218301,0.00941246747970581,1.0,1.0
2016-03-10,0.020596120488634108,0.004721950273960829,1.0,1.0
2016-03-11,0.03924918176315007,-0.0035005011595785618,1.0,-1.0
2016-03-14,-0.0028550352774143837,-0.0021225204691290855,-1.0,-1.0
2016-03-15,-0.01585042815262495,-0.004272645339369774,-1.0,-1.0
2016-03-16,0.006514654357706457,-0.0007402800256386399,1.0,-1.0
2016-03-17,0.0071890028491278695,-0.004355598706752062,1.0,-1.0
2016-03-18,0.005358197895395751,5.960906855762005e-05,1.0,1.0
2016-03-21,-0.004999981635938486,-0.003380491863936186,-1.0,-1.0
2016-03-22,-0.005745050827543113,-0.006142947822809219,-1.0,-1.0
2016-03-23,-0.016337372820920782,0.0007489396957680583,-1.0,1.0
2016-03-24,-0.007347507384430404,-0.004295939579606056,-1.0,-1.0
2016-03-28,0.003680463083497733,0.0013967122649773955,1.0,1.0
2016-03-29,0.011324419695894492,0.0011674517299979925,1.0,1.0
2016-03-30,0.002901673626090952,0.002693203743547201,1.0,1.0
2016-03-31,-0.015696645681254475,-0.0016756460536271334,-1.0,-1.0
2016-04-01,-0.005904047898755213,-0.0029259128496050835,-1.0,-1.0
2016-04-04,-0.007056720227114814,-0.0040587554685771465,-1.0,-1.0
2016-04-05,-0.022235661435995178,-0.005085448268800974,-1.0,-1.0
2016-04-06,0.009104663684971964,-0.005421220790594816,1.0,-1.0
2016-04-07,-0.026402716553948054,-0.001914518536068499,-1.0,-1.0
2016-04-08,0.02375578675134886,0.0026244409382343292,1.0,1.0
2016-04-11,0.007168542358818296,-0.0016497268807142973,1.0,-1.0
2016-04-12,0.01084323447216927,0.0013999842340126634,1.0,1.0
2016-04-13,0.023885065690878934,0.00031228328589349985,1.0,1.0
2016-04-14,0.00036296621605113374,-0.0003565967781469226,1.0,-1.0
2016-04-15,0.001813317044092971,-0.01198604702949524,1.0,-1.0
2016-04-18,0.007939351723085585,-0.009572645649313927,1.0,-1.0
2016-04-19,0.016045976851760763,-0.005745892412960529,1.0,-1.0
2016-04-20,0.0119551940663187,-0.003427830059081316,1.0,-1.0
2016-04-21,0.002792217363731979,-0.0024967966601252556,1.0,-1.0
2016-04-22,0.00313211406302955,-0.0002293403958901763,1.0,-1.0
2016-04-25,-0.005924331426761541,-0.00176311656832695,-1.0,-1.0
2016-04-26,0.018355453418096048,-0.007029977161437273,1.0,-1.0
2016-04-27,0.006499057936204228,-0.006260905414819717,1.0,-1.0
2016-04-28,-0.011659925152690752,-0.0023598079569637775,-1.0,-1.0
2016-04-29,-0.005187603351748397,-0.0062934597954154015,-1.0,-1.0
2016-05-02,0.0024242479592965975,-0.011440462432801723,1.0,-1.0
2016-05-03,-0.029486181608236996,-0.00793311558663845,-1.0,-1.0
2016-05-04,-0.015799241967825513,-0.004535634070634842,-1.0,-1.0
2016-05-05,-0.006900310010436949,-0.0014777323231101036,-1.0,-1.0
2016-05-06,0.009791420720078757,0.0011509772157296538,1.0,1.0
2016-05-09,-0.01088535375967879,-0.003196141216903925,-1.0,-1.0
2016-05-10,0.012327913996229707,-0.011973517946898937,1.0,-1.0
2016-05-11,-0.013788226679100275,-0.008829786442220211,-1.0,-1.0
2016-05-12,0.002918649967062407,-0.0010195528157055378,1.0,-1.0
2016-05-13,-0.011726139631202398,-0.009624894708395004,-1.0,-1.0
2016-05-16,0.013909473556230035,-0.007704770192503929,1.0,-1.0
2016-05-17,-0.009129165227293456,-0.009620905853807926,-1.0,-1.0
2016-05-18,0.004027181335203247,-0.0004981299862265587,1.0,-1.0
2016-05-19,-0.006966204243871049,-0.009590801782906055,-1.0,-1.0
2016-05-20,0.00769647280682139,-0.00955075491219759,1.0,-1.0
2016-05-23,-0.0054913962230948386,-0.007273508235812187,-1.0,-1.0
2016-05-24,0.01962989149112135,-0.000250431417953223,1.0,-1.0
2016-05-25,0.021368260489439853,-0.00845879316329956,1.0,-1.0
2016-05-26,-0.004237190188715554,-0.013374309986829758,-1.0,-1.0
2016-05-27,-0.004610875589424899,-0.007417234592139721,-1.0,-1.0
2016-05-31,-0.006777167969222058,-0.003748679533600807,-1.0,-1.0
2016-06-01,-0.006463267789262007,-0.003140645567327738,-1.0,-1.0
2016-06-02,0.005747077021545332,-0.005984865594655275,1.0,-1.0
2016-06-03,-0.003947541128721466,-0.00653891172260046,-1.0,-1.0
2016-06-06,0.0017963792489586077,-0.0060751610435545444,1.0,-1.0
2016-06-07,0.005012512803495227,-0.00903793890029192,1.0,-1.0
2016-06-08,0.0,-0.003987722098827362,0.0,-1.0
2016-06-09,-0.014751110002764358,-0.005437277723103762,-1.0,-1.0
2016-06-10,-0.04181930479343664,-0.005566973704844713,-1.0,-1.0
2016-06-13,-0.019462503730540637,-0.005755826830863953,-1.0,-1.0
2016-06-14,-0.019063133992149255,-0.008247066289186478,-1.0,-1.0
2016-06-15,0.007045093547590441,0.0023253057152032852,1.0,1.0
2016-06-16,0.008930462341866657,0.0028456631116569042,1.0,1.0
2016-06-17,0.019901028740333733,0.0011124630691483617,1.0,1.0
2016-06-20,0.02099830359822751,-0.009442940354347229,1.0,-1.0
2016-06-21,0.00849800931793163,-0.015116526745259762,1.0,-1.0
2016-06-22,-0.0018418307965067681,-0.004237486515194178,-1.0,-1.0
2016-06-23,0.03874306513622306,-0.00878843478858471,1.0,-1.0
2016-06-24,-0.17777165758836924,-0.011466406285762787,-1.0,-1.0
2016-06-27,-0.00043230851963970584,0.00240040710195899,-1.0,1.0
2016-06-28,0.030247180401044422,-0.005962043534964323,1.0,-1.0
2016-06-29,0.026093781841446926,-0.010212942957878113,1.0,-1.0
2016-06-30,0.021036420769535262,-0.004686475731432438,1.0,-1.0
2016-07-01,0.00040020835238984006,-0.0012629717821255326,1.0,-1.0
2016-07-05,-0.031297046599160966,-0.0020106653682887554,-1.0,-1.0
2016-07-06,-0.000825996564843956,-0.009031749330461025,-1.0,-1.0
2016-07-07,-0.006633511250547694,-0.008659733459353447,-1.0,-1.0
2016-07-08,0.02627408329690636,-0.006558685563504696,1.0,-1.0
2016-07-11,0.009276102800608088,-0.010001159273087978,1.0,-1.0
2016-07-12,0.02732306420067314,-0.0018674196908250451,1.0,-1.0
2016-07-13,0.00039051767623124174,-0.015635676681995392,1.0,-1.0
2016-07-14,0.008553631184202427,-0.010437605902552605,1.0,-1.0
2016-07-15,-0.005045535828934795,-0.012121527455747128,-1.0,-1.0
2016-07-18,-0.0015577105603482588,0.009637641720473766,-1.0,1.0
2016-07-19,-0.006254814798682114,-0.009098043665289879,-1.0,-1.0
2016-07-20,0.007812525359030403,-0.011365720070898533,1.0,-1.0
2016-07-21,0.0015551671913370802,-0.0027736900374293327,1.0,-1.0
2016-07-22,0.001164930907088246,0.00339996675029397,1.0,1.0
2016-07-25,-0.004667565269243385,-0.018835606053471565,-1.0,-1.0
2016-07-26,0.00038975661046989225,-0.009602471254765987,1.0,-1.0
2016-07-27,0.01661878048342265,-0.002677801065146923,1.0,-1.0
2016-07-28,-0.01079010605355288,0.001727247261442244,-1.0,1.0
2016-07-29,0.017284913441488785,-0.0041812327690422535,1.0,-1.0
2016-08-01,-0.01651034148207568,-0.004145387094467878,-1.0,-1.0
2016-08-02,-0.01718114021737674,-0.004895535297691822,-1.0,-1.0
2016-08-03,-0.005529291387671702,-0.009955470450222492,-1.0,-1.0
2016-08-04,0.007496640731486422,-0.009977036155760288,1.0,-1.0
2016-08-05,0.011723422235964313,-0.010242588818073273,1.0,-1.0
2016-08-08,0.0034903686375977266,-0.008438912220299244,1.0,-1.0
2016-08-09,0.009632202469268835,-0.008833714760839939,1.0,-1.0
2016-08-10,0.010678992457126977,-0.00610123248770833,1.0,-1.0
2016-08-11,0.003408452174809055,-0.004022928420454264,1.0,-1.0
2016-08-12,0.001888541893092216,0.0021765795536339283,1.0,1.0
2016-08-15,0.0026380122503099263,-0.006090134847909212,1.0,-1.0
2016-08-16,-0.004148583809044791,-0.008993035182356834,-1.0,-1.0
2016-08-17,-0.005305101561147469,-0.015730466693639755,-1.0,-1.0
2016-08-18,0.0018980181648583347,-0.009232994168996811,1.0,-1.0
2016-08-19,-0.011441810194360878,-0.009403038769960403,-1.0,-1.0
2016-08-22,0.003828461718637902,-0.004210298880934715,1.0,-1.0
2016-08-23,0.005715330310864738,-0.0017724522622302175,1.0,-1.0
2016-08-24,0.0022770564309630304,-0.006049009971320629,1.0,-1.0
2016-08-25,-0.0022770564309630608,-0.004276170860975981,-1.0,-1.0
2016-08-26,-0.004188111321063889,-0.007220354396849871,-1.0,-1.0
2016-08-29,0.002286680907364646,-0.006432938855141401,1.0,-1.0
2016-08-30,0.0022813459491107524,-0.007865251041948795,1.0,-1.0
2016-08-31,0.00643575758447083,-0.014290221966803074,1.0,-1.0
2016-09-01,0.012375957338719133,-0.003805649932473898,1.0,-1.0
2016-09-02,0.011487997534110566,0.007062540855258703,1.0,1.0
2016-09-06,0.005511698599476925,0.0022363150492310524,1.0,1.0
2016-09-07,0.006938072614367725,-0.0028393035754561424,1.0,-1.0
2016-09-08,0.014809716978832727,-0.010952307842671871,1.0,-1.0
2016-09-09,-0.017360259955444206,-0.012626713141798973,-1.0,-1.0
2016-09-12,0.0025505429766114356,-0.008466096594929695,1.0,-1.0
2016-09-13,-0.02692399304021017,0.00030405912548303604,-1.0,1.0
2016-09-14,-0.0037452965133754667,0.0013910477282479405,-1.0,1.0
2016-09-15,0.005612678335309425,-0.006504987366497517,1.0,-1.0
2016-09-16,-0.019593658734295163,-0.00599307706579566,-1.0,-1.0
2016-09-19,0.0041769787712068905,0.001407268806360662,1.0,1.0
2016-09-20,-0.001137428973211121,-0.004820512142032385,-1.0,-1.0
2016-09-21,0.02102179520058693,-0.0051835994236171246,1.0,-1.0
2016-09-22,0.01034748758745549,-0.012841016054153442,1.0,-1.0
2016-09-23,-0.01220657593482293,-0.01270561944693327,-1.0,-1.0
2016-09-26,-0.010475236937073138,-0.012102914974093437,-1.0,-1.0
2016-09-27,-0.0007524635979349469,-0.007539625745266676,-1.0,-1.0
2016-09-28,0.009737945088409281,-0.006482456810772419,1.0,-1.0
2016-09-29,-0.017293612293743203,-0.009523587301373482,-1.0,-1.0
2016-09-30,0.01692085535198207,-0.004572977311909199,1.0,-1.0
2016-10-03,-0.004484342812273322,-0.010425723157823086,-1.0,-1.0
2016-10-04,-0.004128381736439833,-0.00732847023755312,-1.0,-1.0
2016-10-05,0.010847223348197151,-0.0077431523241102695,1.0,-1.0
2016-10-06,-0.005221838099687834,-0.007306762505322695,-1.0,-1.0
2016-10-07,-0.013554477785673275,-0.014004556462168694,-1.0,-1.0
2016-10-10,0.0011365671896435181,-0.004519896116107702,1.0,-1.0
2016-10-11,-0.007983232161456539,-0.0004385863430798054,-1.0,-1.0
2016-10-12,-0.0007636290909814468,0.0006134170107543468,-1.0,1.0
2016-10-13,-0.005746060483293144,-0.010840053670108318,-1.0,-1.0
2016-10-14,0.005746060483293096,0.009047223255038261,1.0,1.0
2016-10-17,0.0019079212589533118,-0.00493861548602581,1.0,-1.0
2016-10-18,0.014759061277179394,-0.002789613790810108,1.0,-1.0
2016-10-19,0.006739043083979133,-0.012451852671802044,1.0,-1.0
2016-10-20,0.009285110919811398,-0.005807532928884029,1.0,-1.0
2016-10-21,0.0003696646264689206,-0.01094717439264059,1.0,-1.0
2016-10-24,0.012121348084873544,0.0007115777116268873,1.0,1.0
2016-10-25,-0.0069609497794111625,-0.007906132377684116,-1.0,-1.0
2016-10-26,-0.0007356584451716701,-0.006497067864984274,-1.0,-1.0
2016-10-27,0.007331473832109283,-0.013398081995546818,1.0,-1.0
2016-10-28,0.002188960119606536,-0.007246947381645441,1.0,-1.0
2016-10-31,0.00036437386821615476,-0.004348123446106911,1.0,-1.0
2016-11-01,-0.005479484210511738,-0.0031176661141216755,-1.0,-1.0
2016-11-02,-0.011420244877575501,-0.003916166722774506,-1.0,-1.0
2016-11-03,0.0003704862327958231,-0.005387462675571442,1.0,-1.0
2016-11-04,-0.011547987448154266,-0.011306483298540115,-1.0,-1.0
2016-11-07,0.01450648746419665,-0.001151693519204855,1.0,-1.0
2016-11-08,0.00221325961717741,-0.009194848127663136,1.0,-1.0
2016-11-09,-0.012606840004431673,-0.017915835604071617,-1.0,-1.0
2016-11-10,-0.016174769823422107,-0.012524665333330631,-1.0,-1.0
2016-11-11,-0.01991652152170331,-0.004951267037540674,-1.0,-1.0
2016-11-14,-0.0136320737055351,0.0011341507779434323,-1.0,1.0
2016-11-15,0.0097561670608343,-0.004104152321815491,1.0,-1.0
2016-11-16,-0.014473189000866377,-0.0011037586955353618,-1.0,-1.0
2016-11-17,0.004324738111908779,-0.011250840499997139,1.0,-1.0
2016-11-18,-0.016614296755190248,-0.007796095218509436,-1.0,-1.0
2016-11-21,0.006361839023685334,0.003946580458432436,1.0,1.0
2016-11-22,0.004744999730444937,0.002263705711811781,1.0,1.0
2016-11-23,-0.011106838754130243,-0.006231317296624184,-1.0,-1.0
2016-11-25,0.0043780982718970235,-0.00332337012514472,1.0,-1.0
2016-11-28,-0.009176179553813143,-0.004620228428393602,-1.0,-1.0
2016-11-29,0.009176179553813153,-0.005600871052592993,1.0,-1.0
2016-11-30,-0.000397187905019973,-0.01301390491425991,-1.0,-1.0
2016-12-01,0.003173299799353461,-0.0008778424235060811,1.0,-1.0
2016-12-02,-0.0027761118943334245,-0.008839425630867481,-1.0,-1.0
2016-12-05,0.017713490453038536,-0.014139550738036633,1.0,-1.0
2016-12-06,0.02960050647239077,-0.01046705897897482,1.0,-1.0
2016-12-07,0.013544278223272392,0.00032543682027608156,1.0,1.0
2016-12-08,0.0026124146836968253,-0.004908079281449318,1.0,-1.0
2016-12-09,0.00037261804579627483,-0.003938283305615187,1.0,-1.0
2016-12-12,0.0026047152548426813,-0.013787252828478813,1.0,-1.0
2016-12-13,0.015121013387978364,-0.007113933097571135,1.0,-1.0
2016-12-14,-0.020710761372314073,-0.011266397312283516,-1.0,-1.0
2016-12-15,0.00484615865555714,-0.006544085219502449,1.0,-1.0
2016-12-16,0.006302189104098963,-0.008931065909564495,1.0,-1.0
2016-12-19,-0.007046177629360626,-0.008294290862977505,-1.0,-1.0
2016-12-20,0.0074156291537630665,-0.010760554112493992,1.0,-1.0
2016-12-21,0.0015524837913830122,-0.007509988266974688,1.0,-1.0
2016-12-22,-0.005691497898736631,-0.013349990360438824,-1.0,-1.0
2016-12-23,0.005313068289985939,-0.009219478815793991,1.0,-1.0
2016-12-27,0.0,-0.011532077565789223,0.0,-1.0
2016-12-28,-0.012569202844996167,-0.008960223756730556,-1.0,-1.0
2016-12-29,0.0080168035088526,-0.00795807596296072,1.0,-1.0
2016-12-30,0.00795312132113052,-0.006744183599948883,1.0,-1.0
